"","GO0022853_active_ion_transmembrane_transporter_activity"
"Q8N137_IDR_442_797",0.325300162892877
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.497244711671755
"Q8N196_IDR_235_739",0.502755288328245
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.53358368850601
"Q8N1C3_IDR_361_403",0.46641631149399
"Q8N1F8_IDR_334_534",0.481926818293032
"Q8N1F8_IDR_723_773",0.518073181706968
"Q8N1G0_IDR_1158_1198",0.201179889720732
"Q8N1G0_IDR_1_85",0.227151166441749
"Q8N1G0_IDR_608_672",0.200958748219507
"Q8N1G0_IDR_861_1155",0.182253961297523
"Q8N1G0_IDR_87_504",0.188456234320488
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.48887136539128
"Q8N228_IDR_1_90",0.523064344926746
"Q8N228_IDR_210_341",0.476935655073254
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.454949504821809
"Q8N2C3_IDR_165_214",0.545050495178191
"Q8N2C7_IDR_1300_1451",0.10200158680533
"Q8N2C7_IDR_1507_1554",0.103043715780207
"Q8N2C7_IDR_1770_1837",0.103920748960879
"Q8N2C7_IDR_241_322",0.0997858634113933
"Q8N2C7_IDR_2428_2474",0.108571955197113
"Q8N2C7_IDR_2755_2786",0.0986294234358888
"Q8N2C7_IDR_2912_3214",0.0914277252731407
"Q8N2C7_IDR_363_584",0.0988046524187354
"Q8N2C7_IDR_693_781",0.0988739552066417
"Q8N2C7_IDR_963_1171",0.094940373510671
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.334774951254946
"Q8N302_IDR_522_621",0.317716009675539
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.511222712012987
"Q8N309_IDR_506_549",0.488777287987013
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.335603451124193
"Q8N344_IDR_348_473",0.30180692319221
"Q8N344_IDR_97_194",0.362589625683597
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.327765963984819
"Q8N365_IDR_198_243",0.332307558167877
"Q8N365_IDR_300_385",0.339926477847303
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.371743863302513
"Q8N392_IDR_19_78",0.315228944388635
"Q8N392_IDR_538_572",0.313027192308852
"Q8N393_IDR_63_241",0.497899827633513
"Q8N3C7_IDR_352_480",0.330183407451201
"Q8N3C7_IDR_556_618",0.32184919559226
"Q8N3D4_IDR_1081_1132",0.275648122132142
"Q8N3D4_IDR_1138_1370",0.23901982957396
"Q8N3D4_IDR_120_150",0.253431785651821
"Q8N3D4_IDR_161_1074",0.231900262642078
"Q8N3E9_IDR_1_55",0.476105166850537
"Q8N3E9_IDR_486_519",0.523894833149463
"Q8N3F8_IDR_111_159",0.344687266365234
"Q8N3F8_IDR_219_677",0.311269984959738
"Q8N3F8_IDR_821_863",0.344042748675028
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.482166678541124
"Q8N3J2_IDR_47_77",0.517833321458876
"Q8N3J3_IDR_1_444",0.449271704282285
"Q8N3J3_IDR_577_647",0.550728295717715
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.595840933548229
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.577983161708411
"Q8N3Z6_IDR_384_543",0.422016838291589
"Q8N412_IDR_1_162",0.490333224218081
"Q8N412_IDR_268_303",0.509666775781919
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.510052052362397
"Q8N441_IDR_403_446",0.489947947637603
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.539752942402848
"Q8N448_IDR_425_459",0.460247057597152
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.542039855652512
"Q8N4L4_IDR_63_309",0.457960144347488
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.531782653298426
"Q8N4N8_IDR_84_180",0.468217346701574
"Q8N4P6_IDR_1_53",0.498171336143149
"Q8N4P6_IDR_333_439",0.501828663856851
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.509044965120857
"Q8N4S9_IDR_368_436",0.490955034879143
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.36307695413084
"Q8N573_IDR_148_203",0.327170064010526
"Q8N573_IDR_1_67",0.331616952882669
"Q8N573_IDR_281_586",0.341212983106805
"Q8N587_IDR_1_45",0.507990725559986
"Q8N587_IDR_52_190",0.492009274440014
"Q8N594_IDR_169_234",0.525301992584015
"Q8N594_IDR_1_72",0.474698007415985
"Q8N5A5_IDR_270_367",0.354314086196318
"Q8N5A5_IDR_369_466",0.306775246773667
"Q8N5A5_IDR_64_126",0.338910667030016
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.50439183350297
"Q8N5C6_IDR_789_819",0.49560816649703
"Q8N5C7_IDR_1_33",0.531532200091566
"Q8N5C7_IDR_165_195",0.468467799908434
"Q8N5C8_IDR_48_533",0.473808770520923
"Q8N5C8_IDR_618_684",0.526191229479077
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.5045618347622
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.307641426708699
"Q8N5U6_IDR_406_501",0.363476895739913
"Q8N5U6_IDR_603_799",0.328881677551388
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.484693182458001
"Q8N5Y2_IDR_93_168",0.515306817541999
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.501832058722928
"Q8N612_IDR_835_915",0.498167941277072
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.545243418700608
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.472419922733976
"Q8N6P7_IDR_409_480",0.527580077266024
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.337478399980182
"Q8N6U8_IDR_350_455",0.330097373790792
"Q8N6U8_IDR_496_529",0.332424226229026
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.48081120539352
"Q8N7G0_IDR_264_328",0.334035677680557
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.496957552105438
"Q8N7P1_IDR_505_536",0.503042447894562
"Q8N7R1_IDR_1_139",0.474618189340236
"Q8N7R1_IDR_144_296",0.525381810659764
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.140999885819688
"Q8N7X0_IDR_1_41",0.132416263015074
"Q8N7X0_IDR_305_407",0.136481893773237
"Q8N7X0_IDR_524_627",0.188089300046843
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.507594460074946
"Q8N878_IDR_333_499",0.492405539925054
"Q8N883_IDR_552_585",0.484016403396988
"Q8N883_IDR_61_245",0.515983596603012
"Q8N895_IDR_1_308",0.318823407777197
"Q8N895_IDR_372_422",0.336690849954896
"Q8N895_IDR_480_718",0.344485742267907
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.480643585707459
"Q8N8E2_IDR_479_541",0.519356414292541
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.468175251793118
"Q8N8G2_IDR_20_76",0.531824748206882
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.444362120560906
"Q8N8R5_IDR_204_247",0.555637879439094
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.489400132241457
"Q8N8U3_IDR_397_427",0.510599867758543
"Q8N8V4_IDR_157_233",0.477381059456241
"Q8N8V4_IDR_237_343",0.522618940543759
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.470794133006547
"Q8N8Z6_IDR_416_715",0.529205866993453
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.318675220143391
"Q8N9B5_IDR_940_988",0.36433187388801
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.520648954871598
"Q8N9I0_IDR_88_138",0.479351045128402
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.515940063460123
"Q8N9K5_IDR_1_36",0.484059936539877
"Q8N9L1_IDR_1_63",0.496995431422704
"Q8N9L1_IDR_277_334",0.503004568577296
"Q8N9M1_IDR_107_422",0.491120087988499
"Q8N9M1_IDR_1_49",0.508879912011501
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.343916882365889
"Q8N9N5_IDR_1_47",0.357718720433775
"Q8N9N5_IDR_321_374",0.298364397200336
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.49578272410114
"Q8N9R8_IDR_377_411",0.50421727589886
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.491711459973344
