"","GO0051276_chromosome_organization"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.507491637609607
"Q8N196_IDR_235_739",0.492508362390393
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.484492694867514
"Q8N1C3_IDR_361_403",0.515507305132486
"Q8N1F8_IDR_334_534",0.550705357446102
"Q8N1F8_IDR_723_773",0.449294642553898
"Q8N1G0_IDR_1158_1198",0.197676682973664
"Q8N1G0_IDR_1_85",0.197217387083135
"Q8N1G0_IDR_608_672",0.190723403112734
"Q8N1G0_IDR_861_1155",0.204842089650218
"Q8N1G0_IDR_87_504",0.209540437180248
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.484018237722774
"Q8N228_IDR_1_90",0.536988199676439
"Q8N228_IDR_210_341",0.463011800323561
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.442400097782644
"Q8N2C3_IDR_165_214",0.557599902217356
"Q8N2C7_IDR_1300_1451",0.101670403774864
"Q8N2C7_IDR_1507_1554",0.119710799658378
"Q8N2C7_IDR_1770_1837",0.091491509979806
"Q8N2C7_IDR_241_322",0.0911596018126354
"Q8N2C7_IDR_2428_2474",0.0930922079497383
"Q8N2C7_IDR_2755_2786",0.0958317834139631
"Q8N2C7_IDR_2912_3214",0.0933524038309785
"Q8N2C7_IDR_363_584",0.0974955379075852
"Q8N2C7_IDR_693_781",0.113207736516142
"Q8N2C7_IDR_963_1171",0.102988015155909
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.52250522701885
"Q8N302_IDR_522_621",0.23646186189086
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.343988730010799
"Q8N309_IDR_506_549",0.656011269989201
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.320901119204466
"Q8N344_IDR_348_473",0.301026624739754
"Q8N344_IDR_97_194",0.37807225605578
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.328805611973774
"Q8N365_IDR_198_243",0.35504378301274
"Q8N365_IDR_300_385",0.316150605013486
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.398080547613524
"Q8N392_IDR_19_78",0.270346997476759
"Q8N392_IDR_538_572",0.331572454909717
"Q8N393_IDR_63_241",0.489982535751511
"Q8N3C7_IDR_352_480",0.350197288288957
"Q8N3C7_IDR_556_618",0.311440602270868
"Q8N3D4_IDR_1081_1132",0.248645790615051
"Q8N3D4_IDR_1138_1370",0.242056737374258
"Q8N3D4_IDR_120_150",0.253178528466567
"Q8N3D4_IDR_161_1074",0.256118943544124
"Q8N3E9_IDR_1_55",0.471745592243845
"Q8N3E9_IDR_486_519",0.528254407756155
"Q8N3F8_IDR_111_159",0.27384052955919
"Q8N3F8_IDR_219_677",0.302658938014352
"Q8N3F8_IDR_821_863",0.423500532426458
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.570932889685169
"Q8N3J2_IDR_47_77",0.429067110314831
"Q8N3J3_IDR_1_444",0.464112138090043
"Q8N3J3_IDR_577_647",0.535887861909957
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.555700675386433
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.542531719165382
"Q8N3Z6_IDR_384_543",0.457468280834618
"Q8N412_IDR_1_162",0.455774542473039
"Q8N412_IDR_268_303",0.544225457526961
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.493283873947004
"Q8N441_IDR_403_446",0.506716126052996
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.513831558887209
"Q8N448_IDR_425_459",0.486168441112791
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.514023021097125
"Q8N4L4_IDR_63_309",0.485976978902875
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.488992325647515
"Q8N4N8_IDR_84_180",0.511007674352485
"Q8N4P6_IDR_1_53",0.429327406728941
"Q8N4P6_IDR_333_439",0.570672593271059
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.484217802373905
"Q8N4S9_IDR_368_436",0.515782197626095
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.367918887992219
"Q8N573_IDR_148_203",0.289837504134484
"Q8N573_IDR_1_67",0.31662297619832
"Q8N573_IDR_281_586",0.393539519667196
"Q8N587_IDR_1_45",0.494600279122692
"Q8N587_IDR_52_190",0.505399720877308
"Q8N594_IDR_169_234",0.552933032299006
"Q8N594_IDR_1_72",0.447066967700994
"Q8N5A5_IDR_270_367",0.309209440312515
"Q8N5A5_IDR_369_466",0.365417514077616
"Q8N5A5_IDR_64_126",0.32537304560987
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.638173896726774
"Q8N5C6_IDR_789_819",0.361826103273226
"Q8N5C7_IDR_1_33",0.443023429319128
"Q8N5C7_IDR_165_195",0.556976570680871
"Q8N5C8_IDR_48_533",0.430111347498088
"Q8N5C8_IDR_618_684",0.569888652501912
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.505156492705006
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.315854014555746
"Q8N5U6_IDR_406_501",0.323972748800795
"Q8N5U6_IDR_603_799",0.360173236643459
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.422760114820113
"Q8N5Y2_IDR_93_168",0.577239885179887
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.513261834402907
"Q8N612_IDR_835_915",0.486738165597093
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.568771689508621
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.48443633667374
"Q8N6P7_IDR_409_480",0.51556366332626
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.345890691143294
"Q8N6U8_IDR_350_455",0.311520706982453
"Q8N6U8_IDR_496_529",0.342588601874253
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.497391417318664
"Q8N7G0_IDR_264_328",0.343636289156568
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.492049280909105
"Q8N7P1_IDR_505_536",0.507950719090895
"Q8N7R1_IDR_1_139",0.473617508356924
"Q8N7R1_IDR_144_296",0.526382491643076
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.142556614717247
"Q8N7X0_IDR_1_41",0.124317975005207
"Q8N7X0_IDR_305_407",0.18645467013811
"Q8N7X0_IDR_524_627",0.122794002936577
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.503463595071551
"Q8N878_IDR_333_499",0.496536404928449
"Q8N883_IDR_552_585",0.487343622233777
"Q8N883_IDR_61_245",0.512656377766223
"Q8N895_IDR_1_308",0.320934235818061
"Q8N895_IDR_372_422",0.332748523515734
"Q8N895_IDR_480_718",0.346317240666205
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.472977961944058
"Q8N8E2_IDR_479_541",0.527022038055942
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.435198133459371
"Q8N8G2_IDR_20_76",0.564801866540629
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.457432709918506
"Q8N8R5_IDR_204_247",0.542567290081494
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.520085195804566
"Q8N8U3_IDR_397_427",0.479914804195434
"Q8N8V4_IDR_157_233",0.484858261526193
"Q8N8V4_IDR_237_343",0.515141738473807
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.472098528206284
"Q8N8Z6_IDR_416_715",0.527901471793716
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.345658230947781
"Q8N9B5_IDR_940_988",0.313236959572982
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.391538879279282
"Q8N9I0_IDR_88_138",0.608461120720718
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.504864694067052
"Q8N9K5_IDR_1_36",0.495135305932948
"Q8N9L1_IDR_1_63",0.47118030945163
"Q8N9L1_IDR_277_334",0.52881969054837
"Q8N9M1_IDR_107_422",0.609479330320287
"Q8N9M1_IDR_1_49",0.390520669679713
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.318166649571288
"Q8N9N5_IDR_1_47",0.380370874752723
"Q8N9N5_IDR_321_374",0.30146247567599
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.497442343159577
"Q8N9R8_IDR_377_411",0.502557656840423
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.535092003100934
"Q8N9Z0_IDR_77_172",1
