"","GO0005768_endosome"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.45484830943212
"Q8N196_IDR_235_739",0.54515169056788
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.534697310493918
"Q8N1C3_IDR_361_403",0.465302689506082
"Q8N1F8_IDR_334_534",0.485523514548932
"Q8N1F8_IDR_723_773",0.514476485451068
"Q8N1G0_IDR_1158_1198",0.193414685995216
"Q8N1G0_IDR_1_85",0.213812770334844
"Q8N1G0_IDR_608_672",0.22231809301317
"Q8N1G0_IDR_861_1155",0.166879835159466
"Q8N1G0_IDR_87_504",0.203574615497304
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.496559218067608
"Q8N228_IDR_1_90",0.513270746724277
"Q8N228_IDR_210_341",0.486729253275723
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.496134287801332
"Q8N2C3_IDR_165_214",0.503865712198668
"Q8N2C7_IDR_1300_1451",0.0947986177758043
"Q8N2C7_IDR_1507_1554",0.0956824694323649
"Q8N2C7_IDR_1770_1837",0.106514981701636
"Q8N2C7_IDR_241_322",0.105995437547484
"Q8N2C7_IDR_2428_2474",0.106800963933161
"Q8N2C7_IDR_2755_2786",0.10048507892533
"Q8N2C7_IDR_2912_3214",0.0945789598252794
"Q8N2C7_IDR_363_584",0.0929965668856227
"Q8N2C7_IDR_693_781",0.106848770013866
"Q8N2C7_IDR_963_1171",0.0952981539594521
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.313751225732114
"Q8N302_IDR_522_621",0.311190904238105
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.54953853539463
"Q8N309_IDR_506_549",0.45046146460537
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.330545426511747
"Q8N344_IDR_348_473",0.325517048819574
"Q8N344_IDR_97_194",0.343937524668679
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.337511857218011
"Q8N365_IDR_198_243",0.308842364038694
"Q8N365_IDR_300_385",0.353645778743295
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.332232207613583
"Q8N392_IDR_19_78",0.353016190163891
"Q8N392_IDR_538_572",0.314751602222527
"Q8N393_IDR_63_241",0.499952480553809
"Q8N3C7_IDR_352_480",0.321632891237721
"Q8N3C7_IDR_556_618",0.315811860729905
"Q8N3D4_IDR_1081_1132",0.249171877749831
"Q8N3D4_IDR_1138_1370",0.238494816483548
"Q8N3D4_IDR_120_150",0.226530584262781
"Q8N3D4_IDR_161_1074",0.28580272150384
"Q8N3E9_IDR_1_55",0.463234466155323
"Q8N3E9_IDR_486_519",0.536765533844677
"Q8N3F8_IDR_111_159",0.300450028774012
"Q8N3F8_IDR_219_677",0.440476104767612
"Q8N3F8_IDR_821_863",0.259073866458376
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.457042010722258
"Q8N3J2_IDR_47_77",0.542957989277742
"Q8N3J3_IDR_1_444",0.4595853418414
"Q8N3J3_IDR_577_647",0.5404146581586
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.455669929749494
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.557224367364484
"Q8N3Z6_IDR_384_543",0.442775632635516
"Q8N412_IDR_1_162",0.498920438635015
"Q8N412_IDR_268_303",0.501079561364985
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.502319779589668
"Q8N441_IDR_403_446",0.497680220410332
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.534880507058307
"Q8N448_IDR_425_459",0.465119492941693
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.537366592115886
"Q8N4L4_IDR_63_309",0.462633407884114
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.533182546042988
"Q8N4N8_IDR_84_180",0.466817453957012
"Q8N4P6_IDR_1_53",0.50373208205187
"Q8N4P6_IDR_333_439",0.49626791794813
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.54446061512354
"Q8N4S9_IDR_368_436",0.45553938487646
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.356666109909338
"Q8N573_IDR_148_203",0.35047833479646
"Q8N573_IDR_1_67",0.311263053710668
"Q8N573_IDR_281_586",0.338258611492871
"Q8N587_IDR_1_45",0.519713389068256
"Q8N587_IDR_52_190",0.480286610931744
"Q8N594_IDR_169_234",0.501155888935404
"Q8N594_IDR_1_72",0.498844111064596
"Q8N5A5_IDR_270_367",0.346359342041521
"Q8N5A5_IDR_369_466",0.279159935359742
"Q8N5A5_IDR_64_126",0.374480722598737
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.493681764922241
"Q8N5C6_IDR_789_819",0.506318235077759
"Q8N5C7_IDR_1_33",0.524907417044785
"Q8N5C7_IDR_165_195",0.475092582955215
"Q8N5C8_IDR_48_533",0.560676668735386
"Q8N5C8_IDR_618_684",0.439323331264614
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.58856164832252
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.293621031484599
"Q8N5U6_IDR_406_501",0.399104903319743
"Q8N5U6_IDR_603_799",0.307274065195658
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.497467625886356
"Q8N5Y2_IDR_93_168",0.502532374113643
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.564670488423077
"Q8N612_IDR_835_915",0.435329511576923
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.510069762643993
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.505211049246322
"Q8N6P7_IDR_409_480",0.494788950753678
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.326369313488544
"Q8N6U8_IDR_350_455",0.347478423694726
"Q8N6U8_IDR_496_529",0.32615226281673
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.485775803376005
"Q8N7G0_IDR_264_328",0.332516111143905
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.541487860518251
"Q8N7P1_IDR_505_536",0.458512139481749
"Q8N7R1_IDR_1_139",0.485613628966454
"Q8N7R1_IDR_144_296",0.514386371033546
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.136852527256751
"Q8N7X0_IDR_1_41",0.137675547420055
"Q8N7X0_IDR_305_407",0.131819297518516
"Q8N7X0_IDR_524_627",0.176540937782898
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.486409394696262
"Q8N878_IDR_333_499",0.513590605303738
"Q8N883_IDR_552_585",0.539427251203217
"Q8N883_IDR_61_245",0.460572748796783
"Q8N895_IDR_1_308",0.342224238893643
"Q8N895_IDR_372_422",0.332653349695989
"Q8N895_IDR_480_718",0.325122411410368
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.500273287100604
"Q8N8E2_IDR_479_541",0.499726712899396
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.498400306542085
"Q8N8G2_IDR_20_76",0.501599693457915
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.48554921553575
"Q8N8R5_IDR_204_247",0.51445078446425
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.515819669871718
"Q8N8U3_IDR_397_427",0.484180330128282
"Q8N8V4_IDR_157_233",0.450008520641293
"Q8N8V4_IDR_237_343",0.549991479358706
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.504014996337708
"Q8N8Z6_IDR_416_715",0.495985003662292
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.314705769323471
"Q8N9B5_IDR_940_988",0.36270909384807
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.522196837498613
"Q8N9I0_IDR_88_138",0.477803162501387
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.497736444246231
"Q8N9K5_IDR_1_36",0.502263555753769
"Q8N9L1_IDR_1_63",0.4942548800525
"Q8N9L1_IDR_277_334",0.5057451199475
"Q8N9M1_IDR_107_422",0.47848568129007
"Q8N9M1_IDR_1_49",0.52151431870993
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.353712493878038
"Q8N9N5_IDR_1_47",0.329417109966115
"Q8N9N5_IDR_321_374",0.316870396155847
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.51483230755588
"Q8N9R8_IDR_377_411",0.48516769244412
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.497905276229204
"Q8N9Z0_IDR_77_172",1
"Q8N9Z2_IDR_1_54",0.507454939847239
