"","GO0005615_extracellular_space"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.454149491537511
"Q8N196_IDR_235_739",0.545850508462489
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.657059129038212
"Q8N1C3_IDR_361_403",0.342940870961788
"Q8N1F8_IDR_334_534",0.494823534350888
"Q8N1F8_IDR_723_773",0.505176465649112
"Q8N1G0_IDR_1158_1198",0.19043398988495
"Q8N1G0_IDR_1_85",0.189722818029083
"Q8N1G0_IDR_608_672",0.239727283803479
"Q8N1G0_IDR_861_1155",0.173869039743229
"Q8N1G0_IDR_87_504",0.206246868539259
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.700970632311421
"Q8N228_IDR_1_90",0.545930065246513
"Q8N228_IDR_210_341",0.454069934753487
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.517886151661339
"Q8N2C3_IDR_165_214",0.482113848338661
"Q8N2C7_IDR_1300_1451",0.0998129495479152
"Q8N2C7_IDR_1507_1554",0.095073172671028
"Q8N2C7_IDR_1770_1837",0.100089353326692
"Q8N2C7_IDR_241_322",0.106764987823612
"Q8N2C7_IDR_2428_2474",0.104760930651603
"Q8N2C7_IDR_2755_2786",0.101477142617439
"Q8N2C7_IDR_2912_3214",0.0976630142190884
"Q8N2C7_IDR_363_584",0.0993859149121472
"Q8N2C7_IDR_693_781",0.0924703769720335
"Q8N2C7_IDR_963_1171",0.102502157258442
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.257424964342747
"Q8N302_IDR_522_621",0.312108845907362
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.527907275077204
"Q8N309_IDR_506_549",0.472092724922796
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.333250333721703
"Q8N344_IDR_348_473",0.352045707255943
"Q8N344_IDR_97_194",0.314703959022354
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.302371149150608
"Q8N365_IDR_198_243",0.322591818839249
"Q8N365_IDR_300_385",0.375037032010143
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.337947033106894
"Q8N392_IDR_19_78",0.332696251817997
"Q8N392_IDR_538_572",0.329356715075109
"Q8N393_IDR_63_241",0.504174799363801
"Q8N3C7_IDR_352_480",0.306107051277985
"Q8N3C7_IDR_556_618",0.31793887336226
"Q8N3D4_IDR_1081_1132",0.255415137155903
"Q8N3D4_IDR_1138_1370",0.246078959004197
"Q8N3D4_IDR_120_150",0.249989803614761
"Q8N3D4_IDR_161_1074",0.248516100225138
"Q8N3E9_IDR_1_55",0.531046556302146
"Q8N3E9_IDR_486_519",0.468953443697854
"Q8N3F8_IDR_111_159",0.336935234926506
"Q8N3F8_IDR_219_677",0.344403563659681
"Q8N3F8_IDR_821_863",0.318661201413812
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.468231303458835
"Q8N3J2_IDR_47_77",0.531768696541165
"Q8N3J3_IDR_1_444",0.459432005875055
"Q8N3J3_IDR_577_647",0.540567994124945
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.461933793561871
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.521785985984937
"Q8N3Z6_IDR_384_543",0.478214014015063
"Q8N412_IDR_1_162",0.502748895635458
"Q8N412_IDR_268_303",0.497251104364542
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.579616101428531
"Q8N441_IDR_403_446",0.420383898571469
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.501088294461351
"Q8N448_IDR_425_459",0.498911705538648
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.525136040717876
"Q8N4L4_IDR_63_309",0.474863959282124
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.479845140856374
"Q8N4N8_IDR_84_180",0.520154859143626
"Q8N4P6_IDR_1_53",0.511745726621508
"Q8N4P6_IDR_333_439",0.488254273378492
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.48672903768693
"Q8N4S9_IDR_368_436",0.51327096231307
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.360445255830103
"Q8N573_IDR_148_203",0.335116163701557
"Q8N573_IDR_1_67",0.355537030989935
"Q8N573_IDR_281_586",0.309346805308508
"Q8N587_IDR_1_45",0.500222771521875
"Q8N587_IDR_52_190",0.499777228478125
"Q8N594_IDR_169_234",0.480245960786642
"Q8N594_IDR_1_72",0.519754039213358
"Q8N5A5_IDR_270_367",0.34651852434217
"Q8N5A5_IDR_369_466",0.342222319629171
"Q8N5A5_IDR_64_126",0.311259156028659
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.458033413680003
"Q8N5C6_IDR_789_819",0.541966586319997
"Q8N5C7_IDR_1_33",0.516194770117841
"Q8N5C7_IDR_165_195",0.483805229882159
"Q8N5C8_IDR_48_533",0.540722274732864
"Q8N5C8_IDR_618_684",0.459277725267136
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.497385342374424
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.316582276611718
"Q8N5U6_IDR_406_501",0.341373836538968
"Q8N5U6_IDR_603_799",0.342043886849313
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.53906824796375
"Q8N5Y2_IDR_93_168",0.46093175203625
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.491194787307382
"Q8N612_IDR_835_915",0.508805212692618
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.512513328310432
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.512898994442237
"Q8N6P7_IDR_409_480",0.487101005557763
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.331487566725281
"Q8N6U8_IDR_350_455",0.335456664109595
"Q8N6U8_IDR_496_529",0.333055769165124
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.478015632990248
"Q8N7G0_IDR_264_328",0.338071669881912
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.554881540543035
"Q8N7P1_IDR_505_536",0.445118459456965
"Q8N7R1_IDR_1_139",0.599876530083711
"Q8N7R1_IDR_144_296",0.400123469916289
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.130417357916341
"Q8N7X0_IDR_1_41",0.127344971531538
"Q8N7X0_IDR_305_407",0.112734175309642
"Q8N7X0_IDR_524_627",0.251707221615312
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.532546842353488
"Q8N878_IDR_333_499",0.467453157646512
"Q8N883_IDR_552_585",0.510503966226823
"Q8N883_IDR_61_245",0.489496033773177
"Q8N895_IDR_1_308",0.390919276928269
"Q8N895_IDR_372_422",0.307668383537113
"Q8N895_IDR_480_718",0.301412339534618
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.519852923501173
"Q8N8E2_IDR_479_541",0.480147076498827
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.507580343143518
"Q8N8G2_IDR_20_76",0.492419656856482
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.655545125040703
"Q8N8R5_IDR_204_247",0.344454874959297
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.514708263805357
"Q8N8U3_IDR_397_427",0.485291736194643
"Q8N8V4_IDR_157_233",0.516232797677651
"Q8N8V4_IDR_237_343",0.483767202322349
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.452469603900402
"Q8N8Z6_IDR_416_715",0.547530396099598
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.31715895836408
"Q8N9B5_IDR_940_988",0.321246768116184
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.548599354288167
"Q8N9I0_IDR_88_138",0.451400645711833
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.492589946513505
"Q8N9K5_IDR_1_36",0.507410053486495
"Q8N9L1_IDR_1_63",0.512600863221847
"Q8N9L1_IDR_277_334",0.487399136778153
"Q8N9M1_IDR_107_422",0.436240538708467
"Q8N9M1_IDR_1_49",0.563759461291533
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.336673900397067
"Q8N9N5_IDR_1_47",0.325001603924323
"Q8N9N5_IDR_321_374",0.33832449567861
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.503209734306087
"Q8N9R8_IDR_377_411",0.496790265693913
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.478070023157949
"Q8N9Z0_IDR_77_172",1
