"","GO0022804_active_transmembrane_transporter_activity"
"Q8N137_IDR_442_797",0.333948159809899
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.511995024052969
"Q8N196_IDR_235_739",0.488004975947031
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.547088350181944
"Q8N1C3_IDR_361_403",0.452911649818056
"Q8N1F8_IDR_334_534",0.495508975549505
"Q8N1F8_IDR_723_773",0.504491024450495
"Q8N1G0_IDR_1158_1198",0.194971953103928
"Q8N1G0_IDR_1_85",0.254917389413691
"Q8N1G0_IDR_608_672",0.194398037949665
"Q8N1G0_IDR_861_1155",0.184323433448209
"Q8N1G0_IDR_87_504",0.171389186084506
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.485119108288302
"Q8N228_IDR_1_90",0.522772470059229
"Q8N228_IDR_210_341",0.477227529940771
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.44595452083303
"Q8N2C3_IDR_165_214",0.55404547916697
"Q8N2C7_IDR_1300_1451",0.105792805349392
"Q8N2C7_IDR_1507_1554",0.10327753087083
"Q8N2C7_IDR_1770_1837",0.10591625635376
"Q8N2C7_IDR_241_322",0.0971956617933008
"Q8N2C7_IDR_2428_2474",0.108698859821204
"Q8N2C7_IDR_2755_2786",0.0977684809615753
"Q8N2C7_IDR_2912_3214",0.0922785226567956
"Q8N2C7_IDR_363_584",0.097256181910326
"Q8N2C7_IDR_693_781",0.0969338552236495
"Q8N2C7_IDR_963_1171",0.0948818450591672
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.339808429303613
"Q8N302_IDR_522_621",0.317176063700026
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.537620377649006
"Q8N309_IDR_506_549",0.462379622350994
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.338244023764455
"Q8N344_IDR_348_473",0.301564618233512
"Q8N344_IDR_97_194",0.360191358002033
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.342877497703012
"Q8N365_IDR_198_243",0.330436533995653
"Q8N365_IDR_300_385",0.326685968301335
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.3873281261672
"Q8N392_IDR_19_78",0.32069016119734
"Q8N392_IDR_538_572",0.291981712635459
"Q8N393_IDR_63_241",0.502616859658214
"Q8N3C7_IDR_352_480",0.317904226158548
"Q8N3C7_IDR_556_618",0.317963048966623
"Q8N3D4_IDR_1081_1132",0.274532047629533
"Q8N3D4_IDR_1138_1370",0.248142858738028
"Q8N3D4_IDR_120_150",0.251705778068948
"Q8N3D4_IDR_161_1074",0.225619315563491
"Q8N3E9_IDR_1_55",0.46640950099562
"Q8N3E9_IDR_486_519",0.53359049900438
"Q8N3F8_IDR_111_159",0.35441491941296
"Q8N3F8_IDR_219_677",0.303122358899594
"Q8N3F8_IDR_821_863",0.342462721687445
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.480832103067469
"Q8N3J2_IDR_47_77",0.519167896932531
"Q8N3J3_IDR_1_444",0.417277044924378
"Q8N3J3_IDR_577_647",0.582722955075621
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.554620959041655
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.593258291966598
"Q8N3Z6_IDR_384_543",0.406741708033402
"Q8N412_IDR_1_162",0.488596626975406
"Q8N412_IDR_268_303",0.511403373024594
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.508426380578976
"Q8N441_IDR_403_446",0.491573619421024
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.557412131190595
"Q8N448_IDR_425_459",0.442587868809405
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.534644980483151
"Q8N4L4_IDR_63_309",0.465355019516849
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.544881727415367
"Q8N4N8_IDR_84_180",0.455118272584633
"Q8N4P6_IDR_1_53",0.501699725793619
"Q8N4P6_IDR_333_439",0.498300274206381
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.512945212758589
"Q8N4S9_IDR_368_436",0.487054787241411
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.346976520883268
"Q8N573_IDR_148_203",0.310531746084016
"Q8N573_IDR_1_67",0.317167671097425
"Q8N573_IDR_281_586",0.372300582818558
"Q8N587_IDR_1_45",0.495074456591615
"Q8N587_IDR_52_190",0.504925543408384
"Q8N594_IDR_169_234",0.545417803625225
"Q8N594_IDR_1_72",0.454582196374775
"Q8N5A5_IDR_270_367",0.362581627101957
"Q8N5A5_IDR_369_466",0.296985985005466
"Q8N5A5_IDR_64_126",0.340432387892576
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.510107039330633
"Q8N5C6_IDR_789_819",0.489892960669368
"Q8N5C7_IDR_1_33",0.523348682003978
"Q8N5C7_IDR_165_195",0.476651317996022
"Q8N5C8_IDR_48_533",0.468954407315307
"Q8N5C8_IDR_618_684",0.531045592684693
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.504495244817878
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.299680735883647
"Q8N5U6_IDR_406_501",0.372944496106732
"Q8N5U6_IDR_603_799",0.327374768009622
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.466733160356866
"Q8N5Y2_IDR_93_168",0.533266839643134
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.516428468063601
"Q8N612_IDR_835_915",0.483571531936399
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.561634393979626
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.459010877428574
"Q8N6P7_IDR_409_480",0.540989122571426
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.3277569397769
"Q8N6U8_IDR_350_455",0.342451416307412
"Q8N6U8_IDR_496_529",0.329791643915688
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.478418538391256
"Q8N7G0_IDR_264_328",0.3275465643872
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.506350532111888
"Q8N7P1_IDR_505_536",0.493649467888112
"Q8N7R1_IDR_1_139",0.465852793656915
"Q8N7R1_IDR_144_296",0.534147206343085
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.139699067790007
"Q8N7X0_IDR_1_41",0.133299424056214
"Q8N7X0_IDR_305_407",0.133896335053186
"Q8N7X0_IDR_524_627",0.186563985588323
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.489275118277747
"Q8N878_IDR_333_499",0.510724881722253
"Q8N883_IDR_552_585",0.476691484666719
"Q8N883_IDR_61_245",0.523308515333281
"Q8N895_IDR_1_308",0.308540034655529
"Q8N895_IDR_372_422",0.333278683569797
"Q8N895_IDR_480_718",0.358181281774674
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.496872964997915
"Q8N8E2_IDR_479_541",0.503127035002085
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.463904896356761
"Q8N8G2_IDR_20_76",0.53609510364324
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.436798338622272
"Q8N8R5_IDR_204_247",0.563201661377728
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.481676434380887
"Q8N8U3_IDR_397_427",0.518323565619113
"Q8N8V4_IDR_157_233",0.446606313698487
"Q8N8V4_IDR_237_343",0.553393686301513
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.455476531358155
"Q8N8Z6_IDR_416_715",0.544523468641845
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.313778026079465
"Q8N9B5_IDR_940_988",0.384343522359965
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.515833943496677
"Q8N9I0_IDR_88_138",0.484166056503323
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.522489434510304
"Q8N9K5_IDR_1_36",0.477510565489696
"Q8N9L1_IDR_1_63",0.489939037029896
"Q8N9L1_IDR_277_334",0.510060962970104
"Q8N9M1_IDR_107_422",0.500290616219585
"Q8N9M1_IDR_1_49",0.499709383780415
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.348033840106586
"Q8N9N5_IDR_1_47",0.359555571323461
"Q8N9N5_IDR_321_374",0.292410588569954
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.499052784176196
"Q8N9R8_IDR_377_411",0.500947215823804
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.486914080293877
"Q8N9Z0_IDR_77_172",1
