"","GO0006281_DNA_repair"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.519468077890808
"Q8N196_IDR_235_739",0.480531922109193
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.450011783419431
"Q8N1C3_IDR_361_403",0.549988216580569
"Q8N1F8_IDR_334_534",0.5914377278795
"Q8N1F8_IDR_723_773",0.4085622721205
"Q8N1G0_IDR_1158_1198",0.233380186282532
"Q8N1G0_IDR_1_85",0.176880262634174
"Q8N1G0_IDR_608_672",0.172086232884144
"Q8N1G0_IDR_861_1155",0.249038000053943
"Q8N1G0_IDR_87_504",0.168615318145206
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.477719498620245
"Q8N228_IDR_1_90",0.541483209718346
"Q8N228_IDR_210_341",0.458516790281654
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.481206000075186
"Q8N2C3_IDR_165_214",0.518793999924813
"Q8N2C7_IDR_1300_1451",0.105338864477723
"Q8N2C7_IDR_1507_1554",0.11146295147881
"Q8N2C7_IDR_1770_1837",0.0901953379147591
"Q8N2C7_IDR_241_322",0.093794149361343
"Q8N2C7_IDR_2428_2474",0.090303827993509
"Q8N2C7_IDR_2755_2786",0.0910888793408044
"Q8N2C7_IDR_2912_3214",0.120154656382706
"Q8N2C7_IDR_363_584",0.101155942563135
"Q8N2C7_IDR_693_781",0.0939004627476118
"Q8N2C7_IDR_963_1171",0.102604927739599
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.608262508341992
"Q8N302_IDR_522_621",0.181903283500614
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.452552900842411
"Q8N309_IDR_506_549",0.547447099157589
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.318143807346501
"Q8N344_IDR_348_473",0.353150896517848
"Q8N344_IDR_97_194",0.328705296135651
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.330687111390666
"Q8N365_IDR_198_243",0.362860483182558
"Q8N365_IDR_300_385",0.306452405426776
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.480035397676106
"Q8N392_IDR_19_78",0.270262319057734
"Q8N392_IDR_538_572",0.24970228326616
"Q8N393_IDR_63_241",0.496489844754173
"Q8N3C7_IDR_352_480",0.32971840326817
"Q8N3C7_IDR_556_618",0.337153169579745
"Q8N3D4_IDR_1081_1132",0.219609342249576
"Q8N3D4_IDR_1138_1370",0.32250638372893
"Q8N3D4_IDR_120_150",0.219787628728843
"Q8N3D4_IDR_161_1074",0.238096645292651
"Q8N3E9_IDR_1_55",0.482062421594547
"Q8N3E9_IDR_486_519",0.517937578405453
"Q8N3F8_IDR_111_159",0.270632871459023
"Q8N3F8_IDR_219_677",0.40892114643139
"Q8N3F8_IDR_821_863",0.320445982109587
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.609609106726703
"Q8N3J2_IDR_47_77",0.390390893273297
"Q8N3J3_IDR_1_444",0.478670385413633
"Q8N3J3_IDR_577_647",0.521329614586367
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.495705868761367
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.520426728316159
"Q8N3Z6_IDR_384_543",0.479573271683841
"Q8N412_IDR_1_162",0.48266723512857
"Q8N412_IDR_268_303",0.51733276487143
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.494566885891814
"Q8N441_IDR_403_446",0.505433114108186
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.504322288072698
"Q8N448_IDR_425_459",0.495677711927302
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.512091216050752
"Q8N4L4_IDR_63_309",0.487908783949248
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.488707064535716
"Q8N4N8_IDR_84_180",0.511292935464284
"Q8N4P6_IDR_1_53",0.49681140284649
"Q8N4P6_IDR_333_439",0.50318859715351
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.49139346397522
"Q8N4S9_IDR_368_436",0.50860653602478
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.334712079959444
"Q8N573_IDR_148_203",0.292552900572294
"Q8N573_IDR_1_67",0.402192230321804
"Q8N573_IDR_281_586",0.305254869105902
"Q8N587_IDR_1_45",0.500928874046636
"Q8N587_IDR_52_190",0.499071125953364
"Q8N594_IDR_169_234",0.516696615557817
"Q8N594_IDR_1_72",0.483303384442183
"Q8N5A5_IDR_270_367",0.29518060417492
"Q8N5A5_IDR_369_466",0.384967979247063
"Q8N5A5_IDR_64_126",0.319851416578016
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.558306516010542
"Q8N5C6_IDR_789_819",0.441693483989458
"Q8N5C7_IDR_1_33",0.407643026357779
"Q8N5C7_IDR_165_195",0.592356973642221
"Q8N5C8_IDR_48_533",0.485139725795589
"Q8N5C8_IDR_618_684",0.514860274204411
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.500915189929663
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.30541231783556
"Q8N5U6_IDR_406_501",0.36683327977409
"Q8N5U6_IDR_603_799",0.327754402390349
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.473053091465884
"Q8N5Y2_IDR_93_168",0.526946908534116
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.531458962446777
"Q8N612_IDR_835_915",0.468541037553223
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.515478233021164
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.491821122670759
"Q8N6P7_IDR_409_480",0.508178877329241
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.331776517396938
"Q8N6U8_IDR_350_455",0.334633323577414
"Q8N6U8_IDR_496_529",0.333590159025647
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.500675793618138
"Q8N7G0_IDR_264_328",0.340025521679493
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.498654775985264
"Q8N7P1_IDR_505_536",0.501345224014736
"Q8N7R1_IDR_1_139",0.484638453364257
"Q8N7R1_IDR_144_296",0.515361546635743
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.152126471321314
"Q8N7X0_IDR_1_41",0.133861377799801
"Q8N7X0_IDR_305_407",0.143972770871358
"Q8N7X0_IDR_524_627",0.150498765252933
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.489910231733336
"Q8N878_IDR_333_499",0.510089768266664
"Q8N883_IDR_552_585",0.493979994900303
"Q8N883_IDR_61_245",0.506020005099697
"Q8N895_IDR_1_308",0.335039704676962
"Q8N895_IDR_372_422",0.331123714170809
"Q8N895_IDR_480_718",0.333836581152229
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.507187494935033
"Q8N8E2_IDR_479_541",0.492812505064967
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.479645367329005
"Q8N8G2_IDR_20_76",0.520354632670995
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.477898315712979
"Q8N8R5_IDR_204_247",0.522101684287021
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.50012620839161
"Q8N8U3_IDR_397_427",0.49987379160839
"Q8N8V4_IDR_157_233",0.486429356902405
"Q8N8V4_IDR_237_343",0.513570643097595
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.480087160004247
"Q8N8Z6_IDR_416_715",0.519912839995753
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.359390769739447
"Q8N9B5_IDR_940_988",0.324114223263918
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.413863365865763
"Q8N9I0_IDR_88_138",0.586136634134237
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.493574233149885
"Q8N9K5_IDR_1_36",0.506425766850115
"Q8N9L1_IDR_1_63",0.494756230321439
"Q8N9L1_IDR_277_334",0.505243769678561
"Q8N9M1_IDR_107_422",0.535605319820745
"Q8N9M1_IDR_1_49",0.464394680179255
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.295253205441789
"Q8N9N5_IDR_1_47",0.410188722227661
"Q8N9N5_IDR_321_374",0.29455807233055
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.492618215489132
"Q8N9R8_IDR_377_411",0.507381784510868
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.561879436976067
"Q8N9Z0_IDR_77_172",1
