"","GO0005654_nucleoplasm"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.519630519744575
"Q8N196_IDR_235_739",0.480369480255425
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.435333880274508
"Q8N1C3_IDR_361_403",0.564666119725492
"Q8N1F8_IDR_334_534",0.533942946935575
"Q8N1F8_IDR_723_773",0.466057053064425
"Q8N1G0_IDR_1158_1198",0.210175836776835
"Q8N1G0_IDR_1_85",0.218709797536441
"Q8N1G0_IDR_608_672",0.185876021346742
"Q8N1G0_IDR_861_1155",0.17504063149642
"Q8N1G0_IDR_87_504",0.210197712843562
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.482689031377418
"Q8N228_IDR_1_90",0.519139863590113
"Q8N228_IDR_210_341",0.480860136409887
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.506174079603637
"Q8N2C3_IDR_165_214",0.493825920396363
"Q8N2C7_IDR_1300_1451",0.0877991691110229
"Q8N2C7_IDR_1507_1554",0.102571540788185
"Q8N2C7_IDR_1770_1837",0.094955552477907
"Q8N2C7_IDR_241_322",0.0980918224601532
"Q8N2C7_IDR_2428_2474",0.0951033881253052
"Q8N2C7_IDR_2755_2786",0.0950970153177702
"Q8N2C7_IDR_2912_3214",0.112644262052434
"Q8N2C7_IDR_363_584",0.0973361260797949
"Q8N2C7_IDR_693_781",0.122262398409457
"Q8N2C7_IDR_963_1171",0.0941387251779705
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.397359106449794
"Q8N302_IDR_522_621",0.293503354932284
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.426343258757212
"Q8N309_IDR_506_549",0.573656741242788
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.312678568281528
"Q8N344_IDR_348_473",0.349441417175115
"Q8N344_IDR_97_194",0.337880014543357
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.328560885200163
"Q8N365_IDR_198_243",0.357639755663835
"Q8N365_IDR_300_385",0.313799359136002
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.363915351495632
"Q8N392_IDR_19_78",0.307585225183322
"Q8N392_IDR_538_572",0.328499423321047
"Q8N393_IDR_63_241",0.508622667906531
"Q8N3C7_IDR_352_480",0.350516475575253
"Q8N3C7_IDR_556_618",0.338785918469536
"Q8N3D4_IDR_1081_1132",0.230168561019092
"Q8N3D4_IDR_1138_1370",0.262257505187166
"Q8N3D4_IDR_120_150",0.217043228061564
"Q8N3D4_IDR_161_1074",0.290530705732177
"Q8N3E9_IDR_1_55",0.485481860891838
"Q8N3E9_IDR_486_519",0.514518139108162
"Q8N3F8_IDR_111_159",0.258849385737304
"Q8N3F8_IDR_219_677",0.465536222125948
"Q8N3F8_IDR_821_863",0.275614392136748
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.543636808165883
"Q8N3J2_IDR_47_77",0.456363191834117
"Q8N3J3_IDR_1_444",0.520427265977136
"Q8N3J3_IDR_577_647",0.479572734022864
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.484294731493832
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.475805440487329
"Q8N3Z6_IDR_384_543",0.524194559512671
"Q8N412_IDR_1_162",0.493762787594658
"Q8N412_IDR_268_303",0.506237212405342
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.498761515123518
"Q8N441_IDR_403_446",0.501238484876482
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.483655718261712
"Q8N448_IDR_425_459",0.516344281738288
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.545868342488773
"Q8N4L4_IDR_63_309",0.454131657511227
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.477826457433605
"Q8N4N8_IDR_84_180",0.522173542566395
"Q8N4P6_IDR_1_53",0.501512076322387
"Q8N4P6_IDR_333_439",0.498487923677613
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.495448438526516
"Q8N4S9_IDR_368_436",0.504551561473484
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.306650168778362
"Q8N573_IDR_148_203",0.310316728694964
"Q8N573_IDR_1_67",0.352547676290525
"Q8N573_IDR_281_586",0.337135595014511
"Q8N587_IDR_1_45",0.527879507554229
"Q8N587_IDR_52_190",0.472120492445771
"Q8N594_IDR_169_234",0.501723661594655
"Q8N594_IDR_1_72",0.498276338405345
"Q8N5A5_IDR_270_367",0.328681542654315
"Q8N5A5_IDR_369_466",0.32977948477092
"Q8N5A5_IDR_64_126",0.341538972574765
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.508672717198637
"Q8N5C6_IDR_789_819",0.491327282801363
"Q8N5C7_IDR_1_33",0.479562943913818
"Q8N5C7_IDR_165_195",0.520437056086182
"Q8N5C8_IDR_48_533",0.605356889287817
"Q8N5C8_IDR_618_684",0.394643110712183
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.490273969180158
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.341421272055286
"Q8N5U6_IDR_406_501",0.321837023099756
"Q8N5U6_IDR_603_799",0.336741704844958
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.482523349757268
"Q8N5Y2_IDR_93_168",0.517476650242732
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.583424189697005
"Q8N612_IDR_835_915",0.416575810302995
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.501527991595816
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.50820442978052
"Q8N6P7_IDR_409_480",0.49179557021948
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.324763385757037
"Q8N6U8_IDR_350_455",0.326046625274819
"Q8N6U8_IDR_496_529",0.349189988968144
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.515472347685515
"Q8N7G0_IDR_264_328",0.319921836897989
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.503318106866323
"Q8N7P1_IDR_505_536",0.496681893133678
"Q8N7R1_IDR_1_139",0.501436890836969
"Q8N7R1_IDR_144_296",0.498563109163031
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.136512180446277
"Q8N7X0_IDR_1_41",0.133666156533544
"Q8N7X0_IDR_305_407",0.142894769048196
"Q8N7X0_IDR_524_627",0.131538320251927
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.498882331670344
"Q8N878_IDR_333_499",0.501117668329656
"Q8N883_IDR_552_585",0.495301754194335
"Q8N883_IDR_61_245",0.504698245805665
"Q8N895_IDR_1_308",0.33073892094561
"Q8N895_IDR_372_422",0.340927642827575
"Q8N895_IDR_480_718",0.328333436226815
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.463457253940185
"Q8N8E2_IDR_479_541",0.536542746059815
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.502262336866831
"Q8N8G2_IDR_20_76",0.497737663133169
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.51405858443342
"Q8N8R5_IDR_204_247",0.48594141556658
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.48704069703228
"Q8N8U3_IDR_397_427",0.51295930296772
"Q8N8V4_IDR_157_233",0.464363278035414
"Q8N8V4_IDR_237_343",0.535636721964586
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.486380927152292
"Q8N8Z6_IDR_416_715",0.513619072847708
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.472672937077459
"Q8N9B5_IDR_940_988",0.239487454707234
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.453194831539651
"Q8N9I0_IDR_88_138",0.546805168460349
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.497518951924204
"Q8N9K5_IDR_1_36",0.502481048075796
"Q8N9L1_IDR_1_63",0.495106245661938
"Q8N9L1_IDR_277_334",0.504893754338062
"Q8N9M1_IDR_107_422",0.557768866729447
"Q8N9M1_IDR_1_49",0.442231133270553
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.304065442508695
"Q8N9N5_IDR_1_47",0.366788405127536
"Q8N9N5_IDR_321_374",0.329146152363768
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.494979832969552
"Q8N9R8_IDR_377_411",0.505020167030448
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.530711420183946
"Q8N9Z0_IDR_77_172",1
