"","GO0000785_chromatin"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.531143761105384
"Q8N196_IDR_235_739",0.468856238894616
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.459673755779312
"Q8N1C3_IDR_361_403",0.540326244220688
"Q8N1F8_IDR_334_534",0.549655553791851
"Q8N1F8_IDR_723_773",0.450344446208149
"Q8N1G0_IDR_1158_1198",0.203035946116312
"Q8N1G0_IDR_1_85",0.196178579804822
"Q8N1G0_IDR_608_672",0.183522639014481
"Q8N1G0_IDR_861_1155",0.209362983662477
"Q8N1G0_IDR_87_504",0.207899851401907
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.473719468331345
"Q8N228_IDR_1_90",0.516667989585212
"Q8N228_IDR_210_341",0.483332010414788
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.471456142267652
"Q8N2C3_IDR_165_214",0.528543857732348
"Q8N2C7_IDR_1300_1451",0.0970237733125592
"Q8N2C7_IDR_1507_1554",0.10906155299507
"Q8N2C7_IDR_1770_1837",0.0980623182289451
"Q8N2C7_IDR_241_322",0.0960665051810199
"Q8N2C7_IDR_2428_2474",0.0986760579881798
"Q8N2C7_IDR_2755_2786",0.0974652297103844
"Q8N2C7_IDR_2912_3214",0.105254222121306
"Q8N2C7_IDR_363_584",0.0991135326144286
"Q8N2C7_IDR_693_781",0.102015681871529
"Q8N2C7_IDR_963_1171",0.097261125976578
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.407148506464051
"Q8N302_IDR_522_621",0.301460853481349
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.46085349754354
"Q8N309_IDR_506_549",0.53914650245646
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.311984240166113
"Q8N344_IDR_348_473",0.308430262753909
"Q8N344_IDR_97_194",0.379585497079978
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.329036930992336
"Q8N365_IDR_198_243",0.340674562018301
"Q8N365_IDR_300_385",0.330288506989363
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.363195172109696
"Q8N392_IDR_19_78",0.30696190160439
"Q8N392_IDR_538_572",0.329842926285914
"Q8N393_IDR_63_241",0.489474014803356
"Q8N3C7_IDR_352_480",0.348741242714899
"Q8N3C7_IDR_556_618",0.31655709844877
"Q8N3D4_IDR_1081_1132",0.219576312636725
"Q8N3D4_IDR_1138_1370",0.249181489909822
"Q8N3D4_IDR_120_150",0.222197070541042
"Q8N3D4_IDR_161_1074",0.309045126912412
"Q8N3E9_IDR_1_55",0.458704151819245
"Q8N3E9_IDR_486_519",0.541295848180755
"Q8N3F8_IDR_111_159",0.266589080819988
"Q8N3F8_IDR_219_677",0.444344415806169
"Q8N3F8_IDR_821_863",0.289066503373842
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.540739572739211
"Q8N3J2_IDR_47_77",0.459260427260789
"Q8N3J3_IDR_1_444",0.473375375252328
"Q8N3J3_IDR_577_647",0.526624624747672
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.488790848713276
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.485625087709666
"Q8N3Z6_IDR_384_543",0.514374912290334
"Q8N412_IDR_1_162",0.484844129670065
"Q8N412_IDR_268_303",0.515155870329935
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.480825903206803
"Q8N441_IDR_403_446",0.519174096793197
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.511289675325626
"Q8N448_IDR_425_459",0.488710324674374
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.501774377280213
"Q8N4L4_IDR_63_309",0.498225622719787
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.478639553353653
"Q8N4N8_IDR_84_180",0.521360446646347
"Q8N4P6_IDR_1_53",0.45987420644706
"Q8N4P6_IDR_333_439",0.54012579355294
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.47238363342244
"Q8N4S9_IDR_368_436",0.52761636657756
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.327843184987922
"Q8N573_IDR_148_203",0.320813408129722
"Q8N573_IDR_1_67",0.338032525651691
"Q8N573_IDR_281_586",0.341154066218587
"Q8N587_IDR_1_45",0.512392318308998
"Q8N587_IDR_52_190",0.487607681691002
"Q8N594_IDR_169_234",0.535149690407374
"Q8N594_IDR_1_72",0.464850309592626
"Q8N5A5_IDR_270_367",0.3012071696562
"Q8N5A5_IDR_369_466",0.349304117774308
"Q8N5A5_IDR_64_126",0.349488712569491
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.532236552035225
"Q8N5C6_IDR_789_819",0.467763447964775
"Q8N5C7_IDR_1_33",0.458669458943285
"Q8N5C7_IDR_165_195",0.541330541056715
"Q8N5C8_IDR_48_533",0.482677231737971
"Q8N5C8_IDR_618_684",0.517322768262029
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.49412355357682
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.323005708864235
"Q8N5U6_IDR_406_501",0.354922282229321
"Q8N5U6_IDR_603_799",0.322072008906444
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.424932763726693
"Q8N5Y2_IDR_93_168",0.575067236273307
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.527039129082779
"Q8N612_IDR_835_915",0.472960870917221
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.515527333993387
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.490528482055983
"Q8N6P7_IDR_409_480",0.509471517944017
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.331564974461651
"Q8N6U8_IDR_350_455",0.312630097380008
"Q8N6U8_IDR_496_529",0.355804928158341
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.502159447721727
"Q8N7G0_IDR_264_328",0.333179086755409
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.493440470180287
"Q8N7P1_IDR_505_536",0.506559529819713
"Q8N7R1_IDR_1_139",0.48669437659501
"Q8N7R1_IDR_144_296",0.51330562340499
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.139332098624046
"Q8N7X0_IDR_1_41",0.138347981884842
"Q8N7X0_IDR_305_407",0.146004975551681
"Q8N7X0_IDR_524_627",0.14026779830108
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.475055973270611
"Q8N878_IDR_333_499",0.524944026729389
"Q8N883_IDR_552_585",0.509482152634782
"Q8N883_IDR_61_245",0.490517847365218
"Q8N895_IDR_1_308",0.32851920331756
"Q8N895_IDR_372_422",0.340842711040938
"Q8N895_IDR_480_718",0.330638085641502
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.494978627739685
"Q8N8E2_IDR_479_541",0.505021372260315
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.479418506548731
"Q8N8G2_IDR_20_76",0.520581493451269
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.499405714920032
"Q8N8R5_IDR_204_247",0.500594285079968
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.511778101286657
"Q8N8U3_IDR_397_427",0.488221898713343
"Q8N8V4_IDR_157_233",0.46034607459746
"Q8N8V4_IDR_237_343",0.53965392540254
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.508931950767777
"Q8N8Z6_IDR_416_715",0.491068049232223
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.365532332139686
"Q8N9B5_IDR_940_988",0.304205502714885
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.438686284359276
"Q8N9I0_IDR_88_138",0.561313715640724
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.488002088681398
"Q8N9K5_IDR_1_36",0.511997911318602
"Q8N9L1_IDR_1_63",0.493448045930524
"Q8N9L1_IDR_277_334",0.506551954069476
"Q8N9M1_IDR_107_422",0.622243245620537
"Q8N9M1_IDR_1_49",0.377756754379463
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.325022678337613
"Q8N9N5_IDR_1_47",0.36280288984672
"Q8N9N5_IDR_321_374",0.312174431815668
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.500779007916812
"Q8N9R8_IDR_377_411",0.499220992083188
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.526653833238221
"Q8N9Z0_IDR_77_172",1
