"","GO0022613_ribonucleoprotein_complex_biogenesis"
"Q8N137_IDR_442_797",0.330295120986379
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.551924334697282
"Q8N196_IDR_235_739",0.448075665302718
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.487348859125811
"Q8N1C3_IDR_361_403",0.51265114087419
"Q8N1F8_IDR_334_534",0.571743669653932
"Q8N1F8_IDR_723_773",0.428256330346068
"Q8N1G0_IDR_1158_1198",0.19509971725077
"Q8N1G0_IDR_1_85",0.187536102724388
"Q8N1G0_IDR_608_672",0.167672639461362
"Q8N1G0_IDR_861_1155",0.278695999885229
"Q8N1G0_IDR_87_504",0.170995540678252
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.489478897860091
"Q8N228_IDR_1_90",0.522079699598842
"Q8N228_IDR_210_341",0.477920300401158
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.467153690831529
"Q8N2C3_IDR_165_214",0.532846309168471
"Q8N2C7_IDR_1300_1451",0.100209043030388
"Q8N2C7_IDR_1507_1554",0.116912096498068
"Q8N2C7_IDR_1770_1837",0.0963954692027124
"Q8N2C7_IDR_241_322",0.0887592718212232
"Q8N2C7_IDR_2428_2474",0.0947128863264876
"Q8N2C7_IDR_2755_2786",0.0942145699400355
"Q8N2C7_IDR_2912_3214",0.0914942125276114
"Q8N2C7_IDR_363_584",0.101292051403692
"Q8N2C7_IDR_693_781",0.109287604658325
"Q8N2C7_IDR_963_1171",0.106722794591457
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.438490522697682
"Q8N302_IDR_522_621",0.291302988864612
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.351735802630921
"Q8N309_IDR_506_549",0.648264197369079
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.331118378166688
"Q8N344_IDR_348_473",0.318292151789512
"Q8N344_IDR_97_194",0.3505894700438
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.336753392225698
"Q8N365_IDR_198_243",0.342952720607946
"Q8N365_IDR_300_385",0.320293887166357
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.368990888262002
"Q8N392_IDR_19_78",0.281229680498368
"Q8N392_IDR_538_572",0.34977943123963
"Q8N393_IDR_63_241",0.485244624954317
"Q8N3C7_IDR_352_480",0.319252918672434
"Q8N3C7_IDR_556_618",0.323921335906694
"Q8N3D4_IDR_1081_1132",0.253794412817123
"Q8N3D4_IDR_1138_1370",0.232183967163305
"Q8N3D4_IDR_120_150",0.240443703901126
"Q8N3D4_IDR_161_1074",0.273577916118446
"Q8N3E9_IDR_1_55",0.435445607530176
"Q8N3E9_IDR_486_519",0.564554392469824
"Q8N3F8_IDR_111_159",0.292508229319448
"Q8N3F8_IDR_219_677",0.278234043351454
"Q8N3F8_IDR_821_863",0.429257727329098
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.555551054691344
"Q8N3J2_IDR_47_77",0.444448945308656
"Q8N3J3_IDR_1_444",0.470289301031459
"Q8N3J3_IDR_577_647",0.529710698968541
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.481383324055269
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.322183545218268
"Q8N3Z6_IDR_384_543",0.677816454781732
"Q8N412_IDR_1_162",0.469914373565568
"Q8N412_IDR_268_303",0.530085626434432
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.497924844709049
"Q8N441_IDR_403_446",0.502075155290951
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.51139615213158
"Q8N448_IDR_425_459",0.48860384786842
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.488210062756414
"Q8N4L4_IDR_63_309",0.511789937243586
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.508240014160684
"Q8N4N8_IDR_84_180",0.491759985839316
"Q8N4P6_IDR_1_53",0.48455748620676
"Q8N4P6_IDR_333_439",0.51544251379324
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.47776218317493
"Q8N4S9_IDR_368_436",0.52223781682507
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.323749220331658
"Q8N573_IDR_148_203",0.304465571870431
"Q8N573_IDR_1_67",0.324539810862758
"Q8N573_IDR_281_586",0.370994617266811
"Q8N587_IDR_1_45",0.496554918721206
"Q8N587_IDR_52_190",0.503445081278794
"Q8N594_IDR_169_234",0.515500128027707
"Q8N594_IDR_1_72",0.484499871972293
"Q8N5A5_IDR_270_367",0.306773622687312
"Q8N5A5_IDR_369_466",0.340864664804767
"Q8N5A5_IDR_64_126",0.35236171250792
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.647902200147434
"Q8N5C6_IDR_789_819",0.352097799852566
"Q8N5C7_IDR_1_33",0.438354574261696
"Q8N5C7_IDR_165_195",0.561645425738304
"Q8N5C8_IDR_48_533",0.473310070148212
"Q8N5C8_IDR_618_684",0.526689929851788
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.497704106425132
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.327321638777594
"Q8N5U6_IDR_406_501",0.29918968105678
"Q8N5U6_IDR_603_799",0.373488680165625
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.394233388909263
"Q8N5Y2_IDR_93_168",0.605766611090737
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.500877509477803
"Q8N612_IDR_835_915",0.499122490522198
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.488647529116519
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.484121376193152
"Q8N6P7_IDR_409_480",0.515878623806848
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.323655618885149
"Q8N6U8_IDR_350_455",0.323701822371152
"Q8N6U8_IDR_496_529",0.3526425587437
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.509929355998879
"Q8N7G0_IDR_264_328",0.343035708686654
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.499954488382171
"Q8N7P1_IDR_505_536",0.500045511617829
"Q8N7R1_IDR_1_139",0.482963891054011
"Q8N7R1_IDR_144_296",0.517036108945989
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.128830745838567
"Q8N7X0_IDR_1_41",0.126074727815542
"Q8N7X0_IDR_305_407",0.163501488377221
"Q8N7X0_IDR_524_627",0.124407907454847
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.47939752182764
"Q8N878_IDR_333_499",0.52060247817236
"Q8N883_IDR_552_585",0.497343466770416
"Q8N883_IDR_61_245",0.502656533229584
"Q8N895_IDR_1_308",0.32804295364789
"Q8N895_IDR_372_422",0.322591076373723
"Q8N895_IDR_480_718",0.349365969978387
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.485412414137437
"Q8N8E2_IDR_479_541",0.514587585862563
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.471870546179161
"Q8N8G2_IDR_20_76",0.528129453820839
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.489751753420435
"Q8N8R5_IDR_204_247",0.510248246579565
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.511458296232916
"Q8N8U3_IDR_397_427",0.488541703767084
"Q8N8V4_IDR_157_233",0.380611711423677
"Q8N8V4_IDR_237_343",0.619388288576323
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.492776868116927
"Q8N8Z6_IDR_416_715",0.507223131883073
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.377415199326428
"Q8N9B5_IDR_940_988",0.324119612000269
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.330801504144829
"Q8N9I0_IDR_88_138",0.669198495855171
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.508945227982009
"Q8N9K5_IDR_1_36",0.491054772017991
"Q8N9L1_IDR_1_63",0.482148386451727
"Q8N9L1_IDR_277_334",0.517851613548273
"Q8N9M1_IDR_107_422",0.516847832430261
"Q8N9M1_IDR_1_49",0.483152167569739
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.319489051087922
"Q8N9N5_IDR_1_47",0.377880309523814
"Q8N9N5_IDR_321_374",0.302630639388264
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.494137647533444
"Q8N9R8_IDR_377_411",0.505862352466556
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.526789578568752
