"","GO0051648_vesicle_localization"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.484224716151876
"Q8N196_IDR_235_739",0.515775283848124
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.490030205333883
"Q8N1C3_IDR_361_403",0.509969794666117
"Q8N1F8_IDR_334_534",0.553269562992369
"Q8N1F8_IDR_723_773",0.446730437007631
"Q8N1G0_IDR_1158_1198",0.206147189600988
"Q8N1G0_IDR_1_85",0.210647559166146
"Q8N1G0_IDR_608_672",0.196066283267976
"Q8N1G0_IDR_861_1155",0.184535536385477
"Q8N1G0_IDR_87_504",0.202603431579413
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.491024300527607
"Q8N228_IDR_1_90",0.519725499484394
"Q8N228_IDR_210_341",0.480274500515606
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.445984533140884
"Q8N2C3_IDR_165_214",0.554015466859116
"Q8N2C7_IDR_1300_1451",0.0986354251969404
"Q8N2C7_IDR_1507_1554",0.100595514842891
"Q8N2C7_IDR_1770_1837",0.101787609114271
"Q8N2C7_IDR_241_322",0.0903197455947674
"Q8N2C7_IDR_2428_2474",0.0987640025929151
"Q8N2C7_IDR_2755_2786",0.101115029540268
"Q8N2C7_IDR_2912_3214",0.105515513657356
"Q8N2C7_IDR_363_584",0.100767787169866
"Q8N2C7_IDR_693_781",0.0949668746785722
"Q8N2C7_IDR_963_1171",0.107532497612153
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.35608399558138
"Q8N302_IDR_522_621",0.327139681383952
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.501831863703907
"Q8N309_IDR_506_549",0.498168136296093
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.353687882031578
"Q8N344_IDR_348_473",0.310392891912909
"Q8N344_IDR_97_194",0.335919226055514
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.336182895030001
"Q8N365_IDR_198_243",0.347537415918002
"Q8N365_IDR_300_385",0.316279689051997
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.368633442238358
"Q8N392_IDR_19_78",0.289120645491114
"Q8N392_IDR_538_572",0.342245912270528
"Q8N393_IDR_63_241",0.510313175570667
"Q8N3C7_IDR_352_480",0.343772436317804
"Q8N3C7_IDR_556_618",0.31749931992895
"Q8N3D4_IDR_1081_1132",0.24589689342122
"Q8N3D4_IDR_1138_1370",0.238217917309853
"Q8N3D4_IDR_120_150",0.243282431700349
"Q8N3D4_IDR_161_1074",0.272602757568578
"Q8N3E9_IDR_1_55",0.462926190159809
"Q8N3E9_IDR_486_519",0.537073809840191
"Q8N3F8_IDR_111_159",0.329419269983142
"Q8N3F8_IDR_219_677",0.313869852535052
"Q8N3F8_IDR_821_863",0.356710877481806
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.515395783165239
"Q8N3J2_IDR_47_77",0.484604216834761
"Q8N3J3_IDR_1_444",0.470117061561136
"Q8N3J3_IDR_577_647",0.529882938438864
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.485084427100159
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.513675165675043
"Q8N3Z6_IDR_384_543",0.486324834324957
"Q8N412_IDR_1_162",0.490602782870566
"Q8N412_IDR_268_303",0.509397217129434
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.514035332120115
"Q8N441_IDR_403_446",0.485964667879885
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.490809476937151
"Q8N448_IDR_425_459",0.509190523062849
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.517017518043561
"Q8N4L4_IDR_63_309",0.482982481956439
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.500886972522407
"Q8N4N8_IDR_84_180",0.499113027477593
"Q8N4P6_IDR_1_53",0.482291264602395
"Q8N4P6_IDR_333_439",0.517708735397606
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.471391063585136
"Q8N4S9_IDR_368_436",0.528608936414864
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.331877629998644
"Q8N573_IDR_148_203",0.304232965858716
"Q8N573_IDR_1_67",0.297047660537729
"Q8N573_IDR_281_586",0.398719373603556
"Q8N587_IDR_1_45",0.505141411889379
"Q8N587_IDR_52_190",0.494858588110621
"Q8N594_IDR_169_234",0.534841378939383
"Q8N594_IDR_1_72",0.465158621060617
"Q8N5A5_IDR_270_367",0.329888729848002
"Q8N5A5_IDR_369_466",0.315594838240643
"Q8N5A5_IDR_64_126",0.354516431911354
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.516751365847874
"Q8N5C6_IDR_789_819",0.483248634152126
"Q8N5C7_IDR_1_33",0.492334028521954
"Q8N5C7_IDR_165_195",0.507665971478046
"Q8N5C8_IDR_48_533",0.489185018723581
"Q8N5C8_IDR_618_684",0.510814981276419
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.509880227856569
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.310777735511362
"Q8N5U6_IDR_406_501",0.342928199272906
"Q8N5U6_IDR_603_799",0.346294065215731
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.445657621109525
"Q8N5Y2_IDR_93_168",0.554342378890476
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.490506229254329
"Q8N612_IDR_835_915",0.509493770745671
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.504670461262231
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.482549930961648
"Q8N6P7_IDR_409_480",0.517450069038352
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.317412665931685
"Q8N6U8_IDR_350_455",0.339056692987607
"Q8N6U8_IDR_496_529",0.343530641080708
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.501408862713116
"Q8N7G0_IDR_264_328",0.332459575306878
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.490125683584713
"Q8N7P1_IDR_505_536",0.509874316415287
"Q8N7R1_IDR_1_139",0.496609607287059
"Q8N7R1_IDR_144_296",0.503390392712941
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.137295087878815
"Q8N7X0_IDR_1_41",0.131229309232685
"Q8N7X0_IDR_305_407",0.155585458110825
"Q8N7X0_IDR_524_627",0.14418155178619
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.484799746168247
"Q8N878_IDR_333_499",0.515200253831753
"Q8N883_IDR_552_585",0.502034951462398
"Q8N883_IDR_61_245",0.497965048537602
"Q8N895_IDR_1_308",0.321136618426613
"Q8N895_IDR_372_422",0.335366207452962
"Q8N895_IDR_480_718",0.343497174120425
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.46848434906742
"Q8N8E2_IDR_479_541",0.53151565093258
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.495113483103719
"Q8N8G2_IDR_20_76",0.504886516896281
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.504176275897636
"Q8N8R5_IDR_204_247",0.495823724102364
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.545339811653399
"Q8N8U3_IDR_397_427",0.454660188346601
"Q8N8V4_IDR_157_233",0.453621165593556
"Q8N8V4_IDR_237_343",0.546378834406444
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.505686989966862
"Q8N8Z6_IDR_416_715",0.494313010033138
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.368567523716864
"Q8N9B5_IDR_940_988",0.328206202978918
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.482648070104022
"Q8N9I0_IDR_88_138",0.517351929895978
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.498088641071179
"Q8N9K5_IDR_1_36",0.501911358928821
"Q8N9L1_IDR_1_63",0.49353088285577
"Q8N9L1_IDR_277_334",0.50646911714423
"Q8N9M1_IDR_107_422",0.512822031675632
"Q8N9M1_IDR_1_49",0.487177968324368
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.335205197132517
"Q8N9N5_IDR_1_47",0.338233222663318
"Q8N9N5_IDR_321_374",0.326561580204164
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.502966701267023
"Q8N9R8_IDR_377_411",0.497033298732977
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.495291704022946
"Q8N9Z0_IDR_77_172",1
