"","GO0007155_cell_adhesion"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.489192738398302
"Q8N196_IDR_235_739",0.510807261601698
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.540726758647944
"Q8N1C3_IDR_361_403",0.459273241352056
"Q8N1F8_IDR_334_534",0.481483470009178
"Q8N1F8_IDR_723_773",0.518516529990822
"Q8N1G0_IDR_1158_1198",0.199541815839642
"Q8N1G0_IDR_1_85",0.199064699482124
"Q8N1G0_IDR_608_672",0.217892953891707
"Q8N1G0_IDR_861_1155",0.197187710613836
"Q8N1G0_IDR_87_504",0.186312820172691
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.516406835418999
"Q8N228_IDR_1_90",0.472350314180338
"Q8N228_IDR_210_341",0.527649685819662
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.505050395678313
"Q8N2C3_IDR_165_214",0.494949604321687
"Q8N2C7_IDR_1300_1451",0.108428970731942
"Q8N2C7_IDR_1507_1554",0.0977681551610548
"Q8N2C7_IDR_1770_1837",0.0950880072812005
"Q8N2C7_IDR_241_322",0.0957773237594515
"Q8N2C7_IDR_2428_2474",0.0950197617325311
"Q8N2C7_IDR_2755_2786",0.102546653233092
"Q8N2C7_IDR_2912_3214",0.10589966751591
"Q8N2C7_IDR_363_584",0.103899188985557
"Q8N2C7_IDR_693_781",0.0895544263782145
"Q8N2C7_IDR_963_1171",0.106017845221047
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.301158490588729
"Q8N302_IDR_522_621",0.26802016478313
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.492292350710296
"Q8N309_IDR_506_549",0.507707649289704
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.315838697704639
"Q8N344_IDR_348_473",0.331775362577047
"Q8N344_IDR_97_194",0.352385939718314
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.313194420995371
"Q8N365_IDR_198_243",0.345243799725815
"Q8N365_IDR_300_385",0.341561779278813
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.336125508323705
"Q8N392_IDR_19_78",0.349032611401551
"Q8N392_IDR_538_572",0.314841880274744
"Q8N393_IDR_63_241",0.482266944354009
"Q8N3C7_IDR_352_480",0.344690959600681
"Q8N3C7_IDR_556_618",0.34178240476653
"Q8N3D4_IDR_1081_1132",0.252740243296777
"Q8N3D4_IDR_1138_1370",0.256626817519856
"Q8N3D4_IDR_120_150",0.261909301338884
"Q8N3D4_IDR_161_1074",0.228723637844484
"Q8N3E9_IDR_1_55",0.513206373194398
"Q8N3E9_IDR_486_519",0.486793626805602
"Q8N3F8_IDR_111_159",0.343319447593409
"Q8N3F8_IDR_219_677",0.320823777972542
"Q8N3F8_IDR_821_863",0.335856774434048
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.466694514276402
"Q8N3J2_IDR_47_77",0.533305485723599
"Q8N3J3_IDR_1_444",0.49483480766547
"Q8N3J3_IDR_577_647",0.50516519233453
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.52612734431343
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.529276870708548
"Q8N3Z6_IDR_384_543",0.470723129291452
"Q8N412_IDR_1_162",0.552668496990035
"Q8N412_IDR_268_303",0.447331503009965
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.513530350603162
"Q8N441_IDR_403_446",0.486469649396838
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.503129496339545
"Q8N448_IDR_425_459",0.496870503660455
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.490463308457522
"Q8N4L4_IDR_63_309",0.509536691542478
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.503130976515472
"Q8N4N8_IDR_84_180",0.496869023484528
"Q8N4P6_IDR_1_53",0.508728822990979
"Q8N4P6_IDR_333_439",0.491271177009021
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.520271398289751
"Q8N4S9_IDR_368_436",0.479728601710249
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.336094892293329
"Q8N573_IDR_148_203",0.325282280997147
"Q8N573_IDR_1_67",0.346990455001083
"Q8N573_IDR_281_586",0.32772726400177
"Q8N587_IDR_1_45",0.505233475625738
"Q8N587_IDR_52_190",0.494766524374262
"Q8N594_IDR_169_234",0.48633164110602
"Q8N594_IDR_1_72",0.513668358893981
"Q8N5A5_IDR_270_367",0.341354415662201
"Q8N5A5_IDR_369_466",0.331607592314912
"Q8N5A5_IDR_64_126",0.327037992022887
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.474590556509022
"Q8N5C6_IDR_789_819",0.525409443490978
"Q8N5C7_IDR_1_33",0.488086330479927
"Q8N5C7_IDR_165_195",0.511913669520073
"Q8N5C8_IDR_48_533",0.543692126682471
"Q8N5C8_IDR_618_684",0.456307873317528
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.488520266278251
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.357801161552608
"Q8N5U6_IDR_406_501",0.331811475709481
"Q8N5U6_IDR_603_799",0.31038736273791
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.536068801025806
"Q8N5Y2_IDR_93_168",0.463931198974194
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.483163602420001
"Q8N612_IDR_835_915",0.516836397579999
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.482168604492292
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.545588317074557
"Q8N6P7_IDR_409_480",0.454411682925443
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.32031727836608
"Q8N6U8_IDR_350_455",0.361521672378527
"Q8N6U8_IDR_496_529",0.318161049255393
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.500966981485792
"Q8N7G0_IDR_264_328",0.340597750840119
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.50759905428992
"Q8N7P1_IDR_505_536",0.49240094571008
"Q8N7R1_IDR_1_139",0.546729463087361
"Q8N7R1_IDR_144_296",0.453270536912639
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.141757510153691
"Q8N7X0_IDR_1_41",0.136855093746849
"Q8N7X0_IDR_305_407",0.140820578000599
"Q8N7X0_IDR_524_627",0.176042493774507
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.513555811340517
"Q8N878_IDR_333_499",0.486444188659483
"Q8N883_IDR_552_585",0.501784062808598
"Q8N883_IDR_61_245",0.498215937191402
"Q8N895_IDR_1_308",0.357208250252734
"Q8N895_IDR_372_422",0.324572426279152
"Q8N895_IDR_480_718",0.318219323468114
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.509242657995916
"Q8N8E2_IDR_479_541",0.490757342004084
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.554501997102341
"Q8N8G2_IDR_20_76",0.445498002897659
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.492988293650205
"Q8N8R5_IDR_204_247",0.507011706349795
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.481681472503922
"Q8N8U3_IDR_397_427",0.518318527496078
"Q8N8V4_IDR_157_233",0.542197291194971
"Q8N8V4_IDR_237_343",0.457802708805029
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.398780167806966
"Q8N8Z6_IDR_416_715",0.601219832193034
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.330484906578959
"Q8N9B5_IDR_940_988",0.343871007430249
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.529880535809053
"Q8N9I0_IDR_88_138",0.470119464190947
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.511816520024784
"Q8N9K5_IDR_1_36",0.488183479975216
"Q8N9L1_IDR_1_63",0.500530525986687
"Q8N9L1_IDR_277_334",0.499469474013313
"Q8N9M1_IDR_107_422",0.529160970639714
"Q8N9M1_IDR_1_49",0.470839029360286
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.326808455562215
"Q8N9N5_IDR_1_47",0.320693155019912
"Q8N9N5_IDR_321_374",0.352498389417873
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.483659787916343
"Q8N9R8_IDR_377_411",0.516340212083657
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.485852556282581
"Q8N9Z0_IDR_77_172",1
