"","GO0140110_transcription_regulator_activity"
"Q8N137_IDR_442_797",0.443047314397249
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.54122631671587
"Q8N196_IDR_235_739",0.45877368328413
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.478802328213904
"Q8N1C3_IDR_361_403",0.521197671786096
"Q8N1F8_IDR_334_534",0.397282391895428
"Q8N1F8_IDR_723_773",0.602717608104572
"Q8N1G0_IDR_1158_1198",0.155573576455929
"Q8N1G0_IDR_1_85",0.14748461466047
"Q8N1G0_IDR_608_672",0.140103635363317
"Q8N1G0_IDR_861_1155",0.393925173958235
"Q8N1G0_IDR_87_504",0.162912999562048
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.517516974017703
"Q8N228_IDR_1_90",0.482478474786721
"Q8N228_IDR_210_341",0.517521525213279
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.517521084214168
"Q8N2C3_IDR_165_214",0.482478915785832
"Q8N2C7_IDR_1300_1451",0.0787941921612468
"Q8N2C7_IDR_1507_1554",0.0886510255356364
"Q8N2C7_IDR_1770_1837",0.108208224151609
"Q8N2C7_IDR_241_322",0.109092135037765
"Q8N2C7_IDR_2428_2474",0.115792515956731
"Q8N2C7_IDR_2755_2786",0.102892825089671
"Q8N2C7_IDR_2912_3214",0.0990682418447449
"Q8N2C7_IDR_363_584",0.125165640130566
"Q8N2C7_IDR_693_781",0.0924296712490392
"Q8N2C7_IDR_963_1171",0.0799055288429899
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.301317580268353
"Q8N302_IDR_522_621",0.286332473209156
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.547956347313715
"Q8N309_IDR_506_549",0.452043652686285
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.325999801929359
"Q8N344_IDR_348_473",0.306117636491329
"Q8N344_IDR_97_194",0.367882561579312
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.266513319076055
"Q8N365_IDR_198_243",0.383831882811421
"Q8N365_IDR_300_385",0.349654798112524
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.311646273608351
"Q8N392_IDR_19_78",0.417639770909099
"Q8N392_IDR_538_572",0.27071395548255
"Q8N393_IDR_63_241",0.498625015161114
"Q8N3C7_IDR_352_480",0.359302026724241
"Q8N3C7_IDR_556_618",0.346539499227904
"Q8N3D4_IDR_1081_1132",0.277264115008757
"Q8N3D4_IDR_1138_1370",0.237879116901403
"Q8N3D4_IDR_120_150",0.264773457585435
"Q8N3D4_IDR_161_1074",0.220083310504406
"Q8N3E9_IDR_1_55",0.651297965669616
"Q8N3E9_IDR_486_519",0.348702034330384
"Q8N3F8_IDR_111_159",0.359065008397264
"Q8N3F8_IDR_219_677",0.292702325398569
"Q8N3F8_IDR_821_863",0.348232666204166
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.515359562398706
"Q8N3J2_IDR_47_77",0.484640437601294
"Q8N3J3_IDR_1_444",0.530243995226038
"Q8N3J3_IDR_577_647",0.469756004773962
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.394478293482443
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.473827310702806
"Q8N3Z6_IDR_384_543",0.526172689297194
"Q8N412_IDR_1_162",0.48903039709795
"Q8N412_IDR_268_303",0.51096960290205
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.456060486096312
"Q8N441_IDR_403_446",0.543939513903688
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.395659243626814
"Q8N448_IDR_425_459",0.604340756373187
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.401568497548615
"Q8N4L4_IDR_63_309",0.598431502451385
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.564382322841324
"Q8N4N8_IDR_84_180",0.435617677158676
"Q8N4P6_IDR_1_53",0.44396363200731
"Q8N4P6_IDR_333_439",0.55603636799269
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.434425460375756
"Q8N4S9_IDR_368_436",0.565574539624244
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.35305389295001
"Q8N573_IDR_148_203",0.37241743498148
"Q8N573_IDR_1_67",0.321481053849551
"Q8N573_IDR_281_586",0.306101511168969
"Q8N587_IDR_1_45",0.452098022734355
"Q8N587_IDR_52_190",0.547901977265645
"Q8N594_IDR_169_234",0.474953645134581
"Q8N594_IDR_1_72",0.525046354865419
"Q8N5A5_IDR_270_367",0.379566805941518
"Q8N5A5_IDR_369_466",0.269326291596212
"Q8N5A5_IDR_64_126",0.35110690246227
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.520922879096124
"Q8N5C6_IDR_789_819",0.479077120903876
"Q8N5C7_IDR_1_33",0.501120909778499
"Q8N5C7_IDR_165_195",0.498879090221501
"Q8N5C8_IDR_48_533",0.829107348245587
"Q8N5C8_IDR_618_684",0.170892651754413
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.519104760738348
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.329326432245444
"Q8N5U6_IDR_406_501",0.334192165384533
"Q8N5U6_IDR_603_799",0.336481402370023
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.488002921595185
"Q8N5Y2_IDR_93_168",0.511997078404815
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.496511685641625
"Q8N612_IDR_835_915",0.503488314358375
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.533146092100816
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.527986899810897
"Q8N6P7_IDR_409_480",0.472013100189103
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.308982053072627
"Q8N6U8_IDR_350_455",0.385071910914581
"Q8N6U8_IDR_496_529",0.305946036012793
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.539234389028875
"Q8N7G0_IDR_264_328",0.231318353008301
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.487623693264125
"Q8N7P1_IDR_505_536",0.512376306735875
"Q8N7R1_IDR_1_139",0.519637479473695
"Q8N7R1_IDR_144_296",0.480362520526305
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.144679227306792
"Q8N7X0_IDR_1_41",0.215934811241513
"Q8N7X0_IDR_305_407",0.116312102479411
"Q8N7X0_IDR_524_627",0.142767780131978
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.524998101165491
"Q8N878_IDR_333_499",0.475001898834509
"Q8N883_IDR_552_585",0.507101193974033
"Q8N883_IDR_61_245",0.492898806025967
"Q8N895_IDR_1_308",0.485461385190096
"Q8N895_IDR_372_422",0.195362090033495
"Q8N895_IDR_480_718",0.319176524776409
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.67746983590729
"Q8N8E2_IDR_479_541",0.32253016409271
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.629172623527401
"Q8N8G2_IDR_20_76",0.370827376472599
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.376022266596719
"Q8N8R5_IDR_204_247",0.623977733403281
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.483756705342815
"Q8N8U3_IDR_397_427",0.516243294657185
"Q8N8V4_IDR_157_233",0.537310806615319
"Q8N8V4_IDR_237_343",0.462689193384681
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.426828275522785
"Q8N8Z6_IDR_416_715",0.573171724477215
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.294289593532532
"Q8N9B5_IDR_940_988",0.372311531896533
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.533720127961215
"Q8N9I0_IDR_88_138",0.466279872038785
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.483647518373014
"Q8N9K5_IDR_1_36",0.516352481626986
"Q8N9L1_IDR_1_63",0.691277067812253
"Q8N9L1_IDR_277_334",0.308722932187746
"Q8N9M1_IDR_107_422",0.364023820898372
"Q8N9M1_IDR_1_49",0.635976179101628
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.326431916212054
"Q8N9N5_IDR_1_47",0.310735131933083
"Q8N9N5_IDR_321_374",0.362832951854863
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.504475659314924
"Q8N9R8_IDR_377_411",0.495524340685077
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.570214445248596
"Q8N9Z0_IDR_77_172",1
