"","GO0019935_cyclic_nucleotide_mediated_signaling"
"Q8N137_IDR_442_797",0.326821731678433
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.504386758068291
"Q8N196_IDR_235_739",0.495613241931709
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.491382395094573
"Q8N1C3_IDR_361_403",0.508617604905427
"Q8N1F8_IDR_334_534",0.494946271216297
"Q8N1F8_IDR_723_773",0.505053728783703
"Q8N1G0_IDR_1158_1198",0.205282826552356
"Q8N1G0_IDR_1_85",0.199649162044199
"Q8N1G0_IDR_608_672",0.197140324274978
"Q8N1G0_IDR_861_1155",0.195463733637635
"Q8N1G0_IDR_87_504",0.202463953490832
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.497271812537095
"Q8N228_IDR_1_90",0.487468185635767
"Q8N228_IDR_210_341",0.512531814364233
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.508274404332493
"Q8N2C3_IDR_165_214",0.491725595667507
"Q8N2C7_IDR_1300_1451",0.0987982716770053
"Q8N2C7_IDR_1507_1554",0.0960135855151884
"Q8N2C7_IDR_1770_1837",0.105889794299848
"Q8N2C7_IDR_241_322",0.0984602401391961
"Q8N2C7_IDR_2428_2474",0.0988908510254759
"Q8N2C7_IDR_2755_2786",0.0978383677885908
"Q8N2C7_IDR_2912_3214",0.10690263218162
"Q8N2C7_IDR_363_584",0.102627486529113
"Q8N2C7_IDR_693_781",0.093566183358745
"Q8N2C7_IDR_963_1171",0.101012587485217
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.3256505440402
"Q8N302_IDR_522_621",0.337385254284153
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.507559777626617
"Q8N309_IDR_506_549",0.492440222373383
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.338129294774061
"Q8N344_IDR_348_473",0.337225284018428
"Q8N344_IDR_97_194",0.324645421207511
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.325590452675059
"Q8N365_IDR_198_243",0.340241483012564
"Q8N365_IDR_300_385",0.334168064312377
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.317950741583284
"Q8N392_IDR_19_78",0.346195690136078
"Q8N392_IDR_538_572",0.335853568280638
"Q8N393_IDR_63_241",0.50143164204567
"Q8N3C7_IDR_352_480",0.314604359223245
"Q8N3C7_IDR_556_618",0.375843196654076
"Q8N3D4_IDR_1081_1132",0.250204352383272
"Q8N3D4_IDR_1138_1370",0.254238850774775
"Q8N3D4_IDR_120_150",0.249345880120175
"Q8N3D4_IDR_161_1074",0.246210916721778
"Q8N3E9_IDR_1_55",0.508338154934783
"Q8N3E9_IDR_486_519",0.491661845065217
"Q8N3F8_IDR_111_159",0.337253985542714
"Q8N3F8_IDR_219_677",0.32377535973698
"Q8N3F8_IDR_821_863",0.338970654720306
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.496419178732545
"Q8N3J2_IDR_47_77",0.503580821267455
"Q8N3J3_IDR_1_444",0.505385811892167
"Q8N3J3_IDR_577_647",0.494614188107833
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.560286174866948
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.485935744630134
"Q8N3Z6_IDR_384_543",0.514064255369866
"Q8N412_IDR_1_162",0.516762884126798
"Q8N412_IDR_268_303",0.483237115873202
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.511429374225027
"Q8N441_IDR_403_446",0.488570625774973
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.508571140930184
"Q8N448_IDR_425_459",0.491428859069816
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.491950489054617
"Q8N4L4_IDR_63_309",0.508049510945383
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.486544336959015
"Q8N4N8_IDR_84_180",0.513455663040985
"Q8N4P6_IDR_1_53",0.499593310683956
"Q8N4P6_IDR_333_439",0.500406689316044
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.502709429696429
"Q8N4S9_IDR_368_436",0.497290570303571
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.330651423705357
"Q8N573_IDR_148_203",0.308465100810867
"Q8N573_IDR_1_67",0.354766370684779
"Q8N573_IDR_281_586",0.336768528504353
"Q8N587_IDR_1_45",0.498305436657334
"Q8N587_IDR_52_190",0.501694563342666
"Q8N594_IDR_169_234",0.492531062257071
"Q8N594_IDR_1_72",0.507468937742929
"Q8N5A5_IDR_270_367",0.318362412405653
"Q8N5A5_IDR_369_466",0.349800619831552
"Q8N5A5_IDR_64_126",0.331836967762795
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.499136842727085
"Q8N5C6_IDR_789_819",0.500863157272915
"Q8N5C7_IDR_1_33",0.503042214576515
"Q8N5C7_IDR_165_195",0.496957785423485
"Q8N5C8_IDR_48_533",0.494971468612606
"Q8N5C8_IDR_618_684",0.505028531387394
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.484478342882634
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.343987343116753
"Q8N5U6_IDR_406_501",0.326782661410196
"Q8N5U6_IDR_603_799",0.329229995473051
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.514818920763687
"Q8N5Y2_IDR_93_168",0.485181079236313
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.48813868635678
"Q8N612_IDR_835_915",0.51186131364322
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.491103524083423
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.490491857176369
"Q8N6P7_IDR_409_480",0.509508142823631
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.334073110316328
"Q8N6U8_IDR_350_455",0.355306282359844
"Q8N6U8_IDR_496_529",0.310620607323828
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.492163975795037
"Q8N7G0_IDR_264_328",0.33365110099256
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.456271844061867
"Q8N7P1_IDR_505_536",0.543728155938133
"Q8N7R1_IDR_1_139",0.504463350855868
"Q8N7R1_IDR_144_296",0.495536649144132
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.145332903227129
"Q8N7X0_IDR_1_41",0.142493779498682
"Q8N7X0_IDR_305_407",0.141659876308231
"Q8N7X0_IDR_524_627",0.148272678861952
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.498978163497206
"Q8N878_IDR_333_499",0.501021836502794
"Q8N883_IDR_552_585",0.501977442521734
"Q8N883_IDR_61_245",0.498022557478266
"Q8N895_IDR_1_308",0.313956881928298
"Q8N895_IDR_372_422",0.332251581823671
"Q8N895_IDR_480_718",0.353791536248031
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.494783606656875
"Q8N8E2_IDR_479_541",0.505216393343126
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.509717789608058
"Q8N8G2_IDR_20_76",0.490282210391942
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.485226154268068
"Q8N8R5_IDR_204_247",0.514773845731932
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.485512311902906
"Q8N8U3_IDR_397_427",0.514487688097094
"Q8N8V4_IDR_157_233",0.52438738546326
"Q8N8V4_IDR_237_343",0.47561261453674
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.487820768391768
"Q8N8Z6_IDR_416_715",0.512179231608232
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.338945983966873
"Q8N9B5_IDR_940_988",0.331194551235769
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.529287353766545
"Q8N9I0_IDR_88_138",0.470712646233455
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.499030438938045
"Q8N9K5_IDR_1_36",0.500969561061955
"Q8N9L1_IDR_1_63",0.504338754591331
"Q8N9L1_IDR_277_334",0.495661245408669
"Q8N9M1_IDR_107_422",0.495666793892563
"Q8N9M1_IDR_1_49",0.504333206107437
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.33312343316143
"Q8N9N5_IDR_1_47",0.328365095748769
"Q8N9N5_IDR_321_374",0.338511471089801
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.493984745903643
"Q8N9R8_IDR_377_411",0.506015254096358
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.500437008415667
