"","GO0005198_structural_molecule_activity"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.499649815321587
"Q8N196_IDR_235_739",0.500350184678413
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.490341293013023
"Q8N1C3_IDR_361_403",0.509658706986976
"Q8N1F8_IDR_334_534",0.499132277075817
"Q8N1F8_IDR_723_773",0.500867722924182
"Q8N1G0_IDR_1158_1198",0.187970748272931
"Q8N1G0_IDR_1_85",0.178998759468947
"Q8N1G0_IDR_608_672",0.191251240537677
"Q8N1G0_IDR_861_1155",0.198631472864345
"Q8N1G0_IDR_87_504",0.2431477788561
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.512368983131185
"Q8N228_IDR_1_90",0.479292947296643
"Q8N228_IDR_210_341",0.520707052703357
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.525021634023545
"Q8N2C3_IDR_165_214",0.474978365976455
"Q8N2C7_IDR_1300_1451",0.102210275759138
"Q8N2C7_IDR_1507_1554",0.0944738030769519
"Q8N2C7_IDR_1770_1837",0.0933025555740306
"Q8N2C7_IDR_241_322",0.0972020099322237
"Q8N2C7_IDR_2428_2474",0.0940012918383138
"Q8N2C7_IDR_2755_2786",0.0999432493755961
"Q8N2C7_IDR_2912_3214",0.0975775093998005
"Q8N2C7_IDR_363_584",0.108973217045628
"Q8N2C7_IDR_693_781",0.10992465004377
"Q8N2C7_IDR_963_1171",0.102391437954547
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.328802185938805
"Q8N302_IDR_522_621",0.337034290058412
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.488775479196468
"Q8N309_IDR_506_549",0.511224520803532
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.329899252631968
"Q8N344_IDR_348_473",0.341439699894045
"Q8N344_IDR_97_194",0.328661047473987
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.357937903011267
"Q8N365_IDR_198_243",0.323873617983865
"Q8N365_IDR_300_385",0.318188479004868
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.325386306466839
"Q8N392_IDR_19_78",0.324770161939517
"Q8N392_IDR_538_572",0.349843531593645
"Q8N393_IDR_63_241",0.501944910487969
"Q8N3C7_IDR_352_480",0.314424109823013
"Q8N3C7_IDR_556_618",0.397233409876952
"Q8N3D4_IDR_1081_1132",0.232960372673181
"Q8N3D4_IDR_1138_1370",0.280160554332861
"Q8N3D4_IDR_120_150",0.247271254208837
"Q8N3D4_IDR_161_1074",0.23960781878512
"Q8N3E9_IDR_1_55",0.526822203924345
"Q8N3E9_IDR_486_519",0.473177796075655
"Q8N3F8_IDR_111_159",0.320168886851662
"Q8N3F8_IDR_219_677",0.352135717888029
"Q8N3F8_IDR_821_863",0.327695395260309
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.445183358081014
"Q8N3J2_IDR_47_77",0.554816641918986
"Q8N3J3_IDR_1_444",0.542604199329124
"Q8N3J3_IDR_577_647",0.457395800670876
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.493496250108551
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.488702638175667
"Q8N3Z6_IDR_384_543",0.511297361824334
"Q8N412_IDR_1_162",0.415822917193278
"Q8N412_IDR_268_303",0.584177082806722
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.500529393797619
"Q8N441_IDR_403_446",0.499470606202381
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.48836315720813
"Q8N448_IDR_425_459",0.51163684279187
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.502222898358397
"Q8N4L4_IDR_63_309",0.497777101641603
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.478242109035343
"Q8N4N8_IDR_84_180",0.521757890964657
"Q8N4P6_IDR_1_53",0.476398942067268
"Q8N4P6_IDR_333_439",0.523601057932731
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.497535757571768
"Q8N4S9_IDR_368_436",0.502464242428232
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.313231479266393
"Q8N573_IDR_148_203",0.327179973825521
"Q8N573_IDR_1_67",0.366642833513564
"Q8N573_IDR_281_586",0.306177192660914
"Q8N587_IDR_1_45",0.501069260291892
"Q8N587_IDR_52_190",0.498930739708108
"Q8N594_IDR_169_234",0.485467272410102
"Q8N594_IDR_1_72",0.514532727589898
"Q8N5A5_IDR_270_367",0.322578412820629
"Q8N5A5_IDR_369_466",0.360197966734643
"Q8N5A5_IDR_64_126",0.317223620444729
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.486946276123725
"Q8N5C6_IDR_789_819",0.513053723876275
"Q8N5C7_IDR_1_33",0.492931229073969
"Q8N5C7_IDR_165_195",0.507068770926031
"Q8N5C8_IDR_48_533",0.507754292493064
"Q8N5C8_IDR_618_684",0.492245707506936
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.50001838375399
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.360614063893308
"Q8N5U6_IDR_406_501",0.297954886814195
"Q8N5U6_IDR_603_799",0.341431049292498
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.553522381645172
"Q8N5Y2_IDR_93_168",0.446477618354828
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.465826965400871
"Q8N612_IDR_835_915",0.534173034599129
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.49009833122647
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.511070654533812
"Q8N6P7_IDR_409_480",0.488929345466189
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.308128776025749
"Q8N6U8_IDR_350_455",0.393405623809713
"Q8N6U8_IDR_496_529",0.298465600164539
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.491079181628277
"Q8N7G0_IDR_264_328",0.339204532205109
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.487974267953554
"Q8N7P1_IDR_505_536",0.512025732046446
"Q8N7R1_IDR_1_139",0.516903904885316
"Q8N7R1_IDR_144_296",0.483096095114684
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.146809677298313
"Q8N7X0_IDR_1_41",0.152230808395322
"Q8N7X0_IDR_305_407",0.138073835083067
"Q8N7X0_IDR_524_627",0.133336518920356
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.516306411512425
"Q8N878_IDR_333_499",0.483693588487575
"Q8N883_IDR_552_585",0.509239027128045
"Q8N883_IDR_61_245",0.490760972871955
"Q8N895_IDR_1_308",0.323225804145491
"Q8N895_IDR_372_422",0.355185173944571
"Q8N895_IDR_480_718",0.321589021909938
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.497035682490972
"Q8N8E2_IDR_479_541",0.502964317509028
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.493575852402536
"Q8N8G2_IDR_20_76",0.506424147597464
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.541856923355723
"Q8N8R5_IDR_204_247",0.458143076644277
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.502682418085593
"Q8N8U3_IDR_397_427",0.497317581914407
"Q8N8V4_IDR_157_233",0.54978989371308
"Q8N8V4_IDR_237_343",0.45021010628692
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.501354791107087
"Q8N8Z6_IDR_416_715",0.498645208892913
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.324389372548483
"Q8N9B5_IDR_940_988",0.314915954569456
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.508669925758077
"Q8N9I0_IDR_88_138",0.491330074241923
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.495936363046543
"Q8N9K5_IDR_1_36",0.504063636953456
"Q8N9L1_IDR_1_63",0.54555573318332
"Q8N9L1_IDR_277_334",0.45444426681668
"Q8N9M1_IDR_107_422",0.492735460121964
"Q8N9M1_IDR_1_49",0.507264539878036
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.263264955770445
"Q8N9N5_IDR_1_47",0.250845037917832
"Q8N9N5_IDR_321_374",0.485890006311723
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.491088837877881
"Q8N9R8_IDR_377_411",0.508911162122119
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.497342556490416
"Q8N9Z0_IDR_77_172",1
