"","GO0018130_heterocycle_biosynthetic_process"
"Q8N137_IDR_442_797",0.406011305748582
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.545525167235807
"Q8N196_IDR_235_739",0.454474832764193
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.470623872845732
"Q8N1C3_IDR_361_403",0.529376127154268
"Q8N1F8_IDR_334_534",0.438138810770892
"Q8N1F8_IDR_723_773",0.561861189229109
"Q8N1G0_IDR_1158_1198",0.162673985062192
"Q8N1G0_IDR_1_85",0.165281272501367
"Q8N1G0_IDR_608_672",0.15004001431799
"Q8N1G0_IDR_861_1155",0.330645973892969
"Q8N1G0_IDR_87_504",0.191358754225482
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.50450745980145
"Q8N228_IDR_1_90",0.480948601493357
"Q8N228_IDR_210_341",0.519051398506643
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.508811532885142
"Q8N2C3_IDR_165_214",0.491188467114858
"Q8N2C7_IDR_1300_1451",0.0822027145250375
"Q8N2C7_IDR_1507_1554",0.0946360271112709
"Q8N2C7_IDR_1770_1837",0.102439041694273
"Q8N2C7_IDR_241_322",0.104741013809725
"Q8N2C7_IDR_2428_2474",0.108718832221799
"Q8N2C7_IDR_2755_2786",0.100605088713221
"Q8N2C7_IDR_2912_3214",0.103275962493695
"Q8N2C7_IDR_363_584",0.118363934071438
"Q8N2C7_IDR_693_781",0.0982531642178567
"Q8N2C7_IDR_963_1171",0.086764221141684
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.340348941572197
"Q8N302_IDR_522_621",0.312961795748254
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.503827702179334
"Q8N309_IDR_506_549",0.496172297820666
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.32060906108451
"Q8N344_IDR_348_473",0.320904419016435
"Q8N344_IDR_97_194",0.358486519899055
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.293462308742106
"Q8N365_IDR_198_243",0.363456580296265
"Q8N365_IDR_300_385",0.34308111096163
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.3254568884882
"Q8N392_IDR_19_78",0.375723809345317
"Q8N392_IDR_538_572",0.298819302166483
"Q8N393_IDR_63_241",0.503439198990413
"Q8N3C7_IDR_352_480",0.383021071942647
"Q8N3C7_IDR_556_618",0.331328170117281
"Q8N3D4_IDR_1081_1132",0.264599459709723
"Q8N3D4_IDR_1138_1370",0.239177966402101
"Q8N3D4_IDR_120_150",0.256890818984609
"Q8N3D4_IDR_161_1074",0.239331754903567
"Q8N3E9_IDR_1_55",0.619299529926902
"Q8N3E9_IDR_486_519",0.380700470073098
"Q8N3F8_IDR_111_159",0.336975271962182
"Q8N3F8_IDR_219_677",0.314715713654134
"Q8N3F8_IDR_821_863",0.348309014383685
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.530487210887619
"Q8N3J2_IDR_47_77",0.469512789112381
"Q8N3J3_IDR_1_444",0.530568786070424
"Q8N3J3_IDR_577_647",0.469431213929576
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.397508539818412
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.431233448533806
"Q8N3Z6_IDR_384_543",0.568766551466194
"Q8N412_IDR_1_162",0.469351408178058
"Q8N412_IDR_268_303",0.530648591821942
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.429992868245384
"Q8N441_IDR_403_446",0.570007131754616
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.412035019832754
"Q8N448_IDR_425_459",0.587964980167246
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.403609630230454
"Q8N4L4_IDR_63_309",0.596390369769546
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.535060619261593
"Q8N4N8_IDR_84_180",0.464939380738407
"Q8N4P6_IDR_1_53",0.437974346039981
"Q8N4P6_IDR_333_439",0.562025653960019
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.436368069474121
"Q8N4S9_IDR_368_436",0.563631930525879
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.332276639314387
"Q8N573_IDR_148_203",0.352238475929515
"Q8N573_IDR_1_67",0.312581079553506
"Q8N573_IDR_281_586",0.335180444516979
"Q8N587_IDR_1_45",0.472520129102055
"Q8N587_IDR_52_190",0.527479870897945
"Q8N594_IDR_169_234",0.487333568207021
"Q8N594_IDR_1_72",0.512666431792979
"Q8N5A5_IDR_270_367",0.372144623186957
"Q8N5A5_IDR_369_466",0.303568971597215
"Q8N5A5_IDR_64_126",0.324286405215829
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.544833567426252
"Q8N5C6_IDR_789_819",0.455166432573748
"Q8N5C7_IDR_1_33",0.487138758343126
"Q8N5C7_IDR_165_195",0.512861241656874
"Q8N5C8_IDR_48_533",0.725022537510744
"Q8N5C8_IDR_618_684",0.274977462489256
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.510256936941418
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.352519274465234
"Q8N5U6_IDR_406_501",0.303521802243116
"Q8N5U6_IDR_603_799",0.34395892329165
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.464774980230801
"Q8N5Y2_IDR_93_168",0.535225019769198
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.483325054167714
"Q8N612_IDR_835_915",0.516674945832286
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.495580375810585
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.505102016381751
"Q8N6P7_IDR_409_480",0.494897983618249
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.319749908873732
"Q8N6U8_IDR_350_455",0.360528777084398
"Q8N6U8_IDR_496_529",0.31972131404187
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.540849223567608
"Q8N7G0_IDR_264_328",0.250103360955985
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.492097581841815
"Q8N7P1_IDR_505_536",0.507902418158184
"Q8N7R1_IDR_1_139",0.50515938026251
"Q8N7R1_IDR_144_296",0.49484061973749
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.139870009374465
"Q8N7X0_IDR_1_41",0.201209261932375
"Q8N7X0_IDR_305_407",0.131601061482917
"Q8N7X0_IDR_524_627",0.129660659335808
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.504874417855229
"Q8N878_IDR_333_499",0.495125582144771
"Q8N883_IDR_552_585",0.505430448984793
"Q8N883_IDR_61_245",0.494569551015207
"Q8N895_IDR_1_308",0.404147823612757
"Q8N895_IDR_372_422",0.249429059727663
"Q8N895_IDR_480_718",0.34642311665958
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.603576640031985
"Q8N8E2_IDR_479_541",0.396423359968015
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.572474156228085
"Q8N8G2_IDR_20_76",0.427525843771915
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.399015621122503
"Q8N8R5_IDR_204_247",0.600984378877497
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.479000310479222
"Q8N8U3_IDR_397_427",0.520999689520778
"Q8N8V4_IDR_157_233",0.537182842317499
"Q8N8V4_IDR_237_343",0.462817157682501
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.453901153139227
"Q8N8Z6_IDR_416_715",0.546098846860773
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.318843011513662
"Q8N9B5_IDR_940_988",0.340389177928211
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.505267281985945
"Q8N9I0_IDR_88_138",0.494732718014055
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.487942542732302
"Q8N9K5_IDR_1_36",0.512057457267698
"Q8N9L1_IDR_1_63",0.622039726391718
"Q8N9L1_IDR_277_334",0.377960273608282
"Q8N9M1_IDR_107_422",0.417401300206497
"Q8N9M1_IDR_1_49",0.582598699793503
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.327841827405796
"Q8N9N5_IDR_1_47",0.320541328877396
"Q8N9N5_IDR_321_374",0.351616843716808
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.508017990649671
"Q8N9R8_IDR_377_411",0.491982009350329
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.591122424203391
"Q8N9Z0_IDR_77_172",1
