"","GO0000278_mitotic_cell_cycle"
"Q8N137_IDR_442_797",0.346799629046696
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.522267520924245
"Q8N196_IDR_235_739",0.477732479075755
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.500978632541892
"Q8N1C3_IDR_361_403",0.499021367458108
"Q8N1F8_IDR_334_534",0.532827509117928
"Q8N1F8_IDR_723_773",0.467172490882072
"Q8N1G0_IDR_1158_1198",0.200746467783194
"Q8N1G0_IDR_1_85",0.198137472708504
"Q8N1G0_IDR_608_672",0.207400811918814
"Q8N1G0_IDR_861_1155",0.203013192261706
"Q8N1G0_IDR_87_504",0.190702055327782
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.485852512910467
"Q8N228_IDR_1_90",0.527171754596106
"Q8N228_IDR_210_341",0.472828245403894
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.468094913564464
"Q8N2C3_IDR_165_214",0.531905086435536
"Q8N2C7_IDR_1300_1451",0.0970338896190752
"Q8N2C7_IDR_1507_1554",0.118436863554805
"Q8N2C7_IDR_1770_1837",0.0954689243273381
"Q8N2C7_IDR_241_322",0.0946568089221943
"Q8N2C7_IDR_2428_2474",0.0926957532126292
"Q8N2C7_IDR_2755_2786",0.0941130631871055
"Q8N2C7_IDR_2912_3214",0.110349183608584
"Q8N2C7_IDR_363_584",0.110127439925327
"Q8N2C7_IDR_693_781",0.0942903967011352
"Q8N2C7_IDR_963_1171",0.0928276769418068
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.421474348329673
"Q8N302_IDR_522_621",0.265588578974651
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.494017771708656
"Q8N309_IDR_506_549",0.505982228291344
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.331601752112289
"Q8N344_IDR_348_473",0.319581171667082
"Q8N344_IDR_97_194",0.348817076220629
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.323072529314888
"Q8N365_IDR_198_243",0.343032949446921
"Q8N365_IDR_300_385",0.333894521238192
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.383298779016542
"Q8N392_IDR_19_78",0.30229331470626
"Q8N392_IDR_538_572",0.314407906277198
"Q8N393_IDR_63_241",0.498020877728973
"Q8N3C7_IDR_352_480",0.356104954922659
"Q8N3C7_IDR_556_618",0.317985779918419
"Q8N3D4_IDR_1081_1132",0.251694706270883
"Q8N3D4_IDR_1138_1370",0.263046530465819
"Q8N3D4_IDR_120_150",0.260973503156003
"Q8N3D4_IDR_161_1074",0.224285260107295
"Q8N3E9_IDR_1_55",0.484527928519914
"Q8N3E9_IDR_486_519",0.515472071480086
"Q8N3F8_IDR_111_159",0.311251185144591
"Q8N3F8_IDR_219_677",0.386482689121381
"Q8N3F8_IDR_821_863",0.302266125734028
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.534243229705012
"Q8N3J2_IDR_47_77",0.465756770294988
"Q8N3J3_IDR_1_444",0.501701010686072
"Q8N3J3_IDR_577_647",0.498298989313928
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.694759127127003
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.546255835533573
"Q8N3Z6_IDR_384_543",0.453744164466427
"Q8N412_IDR_1_162",0.501061999607672
"Q8N412_IDR_268_303",0.498938000392328
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.492671093342568
"Q8N441_IDR_403_446",0.507328906657432
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.506937511784498
"Q8N448_IDR_425_459",0.493062488215502
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.500043422915298
"Q8N4L4_IDR_63_309",0.499956577084702
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.495374513861255
"Q8N4N8_IDR_84_180",0.504625486138745
"Q8N4P6_IDR_1_53",0.493507778813086
"Q8N4P6_IDR_333_439",0.506492221186914
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.481502742222387
"Q8N4S9_IDR_368_436",0.518497257777613
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.377723708399139
"Q8N573_IDR_148_203",0.296823189575009
"Q8N573_IDR_1_67",0.334466995885793
"Q8N573_IDR_281_586",0.368709814539198
"Q8N587_IDR_1_45",0.499498725517432
"Q8N587_IDR_52_190",0.500501274482568
"Q8N594_IDR_169_234",0.509899476627942
"Q8N594_IDR_1_72",0.490100523372058
"Q8N5A5_IDR_270_367",0.335114798125719
"Q8N5A5_IDR_369_466",0.330803857222963
"Q8N5A5_IDR_64_126",0.334081344651319
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.617544938824636
"Q8N5C6_IDR_789_819",0.382455061175364
"Q8N5C7_IDR_1_33",0.486502609424652
"Q8N5C7_IDR_165_195",0.513497390575348
"Q8N5C8_IDR_48_533",0.494030945215397
"Q8N5C8_IDR_618_684",0.505969054784603
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.528553589433731
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.307051518710407
"Q8N5U6_IDR_406_501",0.325791289712649
"Q8N5U6_IDR_603_799",0.367157191576944
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.528269403996267
"Q8N5Y2_IDR_93_168",0.471730596003733
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.539176978652154
"Q8N612_IDR_835_915",0.460823021347846
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.525826104858031
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.494218588911834
"Q8N6P7_IDR_409_480",0.505781411088166
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.33957723610074
"Q8N6U8_IDR_350_455",0.324409126345494
"Q8N6U8_IDR_496_529",0.336013637553766
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.495460030306071
"Q8N7G0_IDR_264_328",0.334251931174494
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.492946448429674
"Q8N7P1_IDR_505_536",0.507053551570326
"Q8N7R1_IDR_1_139",0.510250447952548
"Q8N7R1_IDR_144_296",0.489749552047452
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.148254141234138
"Q8N7X0_IDR_1_41",0.143787573119425
"Q8N7X0_IDR_305_407",0.13507084507995
"Q8N7X0_IDR_524_627",0.147977200493922
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.517768721796424
"Q8N878_IDR_333_499",0.482231278203576
"Q8N883_IDR_552_585",0.50315550862461
"Q8N883_IDR_61_245",0.49684449137539
"Q8N895_IDR_1_308",0.335630207029158
"Q8N895_IDR_372_422",0.326042949255667
"Q8N895_IDR_480_718",0.338326843715174
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.482590858370069
"Q8N8E2_IDR_479_541",0.517409141629931
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.46150515894709
"Q8N8G2_IDR_20_76",0.53849484105291
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.482109816313458
"Q8N8R5_IDR_204_247",0.517890183686542
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.471896927972914
"Q8N8U3_IDR_397_427",0.528103072027086
"Q8N8V4_IDR_157_233",0.481786778722145
"Q8N8V4_IDR_237_343",0.518213221277855
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.434660119599797
"Q8N8Z6_IDR_416_715",0.565339880400203
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.301147018003714
"Q8N9B5_IDR_940_988",0.272785402905211
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.493966669419862
"Q8N9I0_IDR_88_138",0.506033330580138
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.494825773788151
"Q8N9K5_IDR_1_36",0.505174226211849
"Q8N9L1_IDR_1_63",0.478498054410879
"Q8N9L1_IDR_277_334",0.521501945589121
"Q8N9M1_IDR_107_422",0.525979140884523
"Q8N9M1_IDR_1_49",0.474020859115477
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.327949763632357
"Q8N9N5_IDR_1_47",0.353188370253908
"Q8N9N5_IDR_321_374",0.318861866113734
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.499499123321181
"Q8N9R8_IDR_377_411",0.500500876678819
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.515317210885871
"Q8N9Z0_IDR_77_172",1
