"","GO0006974_cellular_response_to_DNA_damage_stimulus"
"Q8N137_IDR_442_797",0.319850666380386
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.518185816431889
"Q8N196_IDR_235_739",0.481814183568111
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.444345416919309
"Q8N1C3_IDR_361_403",0.555654583080691
"Q8N1F8_IDR_334_534",0.592885724796165
"Q8N1F8_IDR_723_773",0.407114275203836
"Q8N1G0_IDR_1158_1198",0.233022007831048
"Q8N1G0_IDR_1_85",0.177893865719028
"Q8N1G0_IDR_608_672",0.175194471855207
"Q8N1G0_IDR_861_1155",0.237724483590434
"Q8N1G0_IDR_87_504",0.176165171004283
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.475433059429186
"Q8N228_IDR_1_90",0.542474424755408
"Q8N228_IDR_210_341",0.457525575244592
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.479278026374201
"Q8N2C3_IDR_165_214",0.520721973625799
"Q8N2C7_IDR_1300_1451",0.105761056874661
"Q8N2C7_IDR_1507_1554",0.111881111039296
"Q8N2C7_IDR_1770_1837",0.0918105533325512
"Q8N2C7_IDR_241_322",0.0940393176673028
"Q8N2C7_IDR_2428_2474",0.0911023361053508
"Q8N2C7_IDR_2755_2786",0.0910508795988633
"Q8N2C7_IDR_2912_3214",0.115211959285044
"Q8N2C7_IDR_363_584",0.10301139596389
"Q8N2C7_IDR_693_781",0.0942515623376773
"Q8N2C7_IDR_963_1171",0.101879827795364
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.558700556934746
"Q8N302_IDR_522_621",0.210413099177979
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.44497527738482
"Q8N309_IDR_506_549",0.55502472261518
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.314915525645754
"Q8N344_IDR_348_473",0.36015681538676
"Q8N344_IDR_97_194",0.324927658967487
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.324963320332876
"Q8N365_IDR_198_243",0.367796387607413
"Q8N365_IDR_300_385",0.307240292059711
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.463440819204142
"Q8N392_IDR_19_78",0.273698638471013
"Q8N392_IDR_538_572",0.262860542324846
"Q8N393_IDR_63_241",0.489378925063845
"Q8N3C7_IDR_352_480",0.330267624760999
"Q8N3C7_IDR_556_618",0.337978664507778
"Q8N3D4_IDR_1081_1132",0.221652236684926
"Q8N3D4_IDR_1138_1370",0.320007158849898
"Q8N3D4_IDR_120_150",0.219700195982349
"Q8N3D4_IDR_161_1074",0.238640408482827
"Q8N3E9_IDR_1_55",0.487898723907668
"Q8N3E9_IDR_486_519",0.512101276092332
"Q8N3F8_IDR_111_159",0.260509485923958
"Q8N3F8_IDR_219_677",0.424320777460426
"Q8N3F8_IDR_821_863",0.315169736615616
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.609781509111161
"Q8N3J2_IDR_47_77",0.390218490888839
"Q8N3J3_IDR_1_444",0.483424185252879
"Q8N3J3_IDR_577_647",0.516575814747121
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.501318935670338
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.506555653504836
"Q8N3Z6_IDR_384_543",0.493444346495164
"Q8N412_IDR_1_162",0.483258368571863
"Q8N412_IDR_268_303",0.516741631428137
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.496172376514612
"Q8N441_IDR_403_446",0.503827623485388
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.509890977781815
"Q8N448_IDR_425_459",0.490109022218185
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.513466283789144
"Q8N4L4_IDR_63_309",0.486533716210856
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.476875733278845
"Q8N4N8_IDR_84_180",0.523124266721155
"Q8N4P6_IDR_1_53",0.496973290178269
"Q8N4P6_IDR_333_439",0.503026709821731
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.484882247664031
"Q8N4S9_IDR_368_436",0.515117752335969
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.338150295033541
"Q8N573_IDR_148_203",0.294525309329623
"Q8N573_IDR_1_67",0.402895201360691
"Q8N573_IDR_281_586",0.302579489309686
"Q8N587_IDR_1_45",0.501421029124192
"Q8N587_IDR_52_190",0.498578970875808
"Q8N594_IDR_169_234",0.515145701188019
"Q8N594_IDR_1_72",0.484854298811981
"Q8N5A5_IDR_270_367",0.297032392905231
"Q8N5A5_IDR_369_466",0.386183774075494
"Q8N5A5_IDR_64_126",0.316783833019275
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.549305273501961
"Q8N5C6_IDR_789_819",0.450694726498039
"Q8N5C7_IDR_1_33",0.406964013939691
"Q8N5C7_IDR_165_195",0.593035986060309
"Q8N5C8_IDR_48_533",0.482132986536267
"Q8N5C8_IDR_618_684",0.517867013463734
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.499265159394252
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.313632406880092
"Q8N5U6_IDR_406_501",0.343362576771161
"Q8N5U6_IDR_603_799",0.343005016348747
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.490303990133563
"Q8N5Y2_IDR_93_168",0.509696009866437
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.541440751086172
"Q8N612_IDR_835_915",0.458559248913828
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.510260569173829
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.490521031019299
"Q8N6P7_IDR_409_480",0.509478968980701
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.33427704804955
"Q8N6U8_IDR_350_455",0.336793677500189
"Q8N6U8_IDR_496_529",0.328929274450261
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.498175977212382
"Q8N7G0_IDR_264_328",0.342932421732531
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.494392423565528
"Q8N7P1_IDR_505_536",0.505607576434472
"Q8N7R1_IDR_1_139",0.485805796276792
"Q8N7R1_IDR_144_296",0.514194203723207
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.151719152871102
"Q8N7X0_IDR_1_41",0.134653369470739
"Q8N7X0_IDR_305_407",0.145999550065466
"Q8N7X0_IDR_524_627",0.145281411274469
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.492786802782216
"Q8N878_IDR_333_499",0.507213197217785
"Q8N883_IDR_552_585",0.494599158039419
"Q8N883_IDR_61_245",0.505400841960581
"Q8N895_IDR_1_308",0.346915972230719
"Q8N895_IDR_372_422",0.324271630152555
"Q8N895_IDR_480_718",0.328812397616726
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.513826225808809
"Q8N8E2_IDR_479_541",0.486173774191191
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.4762786667761
"Q8N8G2_IDR_20_76",0.523721333223899
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.477809169554339
"Q8N8R5_IDR_204_247",0.522190830445661
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.492142855890726
"Q8N8U3_IDR_397_427",0.507857144109274
"Q8N8V4_IDR_157_233",0.495167970805421
"Q8N8V4_IDR_237_343",0.504832029194579
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.473083095703121
"Q8N8Z6_IDR_416_715",0.526916904296879
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.361549237960684
"Q8N9B5_IDR_940_988",0.316956330750843
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.422440048294462
"Q8N9I0_IDR_88_138",0.577559951705539
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.492909865770826
"Q8N9K5_IDR_1_36",0.507090134229174
"Q8N9L1_IDR_1_63",0.495312052505598
"Q8N9L1_IDR_277_334",0.504687947494402
"Q8N9M1_IDR_107_422",0.561388931395
"Q8N9M1_IDR_1_49",0.438611068605
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.294762659528923
"Q8N9N5_IDR_1_47",0.415476255464378
"Q8N9N5_IDR_321_374",0.289761085006699
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.493733721059805
"Q8N9R8_IDR_377_411",0.506266278940195
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.574245911090161
