"","GO1990904_ribonucleoprotein_complex"
"Q8N137_IDR_442_797",0.306335595818756
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.586612047642607
"Q8N196_IDR_235_739",0.413387952357393
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.463099584299368
"Q8N1C3_IDR_361_403",0.536900415700632
"Q8N1F8_IDR_334_534",0.525660995856406
"Q8N1F8_IDR_723_773",0.474339004143594
"Q8N1G0_IDR_1158_1198",0.211919913012674
"Q8N1G0_IDR_1_85",0.184215985296588
"Q8N1G0_IDR_608_672",0.165310526067638
"Q8N1G0_IDR_861_1155",0.266144261025727
"Q8N1G0_IDR_87_504",0.172409314597373
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.482350627456094
"Q8N228_IDR_1_90",0.509996344259703
"Q8N228_IDR_210_341",0.490003655740297
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.484627515658566
"Q8N2C3_IDR_165_214",0.515372484341434
"Q8N2C7_IDR_1300_1451",0.100826072673575
"Q8N2C7_IDR_1507_1554",0.109177996669972
"Q8N2C7_IDR_1770_1837",0.0898904397250225
"Q8N2C7_IDR_241_322",0.082152921611735
"Q8N2C7_IDR_2428_2474",0.0894907878636759
"Q8N2C7_IDR_2755_2786",0.0890844768275978
"Q8N2C7_IDR_2912_3214",0.0800686051665254
"Q8N2C7_IDR_363_584",0.0961024048373589
"Q8N2C7_IDR_693_781",0.161284265469308
"Q8N2C7_IDR_963_1171",0.101922029155229
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.427598120898508
"Q8N302_IDR_522_621",0.299761964126744
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.316356798802783
"Q8N309_IDR_506_549",0.683643201197217
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.327225722741427
"Q8N344_IDR_348_473",0.338728245144988
"Q8N344_IDR_97_194",0.334046032113585
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.342527858400543
"Q8N365_IDR_198_243",0.345450735755789
"Q8N365_IDR_300_385",0.312021405843668
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.300324681734817
"Q8N392_IDR_19_78",0.290452796163834
"Q8N392_IDR_538_572",0.409222522101349
"Q8N393_IDR_63_241",0.485268709659268
"Q8N3C7_IDR_352_480",0.3413193649652
"Q8N3C7_IDR_556_618",0.332629713415398
"Q8N3D4_IDR_1081_1132",0.263374084121446
"Q8N3D4_IDR_1138_1370",0.235814961014133
"Q8N3D4_IDR_120_150",0.244610216740394
"Q8N3D4_IDR_161_1074",0.256200738124027
"Q8N3E9_IDR_1_55",0.460908777322178
"Q8N3E9_IDR_486_519",0.539091222677822
"Q8N3F8_IDR_111_159",0.28824688742014
"Q8N3F8_IDR_219_677",0.300882317757433
"Q8N3F8_IDR_821_863",0.410870794822426
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.540912544745224
"Q8N3J2_IDR_47_77",0.459087455254776
"Q8N3J3_IDR_1_444",0.473356284984432
"Q8N3J3_IDR_577_647",0.526643715015568
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.49052168928079
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.32538964227273
"Q8N3Z6_IDR_384_543",0.67461035772727
"Q8N412_IDR_1_162",0.480519983004506
"Q8N412_IDR_268_303",0.519480016995494
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.477039616923495
"Q8N441_IDR_403_446",0.522960383076505
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.499269796307774
"Q8N448_IDR_425_459",0.500730203692226
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.446766117410907
"Q8N4L4_IDR_63_309",0.553233882589093
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.481810420611962
"Q8N4N8_IDR_84_180",0.518189579388038
"Q8N4P6_IDR_1_53",0.440911250419004
"Q8N4P6_IDR_333_439",0.559088749580996
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.507029417753147
"Q8N4S9_IDR_368_436",0.492970582246853
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.304398924806477
"Q8N573_IDR_148_203",0.306006186012315
"Q8N573_IDR_1_67",0.336520320248201
"Q8N573_IDR_281_586",0.357473493739485
"Q8N587_IDR_1_45",0.502284972854916
"Q8N587_IDR_52_190",0.497715027145084
"Q8N594_IDR_169_234",0.504493318774459
"Q8N594_IDR_1_72",0.495506681225541
"Q8N5A5_IDR_270_367",0.304175751956805
"Q8N5A5_IDR_369_466",0.392813148810823
"Q8N5A5_IDR_64_126",0.303011099232372
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.599563280081342
"Q8N5C6_IDR_789_819",0.400436719918658
"Q8N5C7_IDR_1_33",0.447171927989311
"Q8N5C7_IDR_165_195",0.552828072010689
"Q8N5C8_IDR_48_533",0.441990652752387
"Q8N5C8_IDR_618_684",0.558009347247613
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.486875567661081
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.44555522051989
"Q8N5U6_IDR_406_501",0.247958393764143
"Q8N5U6_IDR_603_799",0.306486385715967
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.423248495446097
"Q8N5Y2_IDR_93_168",0.576751504553903
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.486921789015916
"Q8N612_IDR_835_915",0.513078210984084
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.457064973066248
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.491454386741042
"Q8N6P7_IDR_409_480",0.508545613258958
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.333296239587738
"Q8N6U8_IDR_350_455",0.306082932629217
"Q8N6U8_IDR_496_529",0.360620827783045
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.533376203815144
"Q8N7G0_IDR_264_328",0.335966916957203
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.464638110004392
"Q8N7P1_IDR_505_536",0.535361889995608
"Q8N7R1_IDR_1_139",0.481755848185444
"Q8N7R1_IDR_144_296",0.518244151814556
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.127089935559582
"Q8N7X0_IDR_1_41",0.130226947617635
"Q8N7X0_IDR_305_407",0.179739490749422
"Q8N7X0_IDR_524_627",0.110774702731083
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.489312672063662
"Q8N878_IDR_333_499",0.510687327936338
"Q8N883_IDR_552_585",0.511812558042295
"Q8N883_IDR_61_245",0.488187441957705
"Q8N895_IDR_1_308",0.320273051549967
"Q8N895_IDR_372_422",0.339012767845618
"Q8N895_IDR_480_718",0.340714180604415
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.432685090811287
"Q8N8E2_IDR_479_541",0.567314909188713
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.443377292588084
"Q8N8G2_IDR_20_76",0.556622707411916
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.4820593447
"Q8N8R5_IDR_204_247",0.5179406553
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.495985445656439
"Q8N8U3_IDR_397_427",0.504014554343561
"Q8N8V4_IDR_157_233",0.474252495897768
"Q8N8V4_IDR_237_343",0.525747504102231
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.505324607866838
"Q8N8Z6_IDR_416_715",0.494675392133162
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.344234860259802
"Q8N9B5_IDR_940_988",0.326159709193998
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.359517210707131
"Q8N9I0_IDR_88_138",0.640482789292869
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.501565453289095
"Q8N9K5_IDR_1_36",0.498434546710905
"Q8N9L1_IDR_1_63",0.45359235560159
"Q8N9L1_IDR_277_334",0.54640764439841
"Q8N9M1_IDR_107_422",0.534923463646543
"Q8N9M1_IDR_1_49",0.465076536353457
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.32144582893439
"Q8N9N5_IDR_1_47",0.360564478384927
"Q8N9N5_IDR_321_374",0.317989692680683
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.467635160092994
"Q8N9R8_IDR_377_411",0.532364839907006
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.52342328232097
"Q8N9Z0_IDR_77_172",1
