"","GO0000226_microtubule_cytoskeleton_organization"
"Q8N137_IDR_442_797",0.362955108713611
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.469922762464655
"Q8N196_IDR_235_739",0.530077237535345
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.483074406829156
"Q8N1C3_IDR_361_403",0.516925593170844
"Q8N1F8_IDR_334_534",0.519495738414593
"Q8N1F8_IDR_723_773",0.480504261585407
"Q8N1G0_IDR_1158_1198",0.190878515519855
"Q8N1G0_IDR_1_85",0.23069255590318
"Q8N1G0_IDR_608_672",0.210826766171848
"Q8N1G0_IDR_861_1155",0.175837036560461
"Q8N1G0_IDR_87_504",0.191765125844657
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.457515295118941
"Q8N228_IDR_1_90",0.531053429251468
"Q8N228_IDR_210_341",0.468946570748532
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.420414422463606
"Q8N2C3_IDR_165_214",0.579585577536394
"Q8N2C7_IDR_1300_1451",0.0919959152490321
"Q8N2C7_IDR_1507_1554",0.0999375277918767
"Q8N2C7_IDR_1770_1837",0.105446935448386
"Q8N2C7_IDR_241_322",0.0853959641017332
"Q8N2C7_IDR_2428_2474",0.0964113220489925
"Q8N2C7_IDR_2755_2786",0.101675993253437
"Q8N2C7_IDR_2912_3214",0.130451138780674
"Q8N2C7_IDR_363_584",0.108746185923409
"Q8N2C7_IDR_693_781",0.078462275514455
"Q8N2C7_IDR_963_1171",0.101476741888005
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.368312362873345
"Q8N302_IDR_522_621",0.321380963765515
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.49532896226209
"Q8N309_IDR_506_549",0.50467103773791
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.362367874775217
"Q8N344_IDR_348_473",0.287404562322934
"Q8N344_IDR_97_194",0.350227562901849
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.310120513343033
"Q8N365_IDR_198_243",0.37278073844124
"Q8N365_IDR_300_385",0.317098748215727
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.398014512496466
"Q8N392_IDR_19_78",0.264995332978759
"Q8N392_IDR_538_572",0.336990154524775
"Q8N393_IDR_63_241",0.510059748272301
"Q8N3C7_IDR_352_480",0.340382355949237
"Q8N3C7_IDR_556_618",0.27187359250694
"Q8N3D4_IDR_1081_1132",0.239944634209008
"Q8N3D4_IDR_1138_1370",0.236628516310155
"Q8N3D4_IDR_120_150",0.258770871572692
"Q8N3D4_IDR_161_1074",0.264655977908145
"Q8N3E9_IDR_1_55",0.463008767057199
"Q8N3E9_IDR_486_519",0.536991232942801
"Q8N3F8_IDR_111_159",0.348741635199099
"Q8N3F8_IDR_219_677",0.303747975221004
"Q8N3F8_IDR_821_863",0.347510389579897
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.527915772300803
"Q8N3J2_IDR_47_77",0.472084227699197
"Q8N3J3_IDR_1_444",0.475968537921716
"Q8N3J3_IDR_577_647",0.524031462078284
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.665373395150461
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.51601143921469
"Q8N3Z6_IDR_384_543",0.48398856078531
"Q8N412_IDR_1_162",0.484415113919891
"Q8N412_IDR_268_303",0.515584886080109
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.510599823003477
"Q8N441_IDR_403_446",0.489400176996523
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.487278014870947
"Q8N448_IDR_425_459",0.512721985129053
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.500752633647731
"Q8N4L4_IDR_63_309",0.499247366352269
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.497781141375196
"Q8N4N8_IDR_84_180",0.502218858624804
"Q8N4P6_IDR_1_53",0.466533031240142
"Q8N4P6_IDR_333_439",0.533466968759858
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.404879074092286
"Q8N4S9_IDR_368_436",0.595120925907714
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.362793856946578
"Q8N573_IDR_148_203",0.259593635945435
"Q8N573_IDR_1_67",0.232696685542633
"Q8N573_IDR_281_586",0.507709678511933
"Q8N587_IDR_1_45",0.50739620014182
"Q8N587_IDR_52_190",0.49260379985818
"Q8N594_IDR_169_234",0.550366244703286
"Q8N594_IDR_1_72",0.449633755296714
"Q8N5A5_IDR_270_367",0.300999501573149
"Q8N5A5_IDR_369_466",0.320633589258188
"Q8N5A5_IDR_64_126",0.378366909168663
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.531021641738523
"Q8N5C6_IDR_789_819",0.468978358261477
"Q8N5C7_IDR_1_33",0.525595929869978
"Q8N5C7_IDR_165_195",0.474404070130022
"Q8N5C8_IDR_48_533",0.491674241990696
"Q8N5C8_IDR_618_684",0.508325758009304
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.524993982025565
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.279745735887036
"Q8N5U6_IDR_406_501",0.369231132010891
"Q8N5U6_IDR_603_799",0.351023132102073
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.425504081714441
"Q8N5Y2_IDR_93_168",0.574495918285559
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.478946483239295
"Q8N612_IDR_835_915",0.521053516760705
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.509700732771829
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.51296379970063
"Q8N6P7_IDR_409_480",0.487036200299371
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.333409039738092
"Q8N6U8_IDR_350_455",0.326044593825004
"Q8N6U8_IDR_496_529",0.340546366436904
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.508421245445615
"Q8N7G0_IDR_264_328",0.328474620833576
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.472810752748075
"Q8N7P1_IDR_505_536",0.527189247251925
"Q8N7R1_IDR_1_139",0.49979260499259
"Q8N7R1_IDR_144_296",0.50020739500741
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.136735998623869
"Q8N7X0_IDR_1_41",0.128526309809336
"Q8N7X0_IDR_305_407",0.152653967557018
"Q8N7X0_IDR_524_627",0.156824364870759
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.497226442536221
"Q8N878_IDR_333_499",0.502773557463779
"Q8N883_IDR_552_585",0.478464878716818
"Q8N883_IDR_61_245",0.521535121283182
"Q8N895_IDR_1_308",0.303990663734117
"Q8N895_IDR_372_422",0.340401119845979
"Q8N895_IDR_480_718",0.355608216419904
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.467261713861107
"Q8N8E2_IDR_479_541",0.532738286138893
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.500098568613157
"Q8N8G2_IDR_20_76",0.499901431386843
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.479287106029656
"Q8N8R5_IDR_204_247",0.520712893970344
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.60072288928423
"Q8N8U3_IDR_397_427",0.39927711071577
"Q8N8V4_IDR_157_233",0.461730720897262
"Q8N8V4_IDR_237_343",0.538269279102738
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.483610837571487
"Q8N8Z6_IDR_416_715",0.516389162428513
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.434336631865645
"Q8N9B5_IDR_940_988",0.304505390318637
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.516481590545104
"Q8N9I0_IDR_88_138",0.483518409454896
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.506714240960068
"Q8N9K5_IDR_1_36",0.493285759039932
"Q8N9L1_IDR_1_63",0.490526102654989
"Q8N9L1_IDR_277_334",0.509473897345011
"Q8N9M1_IDR_107_422",0.561894936198248
"Q8N9M1_IDR_1_49",0.438105063801752
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.345986057686406
"Q8N9N5_IDR_1_47",0.334607588580835
"Q8N9N5_IDR_321_374",0.319406353732759
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.522657535825004
"Q8N9R8_IDR_377_411",0.477342464174996
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.484263592328232
