"","GO0008017_microtubule_binding"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.517016910463474
"Q8N196_IDR_235_739",0.482983089536527
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.491315897420983
"Q8N1C3_IDR_361_403",0.508684102579017
"Q8N1F8_IDR_334_534",0.514995490482367
"Q8N1F8_IDR_723_773",0.485004509517633
"Q8N1G0_IDR_1158_1198",0.190710127120794
"Q8N1G0_IDR_1_85",0.203728896910252
"Q8N1G0_IDR_608_672",0.196225731612195
"Q8N1G0_IDR_861_1155",0.206738166345951
"Q8N1G0_IDR_87_504",0.202597078010807
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.467483845753702
"Q8N228_IDR_1_90",0.511163169796589
"Q8N228_IDR_210_341",0.488836830203411
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.469260369117493
"Q8N2C3_IDR_165_214",0.530739630882507
"Q8N2C7_IDR_1300_1451",0.103048593825418
"Q8N2C7_IDR_1507_1554",0.10874253099213
"Q8N2C7_IDR_1770_1837",0.0980127839269718
"Q8N2C7_IDR_241_322",0.0911838591986915
"Q8N2C7_IDR_2428_2474",0.0934385886622443
"Q8N2C7_IDR_2755_2786",0.0978850475583662
"Q8N2C7_IDR_2912_3214",0.121522902444638
"Q8N2C7_IDR_363_584",0.103113733168374
"Q8N2C7_IDR_693_781",0.0848072019993793
"Q8N2C7_IDR_963_1171",0.0982447582237865
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.374019671925808
"Q8N302_IDR_522_621",0.319860674574674
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.462946018357029
"Q8N309_IDR_506_549",0.537053981642971
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.330829086788204
"Q8N344_IDR_348_473",0.312659831889979
"Q8N344_IDR_97_194",0.356511081321817
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.322805449616641
"Q8N365_IDR_198_243",0.353895415750559
"Q8N365_IDR_300_385",0.3232991346328
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.35081756037692
"Q8N392_IDR_19_78",0.284271710309755
"Q8N392_IDR_538_572",0.364910729313325
"Q8N393_IDR_63_241",0.483963936740004
"Q8N3C7_IDR_352_480",0.368792933930258
"Q8N3C7_IDR_556_618",0.298241090701057
"Q8N3D4_IDR_1081_1132",0.2390884994393
"Q8N3D4_IDR_1138_1370",0.260838812093877
"Q8N3D4_IDR_120_150",0.272696105209739
"Q8N3D4_IDR_161_1074",0.227376583257085
"Q8N3E9_IDR_1_55",0.496946102366103
"Q8N3E9_IDR_486_519",0.503053897633897
"Q8N3F8_IDR_111_159",0.328902968235345
"Q8N3F8_IDR_219_677",0.310109049016721
"Q8N3F8_IDR_821_863",0.360987982747934
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.524324100323363
"Q8N3J2_IDR_47_77",0.475675899676637
"Q8N3J3_IDR_1_444",0.515911968745627
"Q8N3J3_IDR_577_647",0.484088031254373
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.74719861930589
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.451779158952928
"Q8N3Z6_IDR_384_543",0.548220841047072
"Q8N412_IDR_1_162",0.480760344239
"Q8N412_IDR_268_303",0.519239655761001
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.492133782886848
"Q8N441_IDR_403_446",0.507866217113152
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.492755630115644
"Q8N448_IDR_425_459",0.507244369884356
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.47409141436535
"Q8N4L4_IDR_63_309",0.52590858563465
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.479566604895749
"Q8N4N8_IDR_84_180",0.520433395104251
"Q8N4P6_IDR_1_53",0.480011041367787
"Q8N4P6_IDR_333_439",0.519988958632213
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.45485444792219
"Q8N4S9_IDR_368_436",0.54514555207781
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.343742561798382
"Q8N573_IDR_148_203",0.311270811977092
"Q8N573_IDR_1_67",0.314777272275991
"Q8N573_IDR_281_586",0.373951915746917
"Q8N587_IDR_1_45",0.496558525540908
"Q8N587_IDR_52_190",0.503441474459092
"Q8N594_IDR_169_234",0.517169718478333
"Q8N594_IDR_1_72",0.482830281521667
"Q8N5A5_IDR_270_367",0.311054182856686
"Q8N5A5_IDR_369_466",0.37055012321189
"Q8N5A5_IDR_64_126",0.318395693931424
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.610813017137862
"Q8N5C6_IDR_789_819",0.389186982862138
"Q8N5C7_IDR_1_33",0.494403090302613
"Q8N5C7_IDR_165_195",0.505596909697387
"Q8N5C8_IDR_48_533",0.473431176691644
"Q8N5C8_IDR_618_684",0.526568823308356
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.528412354836829
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.321660209875771
"Q8N5U6_IDR_406_501",0.33610508273403
"Q8N5U6_IDR_603_799",0.3422347073902
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.464200611765726
"Q8N5Y2_IDR_93_168",0.535799388234274
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.467954118906211
"Q8N612_IDR_835_915",0.532045881093789
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.489921646181209
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.509438242049021
"Q8N6P7_IDR_409_480",0.490561757950979
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.327001032043112
"Q8N6U8_IDR_350_455",0.328626570920484
"Q8N6U8_IDR_496_529",0.344372397036404
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.506232836862236
"Q8N7G0_IDR_264_328",0.337507922234183
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.466785668526071
"Q8N7P1_IDR_505_536",0.533214331473929
"Q8N7R1_IDR_1_139",0.490540552202463
"Q8N7R1_IDR_144_296",0.509459447797537
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.141034655538017
"Q8N7X0_IDR_1_41",0.138417085302246
"Q8N7X0_IDR_305_407",0.158857126208259
"Q8N7X0_IDR_524_627",0.133129536536888
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.500746974183249
"Q8N878_IDR_333_499",0.499253025816752
"Q8N883_IDR_552_585",0.497405719931563
"Q8N883_IDR_61_245",0.502594280068437
"Q8N895_IDR_1_308",0.320890512126894
"Q8N895_IDR_372_422",0.332560022428783
"Q8N895_IDR_480_718",0.346549465444323
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.500617136014873
"Q8N8E2_IDR_479_541",0.499382863985127
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.474386233492499
"Q8N8G2_IDR_20_76",0.525613766507501
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.47517511364183
"Q8N8R5_IDR_204_247",0.52482488635817
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.517596426046981
"Q8N8U3_IDR_397_427",0.482403573953019
"Q8N8V4_IDR_157_233",0.520811673305625
"Q8N8V4_IDR_237_343",0.479188326694375
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.500607650399853
"Q8N8Z6_IDR_416_715",0.499392349600147
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.512297698768734
"Q8N9B5_IDR_940_988",0.242877393192809
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.490284314157606
"Q8N9I0_IDR_88_138",0.509715685842394
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.505135652346234
"Q8N9K5_IDR_1_36",0.494864347653766
"Q8N9L1_IDR_1_63",0.471250222453222
"Q8N9L1_IDR_277_334",0.528749777546779
"Q8N9M1_IDR_107_422",0.589787072606137
"Q8N9M1_IDR_1_49",0.410212927393863
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.339251257689239
"Q8N9N5_IDR_1_47",0.329864337608655
"Q8N9N5_IDR_321_374",0.330884404702106
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.506317543169549
"Q8N9R8_IDR_377_411",0.493682456830451
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.497114343462004
"Q8N9Z0_IDR_77_172",1
