"","GO0030546_signaling_receptor_activator_activity"
"Q8N137_IDR_442_797",0.341539405351913
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.410233075854561
"Q8N196_IDR_235_739",0.589766924145439
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.530505751730264
"Q8N1C3_IDR_361_403",0.469494248269736
"Q8N1F8_IDR_334_534",0.496620723918148
"Q8N1F8_IDR_723_773",0.503379276081852
"Q8N1G0_IDR_1158_1198",0.204018546171802
"Q8N1G0_IDR_1_85",0.193892987020749
"Q8N1G0_IDR_608_672",0.217559007168069
"Q8N1G0_IDR_861_1155",0.188936512289305
"Q8N1G0_IDR_87_504",0.195592947350075
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.614498717706943
"Q8N228_IDR_1_90",0.546916009923616
"Q8N228_IDR_210_341",0.453083990076384
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.49565110829234
"Q8N2C3_IDR_165_214",0.50434889170766
"Q8N2C7_IDR_1300_1451",0.110307307248947
"Q8N2C7_IDR_1507_1554",0.099919049349584
"Q8N2C7_IDR_1770_1837",0.0971680682075288
"Q8N2C7_IDR_241_322",0.0952662379742838
"Q8N2C7_IDR_2428_2474",0.102290879600092
"Q8N2C7_IDR_2755_2786",0.103070232968904
"Q8N2C7_IDR_2912_3214",0.100192290220524
"Q8N2C7_IDR_363_584",0.0985939854807205
"Q8N2C7_IDR_693_781",0.090149431087539
"Q8N2C7_IDR_963_1171",0.103042517861877
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.30869428333635
"Q8N302_IDR_522_621",0.348064619064808
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.484437389343036
"Q8N309_IDR_506_549",0.515562610656964
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.330733454490572
"Q8N344_IDR_348_473",0.345204244919411
"Q8N344_IDR_97_194",0.324062300590017
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.315883540792779
"Q8N365_IDR_198_243",0.341989133767441
"Q8N365_IDR_300_385",0.342127325439781
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.33022405408736
"Q8N392_IDR_19_78",0.323716320461516
"Q8N392_IDR_538_572",0.346059625451123
"Q8N393_IDR_63_241",0.489062790904009
"Q8N3C7_IDR_352_480",0.298723472671879
"Q8N3C7_IDR_556_618",0.318304519507825
"Q8N3D4_IDR_1081_1132",0.259584730384571
"Q8N3D4_IDR_1138_1370",0.242324477384441
"Q8N3D4_IDR_120_150",0.274073299743318
"Q8N3D4_IDR_161_1074",0.22401749248767
"Q8N3E9_IDR_1_55",0.536130969597641
"Q8N3E9_IDR_486_519",0.463869030402359
"Q8N3F8_IDR_111_159",0.330504179585575
"Q8N3F8_IDR_219_677",0.306066008211888
"Q8N3F8_IDR_821_863",0.363429812202537
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.495254432270938
"Q8N3J2_IDR_47_77",0.504745567729062
"Q8N3J3_IDR_1_444",0.456741027153257
"Q8N3J3_IDR_577_647",0.543258972846743
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.556108505799153
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.480708872137128
"Q8N3Z6_IDR_384_543",0.519291127862872
"Q8N412_IDR_1_162",0.473737403585471
"Q8N412_IDR_268_303",0.526262596414529
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.552540370699279
"Q8N441_IDR_403_446",0.447459629300721
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.465087866598019
"Q8N448_IDR_425_459",0.534912133401981
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.512674047028195
"Q8N4L4_IDR_63_309",0.487325952971805
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.448174554217063
"Q8N4N8_IDR_84_180",0.551825445782937
"Q8N4P6_IDR_1_53",0.500950301030013
"Q8N4P6_IDR_333_439",0.499049698969987
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.481338226249088
"Q8N4S9_IDR_368_436",0.518661773750912
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.339929454533249
"Q8N573_IDR_148_203",0.351193981474144
"Q8N573_IDR_1_67",0.339234578238636
"Q8N573_IDR_281_586",0.30957144028722
"Q8N587_IDR_1_45",0.490527359171697
"Q8N587_IDR_52_190",0.509472640828303
"Q8N594_IDR_169_234",0.478736653489586
"Q8N594_IDR_1_72",0.521263346510414
"Q8N5A5_IDR_270_367",0.322868547315175
"Q8N5A5_IDR_369_466",0.387601768475873
"Q8N5A5_IDR_64_126",0.289529684208952
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.46845907277744
"Q8N5C6_IDR_789_819",0.53154092722256
"Q8N5C7_IDR_1_33",0.499134951525137
"Q8N5C7_IDR_165_195",0.500865048474863
"Q8N5C8_IDR_48_533",0.496760154979683
"Q8N5C8_IDR_618_684",0.503239845020317
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.516667519672864
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.328014118060955
"Q8N5U6_IDR_406_501",0.321900790690705
"Q8N5U6_IDR_603_799",0.35008509124834
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.533429197113682
"Q8N5Y2_IDR_93_168",0.466570802886318
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.461371100782671
"Q8N612_IDR_835_915",0.538628899217329
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.500692418791161
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.491934885698337
"Q8N6P7_IDR_409_480",0.508065114301663
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.327000216742606
"Q8N6U8_IDR_350_455",0.338946239151346
"Q8N6U8_IDR_496_529",0.334053544106048
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.492796722512762
"Q8N7G0_IDR_264_328",0.33402850057924
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.507047691635988
"Q8N7P1_IDR_505_536",0.492952308364012
"Q8N7R1_IDR_1_139",0.546092828925592
"Q8N7R1_IDR_144_296",0.453907171074408
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.139856463505557
"Q8N7X0_IDR_1_41",0.145286438034606
"Q8N7X0_IDR_305_407",0.139122119486313
"Q8N7X0_IDR_524_627",0.154364298776006
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.52113918246304
"Q8N878_IDR_333_499",0.47886081753696
"Q8N883_IDR_552_585",0.511659097860899
"Q8N883_IDR_61_245",0.488340902139101
"Q8N895_IDR_1_308",0.366253655029116
"Q8N895_IDR_372_422",0.327118681347957
"Q8N895_IDR_480_718",0.306627663622928
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.52986014846837
"Q8N8E2_IDR_479_541",0.47013985153163
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.495965079335047
"Q8N8G2_IDR_20_76",0.504034920664953
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.578982109835026
"Q8N8R5_IDR_204_247",0.421017890164974
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.524679890775941
"Q8N8U3_IDR_397_427",0.475320109224059
"Q8N8V4_IDR_157_233",0.540037473135206
"Q8N8V4_IDR_237_343",0.459962526864794
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.561425994231188
"Q8N8Z6_IDR_416_715",0.438574005768812
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.339906358862423
"Q8N9B5_IDR_940_988",0.325175494555724
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.51250573236852
"Q8N9I0_IDR_88_138",0.48749426763148
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.508863384815631
"Q8N9K5_IDR_1_36",0.491136615184369
"Q8N9L1_IDR_1_63",0.509205203078276
"Q8N9L1_IDR_277_334",0.490794796921724
"Q8N9M1_IDR_107_422",0.466795611958114
"Q8N9M1_IDR_1_49",0.533204388041886
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.343257413699458
"Q8N9N5_IDR_1_47",0.323852281882599
"Q8N9N5_IDR_321_374",0.332890304417943
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.493318235326366
"Q8N9R8_IDR_377_411",0.506681764673634
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.484864624745376
"Q8N9Z0_IDR_77_172",1
