"","GO0005681_spliceosomal_complex"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.531478896152211
"Q8N196_IDR_235_739",0.468521103847789
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.496148944660599
"Q8N1C3_IDR_361_403",0.503851055339401
"Q8N1F8_IDR_334_534",0.497529670904583
"Q8N1F8_IDR_723_773",0.502470329095417
"Q8N1G0_IDR_1158_1198",0.202950341510291
"Q8N1G0_IDR_1_85",0.200487808320372
"Q8N1G0_IDR_608_672",0.1853560627912
"Q8N1G0_IDR_861_1155",0.222371231446142
"Q8N1G0_IDR_87_504",0.188834555931994
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.465276253646183
"Q8N228_IDR_1_90",0.50212509517575
"Q8N228_IDR_210_341",0.49787490482425
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.485810956814368
"Q8N2C3_IDR_165_214",0.514189043185632
"Q8N2C7_IDR_1300_1451",0.0992813076345554
"Q8N2C7_IDR_1507_1554",0.11009817282018
"Q8N2C7_IDR_1770_1837",0.0994948101542783
"Q8N2C7_IDR_241_322",0.0934963654734978
"Q8N2C7_IDR_2428_2474",0.100490086101513
"Q8N2C7_IDR_2755_2786",0.102555159276666
"Q8N2C7_IDR_2912_3214",0.092015694030643
"Q8N2C7_IDR_363_584",0.0992860524881195
"Q8N2C7_IDR_693_781",0.107950913674513
"Q8N2C7_IDR_963_1171",0.0953314383460327
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.388189988120655
"Q8N302_IDR_522_621",0.314877180425953
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.401078749876791
"Q8N309_IDR_506_549",0.598921250123209
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.329991068585656
"Q8N344_IDR_348_473",0.334862147080256
"Q8N344_IDR_97_194",0.335146784334088
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.348331884183648
"Q8N365_IDR_198_243",0.332173872612401
"Q8N365_IDR_300_385",0.319494243203951
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.311433833210019
"Q8N392_IDR_19_78",0.306654602004066
"Q8N392_IDR_538_572",0.381911564785914
"Q8N393_IDR_63_241",0.490329371334577
"Q8N3C7_IDR_352_480",0.336703320165718
"Q8N3C7_IDR_556_618",0.316760119539164
"Q8N3D4_IDR_1081_1132",0.262769125484738
"Q8N3D4_IDR_1138_1370",0.238867173020274
"Q8N3D4_IDR_120_150",0.251066284006417
"Q8N3D4_IDR_161_1074",0.247297417488571
"Q8N3E9_IDR_1_55",0.449221874323724
"Q8N3E9_IDR_486_519",0.550778125676276
"Q8N3F8_IDR_111_159",0.328121871279451
"Q8N3F8_IDR_219_677",0.330068862666983
"Q8N3F8_IDR_821_863",0.341809266053566
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.508378213612827
"Q8N3J2_IDR_47_77",0.491621786387173
"Q8N3J3_IDR_1_444",0.484913305582744
"Q8N3J3_IDR_577_647",0.515086694417256
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.484959179260563
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.334978639434444
"Q8N3Z6_IDR_384_543",0.665021360565556
"Q8N412_IDR_1_162",0.492962224316973
"Q8N412_IDR_268_303",0.507037775683027
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.478469444551935
"Q8N441_IDR_403_446",0.521530555448065
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.507201961990167
"Q8N448_IDR_425_459",0.492798038009833
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.481069433077178
"Q8N4L4_IDR_63_309",0.518930566922822
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.494587618322246
"Q8N4N8_IDR_84_180",0.505412381677754
"Q8N4P6_IDR_1_53",0.480553884211541
"Q8N4P6_IDR_333_439",0.519446115788459
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.498218326803599
"Q8N4S9_IDR_368_436",0.501781673196401
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.32547671329532
"Q8N573_IDR_148_203",0.334759300112451
"Q8N573_IDR_1_67",0.333843044719402
"Q8N573_IDR_281_586",0.331397655168147
"Q8N587_IDR_1_45",0.504387961195944
"Q8N587_IDR_52_190",0.495612038804056
"Q8N594_IDR_169_234",0.527572035623435
"Q8N594_IDR_1_72",0.472427964376565
"Q8N5A5_IDR_270_367",0.329993084412148
"Q8N5A5_IDR_369_466",0.315194269139618
"Q8N5A5_IDR_64_126",0.354812646448233
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.526591613848686
"Q8N5C6_IDR_789_819",0.473408386151314
"Q8N5C7_IDR_1_33",0.48171835005713
"Q8N5C7_IDR_165_195",0.51828164994287
"Q8N5C8_IDR_48_533",0.470776935328972
"Q8N5C8_IDR_618_684",0.529223064671028
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.5020397737732
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.38279520545853
"Q8N5U6_IDR_406_501",0.282845069383628
"Q8N5U6_IDR_603_799",0.334359725157842
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.453594180135439
"Q8N5Y2_IDR_93_168",0.546405819864561
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.521609958658144
"Q8N612_IDR_835_915",0.478390041341856
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.29939242740025
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.497514682686386
"Q8N6P7_IDR_409_480",0.502485317313614
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.334911918549172
"Q8N6U8_IDR_350_455",0.314925506146816
"Q8N6U8_IDR_496_529",0.350162575304012
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.526014643529923
"Q8N7G0_IDR_264_328",0.343505529687783
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.474285158579898
"Q8N7P1_IDR_505_536",0.525714841420102
"Q8N7R1_IDR_1_139",0.477709633574025
"Q8N7R1_IDR_144_296",0.522290366425976
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.127652979934568
"Q8N7X0_IDR_1_41",0.132485298643874
"Q8N7X0_IDR_305_407",0.167160094207821
"Q8N7X0_IDR_524_627",0.121200329550698
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.504115629983903
"Q8N878_IDR_333_499",0.495884370016097
"Q8N883_IDR_552_585",0.505287641835569
"Q8N883_IDR_61_245",0.494712358164431
"Q8N895_IDR_1_308",0.326152847199885
"Q8N895_IDR_372_422",0.332186519450387
"Q8N895_IDR_480_718",0.341660633349728
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.460527714155205
"Q8N8E2_IDR_479_541",0.539472285844795
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.45821668953844
"Q8N8G2_IDR_20_76",0.54178331046156
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.481653177682005
"Q8N8R5_IDR_204_247",0.518346822317995
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.503759592490204
"Q8N8U3_IDR_397_427",0.496240407509796
"Q8N8V4_IDR_157_233",0.468311139327494
"Q8N8V4_IDR_237_343",0.531688860672506
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.507737399610616
"Q8N8Z6_IDR_416_715",0.492262600389384
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.303331587509779
"Q8N9B5_IDR_940_988",0.360534040430627
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.439216310543339
"Q8N9I0_IDR_88_138",0.560783689456661
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.497072856245913
"Q8N9K5_IDR_1_36",0.502927143754087
"Q8N9L1_IDR_1_63",0.461653559717779
"Q8N9L1_IDR_277_334",0.538346440282221
"Q8N9M1_IDR_107_422",0.51052004880984
"Q8N9M1_IDR_1_49",0.48947995119016
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.328762276297798
"Q8N9N5_IDR_1_47",0.348448053786145
"Q8N9N5_IDR_321_374",0.322789669916057
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.487934911306135
"Q8N9R8_IDR_377_411",0.512065088693865
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.49181296015805
"Q8N9Z0_IDR_77_172",1
