"","GO0006900_vesicle_budding_from_membrane"
"Q8N137_IDR_442_797",0.325320897749067
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.388982615658359
"Q8N196_IDR_235_739",0.611017384341641
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.52571684872072
"Q8N1C3_IDR_361_403",0.47428315127928
"Q8N1F8_IDR_334_534",0.495890553850771
"Q8N1F8_IDR_723_773",0.504109446149229
"Q8N1G0_IDR_1158_1198",0.187236805430004
"Q8N1G0_IDR_1_85",0.22429854327463
"Q8N1G0_IDR_608_672",0.215726016378462
"Q8N1G0_IDR_861_1155",0.166788396035143
"Q8N1G0_IDR_87_504",0.205950238881761
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.501415757832747
"Q8N228_IDR_1_90",0.512251694030895
"Q8N228_IDR_210_341",0.487748305969105
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.507790298860575
"Q8N2C3_IDR_165_214",0.492209701139425
"Q8N2C7_IDR_1300_1451",0.0953650913840883
"Q8N2C7_IDR_1507_1554",0.0959260400232744
"Q8N2C7_IDR_1770_1837",0.100742336794655
"Q8N2C7_IDR_241_322",0.103716708324309
"Q8N2C7_IDR_2428_2474",0.10355965262014
"Q8N2C7_IDR_2755_2786",0.10346636005651
"Q8N2C7_IDR_2912_3214",0.0909677655019943
"Q8N2C7_IDR_363_584",0.0973353590382737
"Q8N2C7_IDR_693_781",0.107314559628981
"Q8N2C7_IDR_963_1171",0.101606126627775
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.329279920559071
"Q8N302_IDR_522_621",0.314392360653738
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.517318841230099
"Q8N309_IDR_506_549",0.482681158769901
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.314170779397045
"Q8N344_IDR_348_473",0.338877824597562
"Q8N344_IDR_97_194",0.346951396005393
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.340422329647916
"Q8N365_IDR_198_243",0.334506021495888
"Q8N365_IDR_300_385",0.325071648856196
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.361442932184854
"Q8N392_IDR_19_78",0.330834891851977
"Q8N392_IDR_538_572",0.307722175963169
"Q8N393_IDR_63_241",0.506722359524784
"Q8N3C7_IDR_352_480",0.34113634500731
"Q8N3C7_IDR_556_618",0.327251435143618
"Q8N3D4_IDR_1081_1132",0.237314841571856
"Q8N3D4_IDR_1138_1370",0.259791319410777
"Q8N3D4_IDR_120_150",0.232311067969327
"Q8N3D4_IDR_161_1074",0.27058277104804
"Q8N3E9_IDR_1_55",0.49852369205617
"Q8N3E9_IDR_486_519",0.50147630794383
"Q8N3F8_IDR_111_159",0.303577076845363
"Q8N3F8_IDR_219_677",0.417903331482489
"Q8N3F8_IDR_821_863",0.278519591672149
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.4658540236381
"Q8N3J2_IDR_47_77",0.5341459763619
"Q8N3J3_IDR_1_444",0.501826918457508
"Q8N3J3_IDR_577_647",0.498173081542492
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.47564880364423
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.550149481528393
"Q8N3Z6_IDR_384_543",0.449850518471607
"Q8N412_IDR_1_162",0.510404444909588
"Q8N412_IDR_268_303",0.489595555090412
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.503667017764246
"Q8N441_IDR_403_446",0.496332982235754
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.51552148816617
"Q8N448_IDR_425_459",0.48447851183383
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.527486949759965
"Q8N4L4_IDR_63_309",0.472513050240036
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.500934338534261
"Q8N4N8_IDR_84_180",0.499065661465739
"Q8N4P6_IDR_1_53",0.501975572080613
"Q8N4P6_IDR_333_439",0.498024427919387
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.55531851823294
"Q8N4S9_IDR_368_436",0.44468148176706
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.367431745094493
"Q8N573_IDR_148_203",0.338432924924265
"Q8N573_IDR_1_67",0.341637808288405
"Q8N573_IDR_281_586",0.319929266787329
"Q8N587_IDR_1_45",0.529122094177668
"Q8N587_IDR_52_190",0.470877905822332
"Q8N594_IDR_169_234",0.488624268435498
"Q8N594_IDR_1_72",0.511375731564502
"Q8N5A5_IDR_270_367",0.340181725470046
"Q8N5A5_IDR_369_466",0.298592436695365
"Q8N5A5_IDR_64_126",0.361225837834589
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.483634466162271
"Q8N5C6_IDR_789_819",0.516365533837729
"Q8N5C7_IDR_1_33",0.507618528985469
"Q8N5C7_IDR_165_195",0.492381471014531
"Q8N5C8_IDR_48_533",0.542887749755434
"Q8N5C8_IDR_618_684",0.457112250244567
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.523555462918576
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.31015745764145
"Q8N5U6_IDR_406_501",0.341075008983101
"Q8N5U6_IDR_603_799",0.348767533375449
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.510810222944825
"Q8N5Y2_IDR_93_168",0.489189777055175
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.518611832763401
"Q8N612_IDR_835_915",0.481388167236599
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.517753074213667
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.501097534044205
"Q8N6P7_IDR_409_480",0.498902465955795
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.32259394403793
"Q8N6U8_IDR_350_455",0.352350881878088
"Q8N6U8_IDR_496_529",0.325055174083981
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.466134845677296
"Q8N7G0_IDR_264_328",0.323642823256101
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.524687572742917
"Q8N7P1_IDR_505_536",0.475312427257083
"Q8N7R1_IDR_1_139",0.521849995872222
"Q8N7R1_IDR_144_296",0.478150004127778
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.142286895407272
"Q8N7X0_IDR_1_41",0.139761322466734
"Q8N7X0_IDR_305_407",0.13874390030859
"Q8N7X0_IDR_524_627",0.160877305508881
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.523276745092516
"Q8N878_IDR_333_499",0.476723254907484
"Q8N883_IDR_552_585",0.513613604191783
"Q8N883_IDR_61_245",0.486386395808217
"Q8N895_IDR_1_308",0.346617872606459
"Q8N895_IDR_372_422",0.334732597115331
"Q8N895_IDR_480_718",0.31864953027821
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.468095735980498
"Q8N8E2_IDR_479_541",0.531904264019502
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.591365267122873
"Q8N8G2_IDR_20_76",0.408634732877127
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.523956269500252
"Q8N8R5_IDR_204_247",0.476043730499748
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.50021607628403
"Q8N8U3_IDR_397_427",0.49978392371597
"Q8N8V4_IDR_157_233",0.492849194116885
"Q8N8V4_IDR_237_343",0.507150805883115
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.503607096119397
"Q8N8Z6_IDR_416_715",0.496392903880603
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.325820193811787
"Q8N9B5_IDR_940_988",0.339347176274857
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.530741870756913
"Q8N9I0_IDR_88_138",0.469258129243087
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.491490232420039
"Q8N9K5_IDR_1_36",0.508509767579961
"Q8N9L1_IDR_1_63",0.504787984788621
"Q8N9L1_IDR_277_334",0.495212015211379
"Q8N9M1_IDR_107_422",0.530065641670637
"Q8N9M1_IDR_1_49",0.469934358329363
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.332075167762269
"Q8N9N5_IDR_1_47",0.334963150648365
"Q8N9N5_IDR_321_374",0.332961681589366
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.512186566524816
"Q8N9R8_IDR_377_411",0.487813433475184
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.47934846453435
"Q8N9Z0_IDR_77_172",1
