"","GO0005815_microtubule_organizing_center"
"Q8N137_IDR_442_797",0.386195316519265
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.499428133679125
"Q8N196_IDR_235_739",0.500571866320875
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.482126937899384
"Q8N1C3_IDR_361_403",0.517873062100616
"Q8N1F8_IDR_334_534",0.489024366385429
"Q8N1F8_IDR_723_773",0.510975633614571
"Q8N1G0_IDR_1158_1198",0.194806273706652
"Q8N1G0_IDR_1_85",0.214099446238967
"Q8N1G0_IDR_608_672",0.210200266580727
"Q8N1G0_IDR_861_1155",0.194356872064069
"Q8N1G0_IDR_87_504",0.186537141409585
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.475186896344609
"Q8N228_IDR_1_90",0.509477029082069
"Q8N228_IDR_210_341",0.490522970917931
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.47213204005755
"Q8N2C3_IDR_165_214",0.52786795994245
"Q8N2C7_IDR_1300_1451",0.0900510954752697
"Q8N2C7_IDR_1507_1554",0.106010466517237
"Q8N2C7_IDR_1770_1837",0.101669607120486
"Q8N2C7_IDR_241_322",0.0931108391575715
"Q8N2C7_IDR_2428_2474",0.0954949158823547
"Q8N2C7_IDR_2755_2786",0.101755074735624
"Q8N2C7_IDR_2912_3214",0.124487811050751
"Q8N2C7_IDR_363_584",0.104201931933628
"Q8N2C7_IDR_693_781",0.0856614902083001
"Q8N2C7_IDR_963_1171",0.0975567679187784
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.334687984097982
"Q8N302_IDR_522_621",0.341993244814616
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.466378366280646
"Q8N309_IDR_506_549",0.533621633719354
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.354283618546549
"Q8N344_IDR_348_473",0.304621410298658
"Q8N344_IDR_97_194",0.341094971154792
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.317258913165264
"Q8N365_IDR_198_243",0.352911465538912
"Q8N365_IDR_300_385",0.329829621295824
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.370049903672659
"Q8N392_IDR_19_78",0.285603045712501
"Q8N392_IDR_538_572",0.34434705061484
"Q8N393_IDR_63_241",0.522714177193783
"Q8N3C7_IDR_352_480",0.353672620794295
"Q8N3C7_IDR_556_618",0.301733901284627
"Q8N3D4_IDR_1081_1132",0.24000456814284
"Q8N3D4_IDR_1138_1370",0.242288327714328
"Q8N3D4_IDR_120_150",0.265457583798986
"Q8N3D4_IDR_161_1074",0.252249520343845
"Q8N3E9_IDR_1_55",0.490063226355054
"Q8N3E9_IDR_486_519",0.509936773644946
"Q8N3F8_IDR_111_159",0.342257064406119
"Q8N3F8_IDR_219_677",0.301221889142465
"Q8N3F8_IDR_821_863",0.356521046451416
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.537286966283014
"Q8N3J2_IDR_47_77",0.462713033716986
"Q8N3J3_IDR_1_444",0.492987841394888
"Q8N3J3_IDR_577_647",0.507012158605112
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.568089780201097
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.446161902493901
"Q8N3Z6_IDR_384_543",0.553838097506099
"Q8N412_IDR_1_162",0.493999289197326
"Q8N412_IDR_268_303",0.506000710802674
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.50759770911112
"Q8N441_IDR_403_446",0.49240229088888
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.48420644533823
"Q8N448_IDR_425_459",0.515793554661769
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.481536612886931
"Q8N4L4_IDR_63_309",0.518463387113069
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.498664682254704
"Q8N4N8_IDR_84_180",0.501335317745296
"Q8N4P6_IDR_1_53",0.482536948703032
"Q8N4P6_IDR_333_439",0.517463051296968
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.442641369177977
"Q8N4S9_IDR_368_436",0.557358630822023
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.337603310219757
"Q8N573_IDR_148_203",0.283595973179248
"Q8N573_IDR_1_67",0.269435181013918
"Q8N573_IDR_281_586",0.446968845806834
"Q8N587_IDR_1_45",0.476686072544119
"Q8N587_IDR_52_190",0.523313927455881
"Q8N594_IDR_169_234",0.529645626076552
"Q8N594_IDR_1_72",0.470354373923448
"Q8N5A5_IDR_270_367",0.320737429710318
"Q8N5A5_IDR_369_466",0.340393053179627
"Q8N5A5_IDR_64_126",0.338869517110055
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.50794459948808
"Q8N5C6_IDR_789_819",0.49205540051192
"Q8N5C7_IDR_1_33",0.522585578742951
"Q8N5C7_IDR_165_195",0.477414421257049
"Q8N5C8_IDR_48_533",0.474797570668088
"Q8N5C8_IDR_618_684",0.525202429331912
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.529157081603206
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.30639740196873
"Q8N5U6_IDR_406_501",0.336650313126245
"Q8N5U6_IDR_603_799",0.356952284905024
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.46206605364454
"Q8N5Y2_IDR_93_168",0.53793394635546
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.477983475714111
"Q8N612_IDR_835_915",0.522016524285889
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.490701345300965
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.502723911938994
"Q8N6P7_IDR_409_480",0.497276088061006
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.337657504530017
"Q8N6U8_IDR_350_455",0.315233340023222
"Q8N6U8_IDR_496_529",0.347109155446761
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.511083828299016
"Q8N7G0_IDR_264_328",0.332117200425039
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.492360615080947
"Q8N7P1_IDR_505_536",0.507639384919053
"Q8N7R1_IDR_1_139",0.49408690411394
"Q8N7R1_IDR_144_296",0.50591309588606
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.128866169376623
"Q8N7X0_IDR_1_41",0.129603039969633
"Q8N7X0_IDR_305_407",0.173245936193718
"Q8N7X0_IDR_524_627",0.137745262262618
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.508988433995736
"Q8N878_IDR_333_499",0.491011566004264
"Q8N883_IDR_552_585",0.466126064516256
"Q8N883_IDR_61_245",0.533873935483744
"Q8N895_IDR_1_308",0.292356071508878
"Q8N895_IDR_372_422",0.31905180206336
"Q8N895_IDR_480_718",0.388592126427761
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.49333150919244
"Q8N8E2_IDR_479_541",0.50666849080756
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.491778308549478
"Q8N8G2_IDR_20_76",0.508221691450522
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.474977874729715
"Q8N8R5_IDR_204_247",0.525022125270285
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.537734603553433
"Q8N8U3_IDR_397_427",0.462265396446567
"Q8N8V4_IDR_157_233",0.500193651521987
"Q8N8V4_IDR_237_343",0.499806348478013
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.475567649038519
"Q8N8Z6_IDR_416_715",0.524432350961481
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.41580006799081
"Q8N9B5_IDR_940_988",0.292034420077804
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.494094233838047
"Q8N9I0_IDR_88_138",0.505905766161953
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.521210228218223
"Q8N9K5_IDR_1_36",0.478789771781777
"Q8N9L1_IDR_1_63",0.488141010264548
"Q8N9L1_IDR_277_334",0.511858989735452
"Q8N9M1_IDR_107_422",0.533712770713523
"Q8N9M1_IDR_1_49",0.466287229286477
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.333637669160302
"Q8N9N5_IDR_1_47",0.332386527098208
"Q8N9N5_IDR_321_374",0.33397580374149
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.514908468231296
"Q8N9R8_IDR_377_411",0.485091531768704
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.489401352240768
"Q8N9Z0_IDR_77_172",1
