"","GO0004175_endopeptidase_activity"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.534371861477823
"Q8N196_IDR_235_739",0.465628138522177
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.557424869222849
"Q8N1C3_IDR_361_403",0.442575130777151
"Q8N1F8_IDR_334_534",0.491365019337721
"Q8N1F8_IDR_723_773",0.508634980662279
"Q8N1G0_IDR_1158_1198",0.207199197940654
"Q8N1G0_IDR_1_85",0.205434809637727
"Q8N1G0_IDR_608_672",0.204034725529813
"Q8N1G0_IDR_861_1155",0.18764667720145
"Q8N1G0_IDR_87_504",0.195684589690356
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.559781711146092
"Q8N228_IDR_1_90",0.517635300918455
"Q8N228_IDR_210_341",0.482364699081545
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.495887849349497
"Q8N2C3_IDR_165_214",0.504112150650503
"Q8N2C7_IDR_1300_1451",0.102508682315236
"Q8N2C7_IDR_1507_1554",0.104047776915011
"Q8N2C7_IDR_1770_1837",0.101574002956206
"Q8N2C7_IDR_241_322",0.101130409365441
"Q8N2C7_IDR_2428_2474",0.102689749650779
"Q8N2C7_IDR_2755_2786",0.103915289766172
"Q8N2C7_IDR_2912_3214",0.0968222786263384
"Q8N2C7_IDR_363_584",0.100118414347302
"Q8N2C7_IDR_693_781",0.0863893605190431
"Q8N2C7_IDR_963_1171",0.100804035538471
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.305433738082121
"Q8N302_IDR_522_621",0.323756073839087
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.493235235821151
"Q8N309_IDR_506_549",0.506764764178849
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.330275464841008
"Q8N344_IDR_348_473",0.338470482273654
"Q8N344_IDR_97_194",0.331254052885338
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.320155975504978
"Q8N365_IDR_198_243",0.338190067914077
"Q8N365_IDR_300_385",0.341653956580945
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.327593903367799
"Q8N392_IDR_19_78",0.330866675289973
"Q8N392_IDR_538_572",0.341539421342229
"Q8N393_IDR_63_241",0.490648466582764
"Q8N3C7_IDR_352_480",0.321355209992202
"Q8N3C7_IDR_556_618",0.32515359430084
"Q8N3D4_IDR_1081_1132",0.256408814463773
"Q8N3D4_IDR_1138_1370",0.249779518655699
"Q8N3D4_IDR_120_150",0.253783390479858
"Q8N3D4_IDR_161_1074",0.240028276400671
"Q8N3E9_IDR_1_55",0.479107123565077
"Q8N3E9_IDR_486_519",0.520892876434924
"Q8N3F8_IDR_111_159",0.3328808252442
"Q8N3F8_IDR_219_677",0.337082735889953
"Q8N3F8_IDR_821_863",0.330036438865847
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.500363942776012
"Q8N3J2_IDR_47_77",0.499636057223988
"Q8N3J3_IDR_1_444",0.466433539679495
"Q8N3J3_IDR_577_647",0.533566460320505
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.538034419117132
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.494148813563023
"Q8N3Z6_IDR_384_543",0.505851186436977
"Q8N412_IDR_1_162",0.500996040701266
"Q8N412_IDR_268_303",0.499003959298734
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.520414372614801
"Q8N441_IDR_403_446",0.479585627385199
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.502283655984775
"Q8N448_IDR_425_459",0.497716344015225
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.488208074914315
"Q8N4L4_IDR_63_309",0.511791925085685
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.489925845517362
"Q8N4N8_IDR_84_180",0.510074154482638
"Q8N4P6_IDR_1_53",0.503274585110184
"Q8N4P6_IDR_333_439",0.496725414889816
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.492546545133412
"Q8N4S9_IDR_368_436",0.507453454866588
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.350630966291542
"Q8N573_IDR_148_203",0.336503709362548
"Q8N573_IDR_1_67",0.33213340292587
"Q8N573_IDR_281_586",0.331362887711582
"Q8N587_IDR_1_45",0.5052735084693
"Q8N587_IDR_52_190",0.4947264915307
"Q8N594_IDR_169_234",0.491248513785389
"Q8N594_IDR_1_72",0.508751486214611
"Q8N5A5_IDR_270_367",0.323943132971745
"Q8N5A5_IDR_369_466",0.346879545686319
"Q8N5A5_IDR_64_126",0.329177321341936
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.506184895360576
"Q8N5C6_IDR_789_819",0.493815104639424
"Q8N5C7_IDR_1_33",0.494490745817864
"Q8N5C7_IDR_165_195",0.505509254182136
"Q8N5C8_IDR_48_533",0.502519734825672
"Q8N5C8_IDR_618_684",0.497480265174328
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.504191971926844
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.30135462294011
"Q8N5U6_IDR_406_501",0.347767510585221
"Q8N5U6_IDR_603_799",0.350877866474669
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.473747799535304
"Q8N5Y2_IDR_93_168",0.526252200464696
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.494449493922718
"Q8N612_IDR_835_915",0.505550506077282
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.498211086269021
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.499607057336716
"Q8N6P7_IDR_409_480",0.500392942663284
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.33252291129988
"Q8N6U8_IDR_350_455",0.322490057411002
"Q8N6U8_IDR_496_529",0.344987031289118
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.476501171048353
"Q8N7G0_IDR_264_328",0.33355542984772
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.492197350765101
"Q8N7P1_IDR_505_536",0.507802649234899
"Q8N7R1_IDR_1_139",0.526339978113246
"Q8N7R1_IDR_144_296",0.473660021886754
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.13641202236037
"Q8N7X0_IDR_1_41",0.138960474872434
"Q8N7X0_IDR_305_407",0.134793945247751
"Q8N7X0_IDR_524_627",0.170352545210425
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.520307893895238
"Q8N878_IDR_333_499",0.479692106104762
"Q8N883_IDR_552_585",0.511027716149845
"Q8N883_IDR_61_245",0.488972283850155
"Q8N895_IDR_1_308",0.335822269542857
"Q8N895_IDR_372_422",0.33789606069303
"Q8N895_IDR_480_718",0.326281669764113
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.455290853258179
"Q8N8E2_IDR_479_541",0.544709146741821
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.475736676709878
"Q8N8G2_IDR_20_76",0.524263323290122
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.500055659072107
"Q8N8R5_IDR_204_247",0.499944340927893
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.501140809868251
"Q8N8U3_IDR_397_427",0.498859190131749
"Q8N8V4_IDR_157_233",0.508388220789156
"Q8N8V4_IDR_237_343",0.491611779210844
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.484847901041957
"Q8N8Z6_IDR_416_715",0.515152098958043
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.326049756785609
"Q8N9B5_IDR_940_988",0.336978824941736
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.503954014184468
"Q8N9I0_IDR_88_138",0.496045985815532
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.493641888715901
"Q8N9K5_IDR_1_36",0.506358111284099
"Q8N9L1_IDR_1_63",0.498617695992584
"Q8N9L1_IDR_277_334",0.501382304007416
"Q8N9M1_IDR_107_422",0.461032854765925
"Q8N9M1_IDR_1_49",0.538967145234075
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.337680569783842
"Q8N9N5_IDR_1_47",0.338923870188144
"Q8N9N5_IDR_321_374",0.323395560028014
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.490174631382319
"Q8N9R8_IDR_377_411",0.509825368617681
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.482919121980505
"Q8N9Z0_IDR_77_172",1
