"","GO0015291_secondary_active_transmembrane_transporter_activity"
"Q8N137_IDR_442_797",0.329384903920215
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.505923830139083
"Q8N196_IDR_235_739",0.494076169860917
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.535582536508835
"Q8N1C3_IDR_361_403",0.464417463491165
"Q8N1F8_IDR_334_534",0.475297214978753
"Q8N1F8_IDR_723_773",0.524702785021247
"Q8N1G0_IDR_1158_1198",0.190249565712904
"Q8N1G0_IDR_1_85",0.266087119494623
"Q8N1G0_IDR_608_672",0.19298638696091
"Q8N1G0_IDR_861_1155",0.176293003150156
"Q8N1G0_IDR_87_504",0.174383924681407
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.476043041727909
"Q8N228_IDR_1_90",0.522912312492856
"Q8N228_IDR_210_341",0.477087687507144
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.460971583013317
"Q8N2C3_IDR_165_214",0.539028416986683
"Q8N2C7_IDR_1300_1451",0.101855924537128
"Q8N2C7_IDR_1507_1554",0.102037462789377
"Q8N2C7_IDR_1770_1837",0.105737510468999
"Q8N2C7_IDR_241_322",0.0996809065467559
"Q8N2C7_IDR_2428_2474",0.109959776942557
"Q8N2C7_IDR_2755_2786",0.0988435687460035
"Q8N2C7_IDR_2912_3214",0.0926651909330492
"Q8N2C7_IDR_363_584",0.0996571373463635
"Q8N2C7_IDR_693_781",0.0958768152614476
"Q8N2C7_IDR_963_1171",0.0936857064283198
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.317051864781146
"Q8N302_IDR_522_621",0.326020312994125
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.522943102401221
"Q8N309_IDR_506_549",0.477056897598779
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.335527413603958
"Q8N344_IDR_348_473",0.305905273993506
"Q8N344_IDR_97_194",0.358567312402536
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.33543150709229
"Q8N365_IDR_198_243",0.327990598327366
"Q8N365_IDR_300_385",0.336577894580343
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.379800948867039
"Q8N392_IDR_19_78",0.317447138646806
"Q8N392_IDR_538_572",0.302751912486155
"Q8N393_IDR_63_241",0.500260628497031
"Q8N3C7_IDR_352_480",0.324503047936428
"Q8N3C7_IDR_556_618",0.322999042605981
"Q8N3D4_IDR_1081_1132",0.277502691260913
"Q8N3D4_IDR_1138_1370",0.239812029138216
"Q8N3D4_IDR_120_150",0.252629659462722
"Q8N3D4_IDR_161_1074",0.230055620138149
"Q8N3E9_IDR_1_55",0.48042869985843
"Q8N3E9_IDR_486_519",0.51957130014157
"Q8N3F8_IDR_111_159",0.350347737044831
"Q8N3F8_IDR_219_677",0.314824083105506
"Q8N3F8_IDR_821_863",0.334828179849663
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.476754186676238
"Q8N3J2_IDR_47_77",0.523245813323762
"Q8N3J3_IDR_1_444",0.444940293200203
"Q8N3J3_IDR_577_647",0.555059706799797
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.554334253730099
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.552587574394691
"Q8N3Z6_IDR_384_543",0.447412425605309
"Q8N412_IDR_1_162",0.496863472937059
"Q8N412_IDR_268_303",0.503136527062941
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.504988478515225
"Q8N441_IDR_403_446",0.495011521484775
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.562157006356072
"Q8N448_IDR_425_459",0.437842993643928
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.540312805152922
"Q8N4L4_IDR_63_309",0.459687194847078
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.544709315702658
"Q8N4N8_IDR_84_180",0.455290684297342
"Q8N4P6_IDR_1_53",0.497363989398243
"Q8N4P6_IDR_333_439",0.502636010601757
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.510767344113131
"Q8N4S9_IDR_368_436",0.489232655886869
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.354600578858568
"Q8N573_IDR_148_203",0.320595818090626
"Q8N573_IDR_1_67",0.337433253400803
"Q8N573_IDR_281_586",0.341970928508571
"Q8N587_IDR_1_45",0.502697928853866
"Q8N587_IDR_52_190",0.497302071146134
"Q8N594_IDR_169_234",0.522806307127416
"Q8N594_IDR_1_72",0.477193692872584
"Q8N5A5_IDR_270_367",0.360461216596431
"Q8N5A5_IDR_369_466",0.304985092726809
"Q8N5A5_IDR_64_126",0.33455369067676
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.502116538677581
"Q8N5C6_IDR_789_819",0.497883461322419
"Q8N5C7_IDR_1_33",0.536094205061203
"Q8N5C7_IDR_165_195",0.463905794938797
"Q8N5C8_IDR_48_533",0.483472030432508
"Q8N5C8_IDR_618_684",0.516527969567492
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.502428314525697
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.302783187053322
"Q8N5U6_IDR_406_501",0.376637518126406
"Q8N5U6_IDR_603_799",0.320579294820272
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.497852643419367
"Q8N5Y2_IDR_93_168",0.502147356580633
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.50752276815689
"Q8N612_IDR_835_915",0.49247723184311
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.551176107824776
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.461309460813515
"Q8N6P7_IDR_409_480",0.538690539186485
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.326771277520387
"Q8N6U8_IDR_350_455",0.342751680043098
"Q8N6U8_IDR_496_529",0.330477042436515
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.460744900412711
"Q8N7G0_IDR_264_328",0.328108309848635
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.498063879180606
"Q8N7P1_IDR_505_536",0.501936120819394
"Q8N7R1_IDR_1_139",0.475113870540169
"Q8N7R1_IDR_144_296",0.524886129459831
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.136347621285438
"Q8N7X0_IDR_1_41",0.131132404392088
"Q8N7X0_IDR_305_407",0.130799181291908
"Q8N7X0_IDR_524_627",0.205061149004383
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.502757424856121
"Q8N878_IDR_333_499",0.497242575143879
"Q8N883_IDR_552_585",0.48098093028419
"Q8N883_IDR_61_245",0.51901906971581
"Q8N895_IDR_1_308",0.31537293059481
"Q8N895_IDR_372_422",0.333953574351762
"Q8N895_IDR_480_718",0.350673495053427
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.494620620288193
"Q8N8E2_IDR_479_541",0.505379379711807
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.470654529471904
"Q8N8G2_IDR_20_76",0.529345470528097
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.440030700672126
"Q8N8R5_IDR_204_247",0.559969299327874
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.47500716842907
"Q8N8U3_IDR_397_427",0.52499283157093
"Q8N8V4_IDR_157_233",0.456726808832581
"Q8N8V4_IDR_237_343",0.543273191167419
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.462336082287426
"Q8N8Z6_IDR_416_715",0.537663917712574
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.315722939871743
"Q8N9B5_IDR_940_988",0.371519568187753
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.535023662915559
"Q8N9I0_IDR_88_138",0.464976337084441
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.519210202937445
"Q8N9K5_IDR_1_36",0.480789797062555
"Q8N9L1_IDR_1_63",0.49914779619481
"Q8N9L1_IDR_277_334",0.50085220380519
"Q8N9M1_IDR_107_422",0.501353287052896
"Q8N9M1_IDR_1_49",0.498646712947104
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.352124495269802
"Q8N9N5_IDR_1_47",0.353189270332432
"Q8N9N5_IDR_321_374",0.294686234397766
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.491127433595133
"Q8N9R8_IDR_377_411",0.508872566404867
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.49089496050079
