"","GO0042073_intraciliary_transport"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.524596663847773
"Q8N196_IDR_235_739",0.475403336152228
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.492764678457335
"Q8N1C3_IDR_361_403",0.507235321542665
"Q8N1F8_IDR_334_534",0.54177476131434
"Q8N1F8_IDR_723_773",0.45822523868566
"Q8N1G0_IDR_1158_1198",0.205920309838659
"Q8N1G0_IDR_1_85",0.207853357274028
"Q8N1G0_IDR_608_672",0.196846413808076
"Q8N1G0_IDR_861_1155",0.191830976458997
"Q8N1G0_IDR_87_504",0.19754894262024
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.491382814156781
"Q8N228_IDR_1_90",0.506697682809422
"Q8N228_IDR_210_341",0.493302317190578
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.464533514092844
"Q8N2C3_IDR_165_214",0.535466485907156
"Q8N2C7_IDR_1300_1451",0.094151395138406
"Q8N2C7_IDR_1507_1554",0.0978996152905215
"Q8N2C7_IDR_1770_1837",0.101230289587171
"Q8N2C7_IDR_241_322",0.0919758034116756
"Q8N2C7_IDR_2428_2474",0.0949588262729382
"Q8N2C7_IDR_2755_2786",0.0984826163260296
"Q8N2C7_IDR_2912_3214",0.1134824264517
"Q8N2C7_IDR_363_584",0.104353669112042
"Q8N2C7_IDR_693_781",0.0930322711100525
"Q8N2C7_IDR_963_1171",0.110433087299463
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.366273531255292
"Q8N302_IDR_522_621",0.317719190914535
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.513074817114812
"Q8N309_IDR_506_549",0.486925182885188
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.350598628444228
"Q8N344_IDR_348_473",0.318005760031512
"Q8N344_IDR_97_194",0.33139561152426
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.336473630998269
"Q8N365_IDR_198_243",0.342443007962662
"Q8N365_IDR_300_385",0.321083361039069
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.358769381775301
"Q8N392_IDR_19_78",0.3035465612641
"Q8N392_IDR_538_572",0.337684056960599
"Q8N393_IDR_63_241",0.509159968448448
"Q8N3C7_IDR_352_480",0.334518837664011
"Q8N3C7_IDR_556_618",0.335276392181455
"Q8N3D4_IDR_1081_1132",0.244524921794602
"Q8N3D4_IDR_1138_1370",0.23822032201835
"Q8N3D4_IDR_120_150",0.238527727943518
"Q8N3D4_IDR_161_1074",0.27872702824353
"Q8N3E9_IDR_1_55",0.453936772082039
"Q8N3E9_IDR_486_519",0.546063227917961
"Q8N3F8_IDR_111_159",0.339059535796073
"Q8N3F8_IDR_219_677",0.313166433932567
"Q8N3F8_IDR_821_863",0.347774030271361
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.517801687018439
"Q8N3J2_IDR_47_77",0.482198312981561
"Q8N3J3_IDR_1_444",0.479654486722794
"Q8N3J3_IDR_577_647",0.520345513277206
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.486096306695869
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.502089181411013
"Q8N3Z6_IDR_384_543",0.497910818588987
"Q8N412_IDR_1_162",0.502849640037009
"Q8N412_IDR_268_303",0.497150359962991
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.510471567964487
"Q8N441_IDR_403_446",0.489528432035513
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.500178787005659
"Q8N448_IDR_425_459",0.499821212994342
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.499711286868744
"Q8N4L4_IDR_63_309",0.500288713131256
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.502783280405633
"Q8N4N8_IDR_84_180",0.497216719594367
"Q8N4P6_IDR_1_53",0.50222370549589
"Q8N4P6_IDR_333_439",0.49777629450411
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.476315414549671
"Q8N4S9_IDR_368_436",0.523684585450329
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.325757284366507
"Q8N573_IDR_148_203",0.296868441062306
"Q8N573_IDR_1_67",0.293528083298127
"Q8N573_IDR_281_586",0.409603475639567
"Q8N587_IDR_1_45",0.502967783739042
"Q8N587_IDR_52_190",0.497032216260958
"Q8N594_IDR_169_234",0.536328447495592
"Q8N594_IDR_1_72",0.463671552504408
"Q8N5A5_IDR_270_367",0.330798995272094
"Q8N5A5_IDR_369_466",0.315733790879958
"Q8N5A5_IDR_64_126",0.353467213847948
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.521979454486902
"Q8N5C6_IDR_789_819",0.478020545513098
"Q8N5C7_IDR_1_33",0.493811805969869
"Q8N5C7_IDR_165_195",0.506188194030131
"Q8N5C8_IDR_48_533",0.485393837280852
"Q8N5C8_IDR_618_684",0.514606162719148
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.500951049782289
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.318307593072054
"Q8N5U6_IDR_406_501",0.351631475023004
"Q8N5U6_IDR_603_799",0.330060931904942
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.448319813526384
"Q8N5Y2_IDR_93_168",0.551680186473616
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.488976767443358
"Q8N612_IDR_835_915",0.511023232556642
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.512671548929851
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.488469146734987
"Q8N6P7_IDR_409_480",0.511530853265013
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.320171983815561
"Q8N6U8_IDR_350_455",0.341798194811773
"Q8N6U8_IDR_496_529",0.338029821372666
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.51102878069448
"Q8N7G0_IDR_264_328",0.332019653804068
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.492316154279098
"Q8N7P1_IDR_505_536",0.507683845720902
"Q8N7R1_IDR_1_139",0.496378353962585
"Q8N7R1_IDR_144_296",0.503621646037415
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.13639964405723
"Q8N7X0_IDR_1_41",0.133337396615829
"Q8N7X0_IDR_305_407",0.158198654142657
"Q8N7X0_IDR_524_627",0.141661566567221
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.488541530830743
"Q8N878_IDR_333_499",0.511458469169257
"Q8N883_IDR_552_585",0.487764118267435
"Q8N883_IDR_61_245",0.512235881732565
"Q8N895_IDR_1_308",0.315760902865488
"Q8N895_IDR_372_422",0.334077914224171
"Q8N895_IDR_480_718",0.350161182910341
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.477283484299829
"Q8N8E2_IDR_479_541",0.522716515700171
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.487848238920879
"Q8N8G2_IDR_20_76",0.512151761079121
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.497511053984697
"Q8N8R5_IDR_204_247",0.502488946015303
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.53928186692168
"Q8N8U3_IDR_397_427",0.46071813307832
"Q8N8V4_IDR_157_233",0.434504373277286
"Q8N8V4_IDR_237_343",0.565495626722714
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.498227002458472
"Q8N8Z6_IDR_416_715",0.501772997541528
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.426650626873344
"Q8N9B5_IDR_940_988",0.294113995619369
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.488272479266303
"Q8N9I0_IDR_88_138",0.511727520733697
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.50402736059252
"Q8N9K5_IDR_1_36",0.49597263940748
"Q8N9L1_IDR_1_63",0.486942867888275
"Q8N9L1_IDR_277_334",0.513057132111725
"Q8N9M1_IDR_107_422",0.50698773598442
"Q8N9M1_IDR_1_49",0.49301226401558
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.331322988326615
"Q8N9N5_IDR_1_47",0.33657488159757
"Q8N9N5_IDR_321_374",0.332102130075815
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.501943342404004
"Q8N9R8_IDR_377_411",0.498056657595996
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.500737056179359
"Q8N9Z0_IDR_77_172",1
