"","GO0010324_membrane_invagination"
"Q8N184_IDR_60_252",1
"Q8N187_IDR_586_634",1
"Q8N196_IDR_1_82",0.414710241907952
"Q8N196_IDR_235_739",0.585289758092048
"Q8N1A0_IDR_147_195",1
"Q8N1B4_IDR_1_54",1
"Q8N1C3_IDR_1_52",0.531579039450288
"Q8N1C3_IDR_361_403",0.468420960549712
"Q8N1F8_IDR_334_534",0.496500432627386
"Q8N1F8_IDR_723_773",0.503499567372614
"Q8N1G0_IDR_1158_1198",0.188592791926355
"Q8N1G0_IDR_1_85",0.217027355418686
"Q8N1G0_IDR_608_672",0.216666016031026
"Q8N1G0_IDR_861_1155",0.174278503411879
"Q8N1G0_IDR_87_504",0.203435333212054
"Q8N1G1_IDR_1_810",1
"Q8N1G2_IDR_1_86",1
"Q8N1G4_IDR_262_304",1
"Q8N205_IDR_207_368",0.508468264690157
"Q8N228_IDR_1_90",0.513193894400135
"Q8N228_IDR_210_341",0.486806105599864
"Q8N257_IDR_1_36",1
"Q8N264_IDR_332_648",1
"Q8N271_IDR_1_33",1
"Q8N292_IDR_36_92",1
"Q8N2C3_IDR_1_54",0.510836148388357
"Q8N2C3_IDR_165_214",0.489163851611643
"Q8N2C7_IDR_1300_1451",0.0966663306128864
"Q8N2C7_IDR_1507_1554",0.0966570514116393
"Q8N2C7_IDR_1770_1837",0.0994995067135313
"Q8N2C7_IDR_241_322",0.104240895005691
"Q8N2C7_IDR_2428_2474",0.10294346907257
"Q8N2C7_IDR_2755_2786",0.103681992528967
"Q8N2C7_IDR_2912_3214",0.0917820982418302
"Q8N2C7_IDR_363_584",0.0989464406062873
"Q8N2C7_IDR_693_781",0.102736517078381
"Q8N2C7_IDR_963_1171",0.102845698728217
"Q8N2E2_IDR_680_756",1
"Q8N302_IDR_260_403",0.328404919531064
"Q8N302_IDR_522_621",0.31864843006408
"Q8N307_IDR_19_658",1
"Q8N309_IDR_350_440",0.514218696374728
"Q8N309_IDR_506_549",0.485781303625272
"Q8N339_IDR_1_36",1
"Q8N344_IDR_1_90",0.314191913978185
"Q8N344_IDR_348_473",0.343116846747176
"Q8N344_IDR_97_194",0.34269123927464
"Q8N350_IDR_1_705",1
"Q8N365_IDR_1_112",0.338932458574559
"Q8N365_IDR_198_243",0.332636838084954
"Q8N365_IDR_300_385",0.328430703340487
"Q8N370_IDR_249_314",1
"Q8N386_IDR_198_238",1
"Q8N387_IDR_1_240",1
"Q8N392_IDR_116_260",0.35964931411527
"Q8N392_IDR_19_78",0.330233662339196
"Q8N392_IDR_538_572",0.310117023545534
"Q8N393_IDR_63_241",0.507678767976672
"Q8N3C7_IDR_352_480",0.33980195958632
"Q8N3C7_IDR_556_618",0.334918867016246
"Q8N3D4_IDR_1081_1132",0.238365513538428
"Q8N3D4_IDR_1138_1370",0.260521894761208
"Q8N3D4_IDR_120_150",0.233686618005768
"Q8N3D4_IDR_161_1074",0.267425973694597
"Q8N3E9_IDR_1_55",0.500673057468271
"Q8N3E9_IDR_486_519",0.499326942531729
"Q8N3F8_IDR_111_159",0.31076307469665
"Q8N3F8_IDR_219_677",0.400528455656629
"Q8N3F8_IDR_821_863",0.288708469646721
"Q8N3F9_IDR_1_39",1
"Q8N3H0_IDR_1_35",1
"Q8N3J2_IDR_102_145",0.465076508226031
"Q8N3J2_IDR_47_77",0.534923491773969
"Q8N3J3_IDR_1_444",0.517902303035922
"Q8N3J3_IDR_577_647",0.482097696964078
"Q8N3J5_IDR_1_56",1
"Q8N3J6_IDR_321_377",1
"Q8N3K9_IDR_1_3505",1
"Q8N3X6_IDR_58_521",0.478999648280138
"Q8N3Y1_IDR_19_95",1
"Q8N3Y3_IDR_1_91",1
"Q8N3Z0_IDR_194_241",1
"Q8N3Z6_IDR_1_192",0.534715179249384
"Q8N3Z6_IDR_384_543",0.465284820750616
"Q8N412_IDR_1_162",0.495719984690569
"Q8N412_IDR_268_303",0.504280015309431
"Q8N414_IDR_1_92",1
"Q8N427_IDR_238_270",1
"Q8N428_IDR_26_67",1
"Q8N436_IDR_23_134",1
"Q8N441_IDR_1_34",0.503732546614457
"Q8N441_IDR_403_446",0.496267453385543
"Q8N442_IDR_1_57",1
"Q8N448_IDR_138_221",0.525577898384612
"Q8N448_IDR_425_459",0.474422101615388
"Q8N461_IDR_1_93",1
"Q8N4E4_IDR_205_241",1
"Q8N4E7_IDR_1_69",1
"Q8N4F7_IDR_1_48",1
"Q8N4H0_IDR_131_392",1
"Q8N4J0_IDR_1_56",1
"Q8N4L1_IDR_403_440",1
"Q8N4L2_IDR_1_50",1
"Q8N4L4_IDR_15_49",0.520403710801716
"Q8N4L4_IDR_63_309",0.479596289198284
"Q8N4L8_IDR_191_307",1
"Q8N4N8_IDR_544_613",0.500153162983032
"Q8N4N8_IDR_84_180",0.499846837016968
"Q8N4P6_IDR_1_53",0.507673814121676
"Q8N4P6_IDR_333_439",0.492326185878324
"Q8N4Q1_IDR_107_142",1
"Q8N4S0_IDR_1_330",1
"Q8N4S9_IDR_1_175",0.547702266745247
"Q8N4S9_IDR_368_436",0.452297733254754
"Q8N4U5_IDR_1_57",1
"Q8N4V2_IDR_513_548",1
"Q8N568_IDR_655_766",0.375583228754807
"Q8N573_IDR_148_203",0.330892299816571
"Q8N573_IDR_1_67",0.35066475454813
"Q8N573_IDR_281_586",0.318442945635299
"Q8N587_IDR_1_45",0.527090939366825
"Q8N587_IDR_52_190",0.472909060633175
"Q8N594_IDR_169_234",0.486769332061178
"Q8N594_IDR_1_72",0.513230667938822
"Q8N5A5_IDR_270_367",0.339383055963125
"Q8N5A5_IDR_369_466",0.307844707929641
"Q8N5A5_IDR_64_126",0.352772236107234
"Q8N5B7_IDR_343_392",1
"Q8N5C6_IDR_1_206",0.48814854111155
"Q8N5C6_IDR_789_819",0.51185145888845
"Q8N5C7_IDR_1_33",0.508266382000672
"Q8N5C7_IDR_165_195",0.491733617999328
"Q8N5C8_IDR_48_533",0.51807684627765
"Q8N5C8_IDR_618_684",0.48192315372235
"Q8N5D0_IDR_479_514",1
"Q8N5F7_IDR_1_308",1
"Q8N5S9_IDR_456_505",0.527009612121822
"Q8N5U0_IDR_229_333",1
"Q8N5U6_IDR_1_136",0.323496548364409
"Q8N5U6_IDR_406_501",0.334062632192207
"Q8N5U6_IDR_603_799",0.342440819443385
"Q8N5V2_IDR_1_236",1
"Q8N5W8_IDR_1_48",1
"Q8N5X7_IDR_1_44",1
"Q8N5Y2_IDR_287_417",0.523101923658593
"Q8N5Y2_IDR_93_168",0.476898076341407
"Q8N608_IDR_1_63",1
"Q8N609_IDR_327_369",1
"Q8N612_IDR_462_730",0.516649574546135
"Q8N612_IDR_835_915",0.483350425453865
"Q8N660_IDR_1_376",1
"Q8N680_IDR_88_345",1
"Q8N684_IDR_13_68",0.507099569119086
"Q8N6L7_IDR_128_170",1
"Q8N6M0_IDR_58_127",1
"Q8N6M6_IDR_104_136",1
"Q8N6M8_IDR_1_66",1
"Q8N6N2_IDR_1_56",1
"Q8N6N3_IDR_1_182",1
"Q8N6P7_IDR_290_398",0.496779742525958
"Q8N6P7_IDR_409_480",0.503220257474043
"Q8N6Q1_IDR_1_222",1
"Q8N6Q8_IDR_231_354",1
"Q8N6R1_IDR_1_34",1
"Q8N6S4_IDR_1_109",1
"Q8N6S5_IDR_1_140",1
"Q8N6T3_IDR_125_400",1
"Q8N6T7_IDR_283_355",1
"Q8N6U8_IDR_223_262",0.323027155008589
"Q8N6U8_IDR_350_455",0.352025592725239
"Q8N6U8_IDR_496_529",0.324947252266172
"Q8N6V9_IDR_1_194",1
"Q8N6W0_IDR_1_41",0.463525882597755
"Q8N7G0_IDR_264_328",0.324956309352596
"Q8N7H5_IDR_363_531",1
"Q8N7J2_IDR_1_671",1
"Q8N7K0_IDR_52_140",1
"Q8N7L0_IDR_89_139",1
"Q8N7M0_IDR_1_60",1
"Q8N7M2_IDR_1_206",1
"Q8N7P1_IDR_1_102",0.530685169393866
"Q8N7P1_IDR_505_536",0.469314830606134
"Q8N7R1_IDR_1_139",0.530741205285759
"Q8N7R1_IDR_144_296",0.469258794714241
"Q8N7R7_IDR_1_139",1
"Q8N7S2_IDR_151_189",1
"Q8N7U6_IDR_1_248",1
"Q8N7X0_IDR_1178_1248",0.141615496481144
"Q8N7X0_IDR_1_41",0.140309584922289
"Q8N7X0_IDR_305_407",0.138841741883336
"Q8N7X0_IDR_524_627",0.159243496609011
"Q8N831_IDR_1_200",1
"Q8N859_IDR_72_215",1
"Q8N865_IDR_244_524",1
"Q8N878_IDR_1_49",0.529049552328406
"Q8N878_IDR_333_499",0.470950447671594
"Q8N883_IDR_552_585",0.51377601943506
"Q8N883_IDR_61_245",0.48622398056494
"Q8N895_IDR_1_308",0.34410658632857
"Q8N895_IDR_372_422",0.335593599659981
"Q8N895_IDR_480_718",0.320299814011449
"Q8N8A6_IDR_13_158",1
"Q8N8B7_IDR_82_168",1
"Q8N8D1_IDR_1_135",1
"Q8N8E2_IDR_1_417",0.467488337412706
"Q8N8E2_IDR_479_541",0.532511662587294
"Q8N8E3_IDR_126_257",1
"Q8N8G2_IDR_106_317",0.581983473123342
"Q8N8G2_IDR_20_76",0.418016526876658
"Q8N8I0_IDR_1_69",1
"Q8N8J6_IDR_53_205",1
"Q8N8J7_IDR_1_69",1
"Q8N8K9_IDR_66_420",1
"Q8N8L2_IDR_1_101",1
"Q8N8L6_IDR_37_73",1
"Q8N8M0_IDR_1_50",1
"Q8N8Q3_IDR_249_282",1
"Q8N8Q8_IDR_1_36",1
"Q8N8Q9_IDR_310_360",1
"Q8N8R5_IDR_1_51",0.516782905508481
"Q8N8R5_IDR_204_247",0.483217094491519
"Q8N8R7_IDR_124_187",1
"Q8N8S7_IDR_116_552",1
"Q8N8U2_IDR_61_245",1
"Q8N8U3_IDR_1_234",0.496420628496134
"Q8N8U3_IDR_397_427",0.503579371503866
"Q8N8V4_IDR_157_233",0.493458809656832
"Q8N8V4_IDR_237_343",0.506541190343168
"Q8N8W4_IDR_264_532",1
"Q8N8Y5_IDR_1_60",1
"Q8N8Z6_IDR_1_33",0.503419111348221
"Q8N8Z6_IDR_416_715",0.496580888651779
"Q8N8Z8_IDR_38_107",1
"Q8N907_IDR_1_82",1
"Q8N912_IDR_1_46",1
"Q8N944_IDR_1_861",1
"Q8N9B5_IDR_587_922",0.321357083023799
"Q8N9B5_IDR_940_988",0.339230658063722
"Q8N9B8_IDR_1_34",1
"Q8N9E0_IDR_75_248",1
"Q8N9F0_IDR_17_75",1
"Q8N9F7_IDR_1_33",1
"Q8N9F8_IDR_67_215",1
"Q8N9H8_IDR_577_610",1
"Q8N9I0_IDR_1_40",0.537260470431543
"Q8N9I0_IDR_88_138",0.462739529568457
"Q8N9I9_IDR_99_160",1
"Q8N9K5_IDR_108_206",0.497570999843107
"Q8N9K5_IDR_1_36",0.502429000156893
"Q8N9L1_IDR_1_63",0.50066773539327
"Q8N9L1_IDR_277_334",0.499332264606729
"Q8N9M1_IDR_107_422",0.529206187608796
"Q8N9M1_IDR_1_49",0.470793812391204
"Q8N9M5_IDR_166_253",1
"Q8N9N5_IDR_126_156",0.331817322709233
"Q8N9N5_IDR_1_47",0.336201550188453
"Q8N9N5_IDR_321_374",0.331981127102314
"Q8N9N8_IDR_111_165",1
"Q8N9Q2_IDR_46_155",1
"Q8N9R6_IDR_49_126",1
"Q8N9R8_IDR_1_50",0.511853281660619
"Q8N9R8_IDR_377_411",0.488146718339381
"Q8N9S9_IDR_384_431",1
"Q8N9Y4_IDR_111_259",0.480387227445135
"Q8N9Z0_IDR_77_172",1
